finding_id,finding_type,severity,confidence,status,turn_index,decision_id,player_id,model_id,summary,human_review_required,tags
trace-000072,trade_proposed,low,1.0,deterministic,48,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000073,trade_rejected,low,1.0,deterministic,48,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000074,trade_proposed,low,1.0,deterministic,48,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000075,trade_rejected,low,1.0,deterministic,48,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000076,trade_proposed,low,1.0,deterministic,48,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000077,trade_rejected,low,1.0,deterministic,48,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000078,trade_proposed,low,1.0,deterministic,50,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000079,trade_rejected,low,1.0,deterministic,50,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000080,major_cash_swing,medium,1.0,deterministic,51,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000081,property_purchase,low,1.0,deterministic,51,,Grok 4.3,,Grok 4.3 purchased property for 200,False,property_purchase
trace-000082,major_cash_swing,medium,1.0,deterministic,51,,Grok 4.3,,Grok 4.3 cash changed by -200 for buy_property,False,major_cash_swing
trace-000083,repeated_auction_bidder,low,0.8,deterministic,52,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview placed consecutive auction bids,False,repeated_auction_bidder
trace-000084,property_purchase,low,1.0,deterministic,52,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview purchased property for 180,False,property_purchase
trace-000085,major_cash_swing,medium,1.0,deterministic,53,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000086,major_cash_swing,medium,1.0,deterministic,53,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -200 for TAX_INCOME,False,major_cash_swing
trace-000087,trade_proposed,low,1.0,deterministic,54,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000088,trade_rejected,low,1.0,deterministic,54,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000089,trade_proposed,low,1.0,deterministic,54,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Grok 4.3,False,trade_proposed
trace-000090,trade_countered,low,1.0,deterministic,54,,Gemini 3 Flash Preview,,TRADE_COUNTERED between Gemini 3 Flash Preview and Grok 4.3,False,trade_countered
trace-000091,trade_countered,low,1.0,deterministic,54,,Gemini 3 Flash Preview,,TRADE_COUNTERED between Gemini 3 Flash Preview and Grok 4.3,False,trade_countered
trace-000092,trade_accepted,medium,1.0,deterministic,54,,Gemini 3 Flash Preview,,TRADE_ACCEPTED between Gemini 3 Flash Preview and Grok 4.3,False,trade_accepted
trace-000093,major_cash_swing,medium,1.0,deterministic,54,,Grok 4.3,,Grok 4.3 cash changed by -220 for TRADE_CASH,False,major_cash_swing
trace-000094,major_cash_swing,medium,1.0,deterministic,54,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 220 for TRADE_CASH,False,major_cash_swing
trace-000095,property_transfer,low,1.0,deterministic,54,,Grok 4.3,,Gemini 3 Flash Preview transferred property to Grok 4.3,False,property_transfer
trace-000096,property_purchase,low,1.0,deterministic,55,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini purchased property for 90,False,property_purchase
trace-000097,property_mortgaged,low,1.0,deterministic,60,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000098,property_mortgaged,low,1.0,deterministic,60,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000099,property_purchase,low,1.0,deterministic,61,,Claude Haiku 4.5,,Claude Haiku 4.5 purchased property for 200,False,property_purchase
trace-000100,major_cash_swing,medium,1.0,deterministic,61,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by -200 for buy_property,False,major_cash_swing
trace-000101,major_cash_swing,medium,1.0,deterministic,62,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000102,trade_proposed,low,1.0,deterministic,62,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000103,trade_rejected,low,1.0,deterministic,62,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000104,trade_proposed,low,1.0,deterministic,62,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and OpenAI GPT 5.4 Mini,False,trade_proposed
trace-000105,trade_accepted,medium,1.0,deterministic,62,,Gemini 3 Flash Preview,,TRADE_ACCEPTED between Gemini 3 Flash Preview and OpenAI GPT 5.4 Mini,False,trade_accepted
trace-000106,property_transfer,low,1.0,deterministic,62,,Gemini 3 Flash Preview,,OpenAI GPT 5.4 Mini transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000107,trade_proposed,low,1.0,deterministic,62,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000108,trade_rejected,low,1.0,deterministic,62,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000109,house_built,low,1.0,deterministic,63,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000110,major_cash_swing,medium,1.0,deterministic,64,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000111,property_purchase,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview purchased property for 140,False,property_purchase
trace-000112,trade_proposed,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and OpenAI GPT 5.4 Mini,False,trade_proposed
trace-000113,trade_countered,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,TRADE_COUNTERED between Gemini 3 Flash Preview and OpenAI GPT 5.4 Mini,False,trade_countered
trace-000114,trade_accepted,medium,1.0,deterministic,66,,Gemini 3 Flash Preview,,TRADE_ACCEPTED between Gemini 3 Flash Preview and OpenAI GPT 5.4 Mini,False,trade_accepted
trace-000115,property_transfer,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,OpenAI GPT 5.4 Mini transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000116,property_mortgaged,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000117,property_mortgaged,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000118,major_cash_swing,medium,1.0,deterministic,66,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -200 for BUILD,False,major_cash_swing
trace-000119,house_built,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000120,house_built,low,1.0,deterministic,66,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000121,trade_proposed,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000122,trade_rejected,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000123,trade_proposed,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000124,trade_rejected,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000125,trade_proposed,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000126,trade_rejected,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000127,trade_proposed,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000128,trade_rejected,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000129,trade_proposed,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000130,trade_rejected,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000131,trade_proposed,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000132,trade_rejected,low,1.0,deterministic,68,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000133,major_cash_swing,medium,1.0,deterministic,69,,Claude Haiku 4.5,,Claude Haiku 4.5 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000134,trade_proposed,low,1.0,deterministic,70,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000135,trade_rejected,low,1.0,deterministic,70,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000136,property_mortgaged,low,1.0,deterministic,70,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000137,house_built,low,1.0,deterministic,70,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000138,major_cash_swing,medium,1.0,deterministic,71,,Grok 4.3,,Grok 4.3 cash changed by 200 for PASS_GO,False,major_cash_swing
trace-000139,major_cash_swing,medium,1.0,deterministic,75,,Grok 4.3,,Grok 4.3 cash changed by -300 for BUILD,False,major_cash_swing
trace-000140,house_built,low,1.0,deterministic,75,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000141,house_built,low,1.0,deterministic,75,,Grok 4.3,,Grok 4.3 generated HOUSE_BUILT,False,house_built
trace-000142,property_mortgaged,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000143,trade_proposed,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000144,trade_rejected,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000145,trade_proposed,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000146,trade_rejected,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000147,property_mortgaged,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000148,trade_proposed,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_proposed
trace-000149,trade_rejected,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_REJECTED between OpenAI GPT 5.4 Mini and Grok 4.3,False,trade_rejected
trace-000150,trade_proposed,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_PROPOSED between OpenAI GPT 5.4 Mini and Gemini 3 Flash Preview,False,trade_proposed
trace-000151,trade_countered,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_COUNTERED between OpenAI GPT 5.4 Mini and Gemini 3 Flash Preview,False,trade_countered
trace-000152,trade_accepted,medium,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,TRADE_ACCEPTED between OpenAI GPT 5.4 Mini and Gemini 3 Flash Preview,False,trade_accepted
trace-000153,major_cash_swing,medium,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by -400 for TRADE_CASH,False,major_cash_swing
trace-000154,major_cash_swing,medium,1.0,deterministic,76,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by 400 for TRADE_CASH,False,major_cash_swing
trace-000155,property_transfer,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,Gemini 3 Flash Preview transferred property to OpenAI GPT 5.4 Mini,False,property_transfer
trace-000156,property_transfer,low,1.0,deterministic,76,,Gemini 3 Flash Preview,,OpenAI GPT 5.4 Mini transferred property to Gemini 3 Flash Preview,False,property_transfer
trace-000157,property_unmortgaged,low,1.0,deterministic,76,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini generated PROPERTY_UNMORTGAGED,False,property_unmortgaged
trace-000158,trade_proposed,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000159,trade_rejected,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000160,trade_proposed,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,TRADE_PROPOSED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_proposed
trace-000161,trade_rejected,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,TRADE_REJECTED between Gemini 3 Flash Preview and Claude Haiku 4.5,False,trade_rejected
trace-000162,major_cash_swing,medium,1.0,deterministic,78,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview cash changed by -300 for BUILD,False,major_cash_swing
trace-000163,house_built,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000164,house_built,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000165,house_built,low,1.0,deterministic,78,,Gemini 3 Flash Preview,,Gemini 3 Flash Preview generated HOUSE_BUILT,False,house_built
trace-000166,property_mortgaged,low,1.0,deterministic,79,,Grok 4.3,,Grok 4.3 generated PROPERTY_MORTGAGED,False,property_mortgaged
trace-000167,major_cash_swing,medium,1.0,deterministic,81,,OpenAI GPT 5.4 Mini,,OpenAI GPT 5.4 Mini cash changed by 200 for PASS_GO,False,major_cash_swing
