turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
52,Gemini 3.1 Pro Preview,2,0.033782,8899,1332,1123,10231,14592
53,Claude Opus 4.8,1,0.0424,7115,273,42,7388,7559
53,Gemini 3.1 Pro Preview,6,0.073414,23483,2204,1642,25687,27474
53,Grok 4.3,4,0.02381,15016,2715,2314,17731,20924
53,OpenAI GPT 5.5,1,0.022255,3599,142,66,3741,4253
54,Grok 4.3,2,0.0127,7846,1587,1422,9433,10903
55,Claude Opus 4.8,1,0.047185,6637,560,74,7197,9633
55,Gemini 3.1 Pro Preview,2,0.024256,7436,782,629,8218,9062
55,Grok 4.3,2,0.010958,7268,1018,829,8286,9133
55,OpenAI GPT 5.5,6,0.22474,20972,3996,3450,24968,114253
56,Claude Opus 4.8,4,0.25256,30027,4097,544,34124,58695
57,Gemini 3.1 Pro Preview,1,0.015462,4191,590,508,4781,6672
58,Grok 4.3,1,0.005439,3975,403,327,4378,4209
59,Claude Opus 4.8,2,0.10343,13391,1459,315,14850,24668
59,Gemini 3.1 Pro Preview,3,0.031878,11019,820,548,11839,11501
59,Grok 4.3,1,0.005137,3555,573,477,4128,5321
59,OpenAI GPT 5.5,4,0.11267,13480,1509,1173,14989,44606
60,Claude Opus 4.8,1,0.077145,7414,1603,266,9017,22941
61,Gemini 3.1 Pro Preview,1,0.016306,4097,676,592,4773,6778
62,Grok 4.3,1,0.005672,3890,539,466,4429,4745
63,OpenAI GPT 5.5,1,0.03866,3472,710,628,4182,19956
64,Claude Opus 4.8,8,0.52559,56778,9668,1688,66446,140407
65,Gemini 3.1 Pro Preview,1,0.0138,4152,458,365,4610,5980
66,Grok 4.3,1,0.005578,3910,330,274,4240,4930
68,Claude Opus 4.8,1,0.04998,7261,547,57,7808,9445
69,Gemini 3.1 Pro Preview,1,0.014168,4114,495,416,4609,5629
70,Grok 4.3,1,0.005495,3838,494,425,4332,5720
71,OpenAI GPT 5.5,1,0.02622,3216,338,254,3554,9751
73,Gemini 3.1 Pro Preview,1,0.020994,4251,1041,938,5292,10557
74,Grok 4.3,1,0.006108,3786,604,542,4390,6368
75,OpenAI GPT 5.5,1,0.028555,3161,425,340,3586,10159
76,Claude Opus 4.8,1,0.059555,6366,1109,197,7475,16951
77,Gemini 3.1 Pro Preview,5,0.08494,17930,4090,3647,22020,38863
78,Grok 4.3,1,0.005022,3722,524,451,4246,4712
79,Claude Opus 4.8,12,1.04114,109788,19688,2356,129476,298384
79,Gemini 3.1 Pro Preview,10,0.18881,46387,8003,6527,54390,81808
79,Grok 4.3,5,0.037926,22714,4082,3494,26796,34774
79,OpenAI GPT 5.5,29,1.83756,125436,40346,36071,165782,1087714
80,Claude Opus 4.8,1,0.08808,9916,1540,198,11456,22224
81,Gemini 3.1 Pro Preview,4,0.06669,20025,2220,1916,22245,23981
82,Grok 4.3,1,0.006777,4571,479,410,5050,5219
83,OpenAI GPT 5.5,1,0.05875,4292,1243,1166,5535,37092
84,Gemini 3.1 Pro Preview,1,0.014374,4379,468,366,4847,5231
84,OpenAI GPT 5.5,2,0.13309,8456,3027,2762,11483,83937
85,Claude Opus 4.8,5,0.394985,45532,6693,1179,52225,97950
86,Gemini 3.1 Pro Preview,1,0.015036,4344,529,448,4873,5516
87,Grok 4.3,1,0.006441,3888,686,619,4574,5944
88,Claude Opus 4.8,1,0.06551,8107,999,85,9106,15097
88,Gemini 3.1 Pro Preview,4,0.074772,17394,3332,2720,20726,33061
88,Grok 4.3,1,0.007117,4243,779,681,5022,5984
88,OpenAI GPT 5.5,14,0.949245,56229,22270,20523,78499,673600
89,OpenAI GPT 5.5,2,0.114595,8555,2394,2230,10949,67392
90,Claude Opus 4.8,1,0.07686,9637,1147,196,10784,16278
91,Gemini 3.1 Pro Preview,4,0.090124,18110,4492,4026,22602,41336
92,Grok 4.3,1,0.006052,4005,472,407,4477,4527
93,OpenAI GPT 5.5,1,0.07157,3808,1751,1664,5559,45116
94,Claude Opus 4.8,1,0.06559,8913,841,81,9754,14023
95,Claude Opus 4.8,1,0.057225,8850,519,110,9369,7648
96,Gemini 3.1 Pro Preview,1,0.015516,4098,610,528,4708,6758
97,Grok 4.3,2,0.012149,7690,1122,990,8812,8799
98,Grok 4.3,3,0.016208,10566,1711,1483,12277,17614
99,Claude Opus 4.8,1,0.069165,7843,1198,112,9041,16813
99,Grok 4.3,1,0.005457,3759,357,262,4116,3887
99,OpenAI GPT 5.5,12,0.848583,41655,22342,20970,63997,672322
100,Claude Opus 4.8,1,0.20787,8799,6555,684,15354,90756
101,Claude Opus 4.8,1,0.056595,9024,459,52,9483,6247
102,Gemini 3.1 Pro Preview,1,0.017998,4505,749,646,5254,8269
103,Gemini 3.1 Pro Preview,5,0.072064,19844,2698,2186,22542,31543
104,Grok 4.3,1,0.005447,3845,310,238,4155,3623
105,Claude Opus 4.8,1,0.051025,8170,407,50,8577,11901
105,Gemini 3.1 Pro Preview,1,0.015894,4089,643,526,4732,7727
105,Grok 4.3,2,0.011292,7803,723,491,8526,8855
105,OpenAI GPT 5.5,7,0.490605,26841,11880,10961,38721,359368
106,OpenAI GPT 5.5,10,0.564085,40871,11991,10968,52862,363895
107,Claude Opus 4.8,1,0.143845,9619,3830,337,13449,55248
108,Claude Opus 4.8,1,0.089665,8833,1820,237,10653,27600
108,Gemini 3.1 Pro Preview,2,0.033388,8834,1310,1033,10144,15082
109,Grok 4.3,1,0.006146,4188,418,351,4606,4596
110,OpenAI GPT 5.5,2,0.149225,7963,3647,3424,11610,99971
112,Gemini 3.1 Pro Preview,1,0.01863,4167,858,756,5025,9733
113,Grok 4.3,2,0.011099,7356,869,680,8225,8175
114,OpenAI GPT 5.5,4,0.325143,14559,9410,9018,23969,249159
115,OpenAI GPT 5.5,1,0.078835,3677,2015,1935,5692,51003
116,Claude Opus 4.8,1,0.05193,8486,380,81,8866,6568
116,Gemini 3.1 Pro Preview,2,0.024806,7939,744,535,8683,9867
116,OpenAI GPT 5.5,6,0.661801,22793,18530,17786,41323,538817
117,Claude Opus 4.8,2,0.209155,17296,4907,600,22203,66459
118,Gemini 3.1 Pro Preview,1,0.017328,4194,745,679,4939,9278
119,Gemini 3.1 Pro Preview,3,0.043638,12951,1478,1156,14429,18707
119,OpenAI GPT 5.5,5,0.613708,20294,17881,17160,38175,537271
120,Claude Opus 4.8,1,0.08036,9967,1221,191,11188,16530
121,Claude Opus 4.8,1,0.06021,10012,406,58,10418,7262
122,Claude Opus 4.8,1,0.06644,9188,820,58,10008,11989
122,Gemini 3.1 Pro Preview,2,0.037562,9049,1622,1345,10671,17089
123,Claude Opus 4.8,1,0.07239,9498,996,141,10494,15404
123,Gemini 3.1 Pro Preview,2,0.0278,9004,816,602,9820,10713
123,OpenAI GPT 5.5,4,0.330357,17493,8634,8000,26127,235670
124,Claude Opus 4.8,1,0.05362,9239,297,43,9536,18960
124,Gemini 3.1 Pro Preview,1,0.013218,4659,325,237,4984,4683
124,OpenAI GPT 5.5,3,0.21298,12950,4941,4568,17891,139077
125,Claude Opus 4.8,1,0.056785,9732,325,38,10057,4865
126,Gemini 3.1 Pro Preview,1,0.01348,4172,428,322,4600,5169
127,OpenAI GPT 5.5,1,0.1094,4126,2959,2882,7085,74334
128,Claude Opus 4.8,1,0.092235,8917,1906,358,10823,26588
129,Claude Opus 4.8,1,0.101955,8936,2291,210,11227,32495
130,OpenAI GPT 5.5,3,0.27195,11418,7162,6826,18580,185789
131,Claude Opus 4.8,1,0.086195,8914,1665,362,10579,24032
132,OpenAI GPT 5.5,3,0.188235,10989,4443,4129,15432,135477
133,OpenAI GPT 5.5,1,0.0458,3616,924,843,4540,29570
134,Claude Opus 4.8,1,0.055175,8925,422,25,9347,5542
135,OpenAI GPT 5.5,1,0.028865,3631,357,272,3988,10433
136,OpenAI GPT 5.5,2,0.17582,7414,4625,4410,12039,139285
137,Claude Opus 4.8,2,0.236795,17639,5944,845,23583,87728
138,OpenAI GPT 5.5,3,0.19309,11600,4503,4163,16103,123578
139,Claude Opus 4.8,1,0.09335,8760,1982,298,10742,28003
140,OpenAI GPT 5.5,1,0.032605,3743,463,382,4206,12426
141,Claude Opus 4.8,1,0.06046,8767,665,184,9432,11362
142,Claude Opus 4.8,2,0.101555,17081,646,115,17727,11552
142,OpenAI GPT 5.5,3,0.26828,11284,7062,6682,18346,210362
143,Claude Opus 4.8,1,0.057465,9058,487,74,9545,6241
144,Claude Opus 4.8,1,0.051445,8644,329,39,8973,5168
144,OpenAI GPT 5.5,2,0.133885,7781,3166,2940,10947,81280
145,OpenAI GPT 5.5,1,0.046505,4039,877,775,4916,27036
147,Claude Opus 4.8,1,0.073635,8842,1177,228,10019,15853
148,OpenAI GPT 5.5,1,0.03434,3592,546,458,4138,17089
149,Claude Opus 4.8,1,0.05202,8759,329,29,9088,4807
150,OpenAI GPT 5.5,1,0.03365,3604,521,431,4125,12455
151,Claude Opus 4.8,1,0.0526,8690,366,60,9056,12025
152,OpenAI GPT 5.5,4,0.20752,15182,4387,3998,19569,140594
153,OpenAI GPT 5.5,1,0.03567,3846,548,473,4394,15110
154,Claude Opus 4.8,1,0.05912,8519,661,160,9180,11564
155,OpenAI GPT 5.5,1,0.064215,3711,1522,1425,5233,42921
156,Claude Opus 4.8,1,0.05169,8493,369,39,8862,5710
157,Claude Opus 4.8,2,0.09304,15778,566,84,16344,10528
157,OpenAI GPT 5.5,3,0.175445,11293,3966,3605,15259,112495
158,Claude Opus 4.8,1,0.04925,8290,312,18,8602,6898
160,Claude Opus 4.8,1,0.051505,7951,470,97,8421,8465
160,OpenAI GPT 5.5,2,0.29277,7704,8475,8247,16179,268526
161,Claude Opus 4.8,1,0.079015,7578,1645,246,9223,25796
162,OpenAI GPT 5.5,1,0.085465,4091,2167,2070,6258,76708
163,OpenAI GPT 5.5,2,0.1219,7754,2771,2455,10525,69655
164,Claude Opus 4.8,2,0.119475,16000,1579,285,17579,23856
165,Claude Opus 4.8,1,0.052655,8241,458,81,8699,8118
165,OpenAI GPT 5.5,2,0.204525,8301,5434,5154,13735,142229
166,Claude Opus 4.8,1,0.05573,8401,549,102,8950,8475
167,Claude Opus 4.8,2,0.103625,16895,766,77,17661,16838
167,OpenAI GPT 5.5,3,0.291725,13027,7553,7018,20580,225693
169,OpenAI GPT 5.5,5,0.33951,23586,7386,6833,30972,207699
170,OpenAI GPT 5.5,1,0.035765,4585,428,342,5013,11795
171,Claude Opus 4.8,1,0.05195,8350,408,85,8758,9635
172,OpenAI GPT 5.5,6,0.456725,26869,10746,10087,37615,294005
173,Claude Opus 4.8,2,0.106465,17078,843,144,17921,17352
174,OpenAI GPT 5.5,2,0.121345,8195,2679,2445,10874,84775
175,Claude Opus 4.8,1,0.04859,8363,271,35,8634,4840
176,OpenAI GPT 5.5,1,0.057015,3993,1235,1142,5228,45690
177,Claude Opus 4.8,1,0.07225,8210,1248,164,9458,17095
178,OpenAI GPT 5.5,4,0.23944,16004,5314,4889,21318,146838
179,Claude Opus 4.8,1,0.10643,8196,2618,360,10814,39199
180,OpenAI GPT 5.5,3,0.21081,12114,5008,4679,17122,152823
181,Claude Opus 4.8,1,0.064075,8070,949,204,9019,14380
182,OpenAI GPT 5.5,1,0.10189,3980,2733,2639,6713,70219
183,OpenAI GPT 5.5,1,0.050555,3955,1026,936,4981,28091
184,Claude Opus 4.8,1,0.05121,7977,453,85,8430,6445
185,OpenAI GPT 5.5,1,0.070185,3927,1685,1603,5612,45223
186,Claude Opus 4.8,1,0.04924,8003,369,45,8372,5516
187,OpenAI GPT 5.5,2,0.146525,7855,3575,3372,11430,97048
188,Claude Opus 4.8,1,0.04801,8127,295,11,8422,4723
189,OpenAI GPT 5.5,1,0.066955,3923,1578,1480,5501,40891
190,Claude Opus 4.8,1,0.070155,7551,1296,200,8847,19485
