schema_version,run_id,thread_type,thread_id,events,decisions
v1,mock-2413970733-53b199c1,trade,64,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001277"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1277, ""turn_index"": 64}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001282"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1282, ""turn_index"": 64}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001287"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1287, ""turn_index"": 64}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001292"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1292, ""turn_index"": 64}]",[]
v1,mock-2413970733-53b199c1,trade,65,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001307"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1307, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001312"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1312, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001317"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1317, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001322"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1322, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001327"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1327, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001332"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1332, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001337"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1337, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001342"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1342, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001347"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1347, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001352"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1352, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001357"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1357, ""turn_index"": 65}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001362"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1362, ""turn_index"": 65}]",[]
v1,mock-2413970733-53b199c1,trade,71,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001434"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1434, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001439"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1439, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001456"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1456, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001461"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1461, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001472"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1472, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001477"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1477, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001482"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1482, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001487"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1487, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001492"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1492, ""turn_index"": 71}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001497"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1497, ""turn_index"": 71}]",[]
v1,mock-2413970733-53b199c1,trade,75,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001544"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1544, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001549"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1549, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001554"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1554, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001559"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1559, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001570"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1570, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001575"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1575, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001580"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1580, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001638"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1638, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001643"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1643, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001648"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1648, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001653"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1653, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001658"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1658, ""turn_index"": 75}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001663"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1663, ""turn_index"": 75}]",[]
v1,mock-2413970733-53b199c1,trade,80,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001752"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1752, ""turn_index"": 80}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001757"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1757, ""turn_index"": 80}]",[]
v1,mock-2413970733-53b199c1,trade,81,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001774"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1774, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001779"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1779, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001784"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1784, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001789"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1789, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001794"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1794, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001799"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1799, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001804"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1804, ""turn_index"": 81}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-001809"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 1809, ""turn_index"": 81}]",[]
v1,mock-2413970733-53b199c1,trade,89,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002014"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2014, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002019"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2019, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002024"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2024, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002044"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2044, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002049"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2049, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002054"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2054, ""turn_index"": 89}]",[]
v1,mock-2413970733-53b199c1,trade,4,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002074"", ""event_type"": ""TRADE_COUNTERED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2074, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002079"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2079, ""turn_index"": 89}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002993"", ""event_type"": ""TRADE_COUNTERED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2993, ""turn_index"": 137}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002998"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2998, ""turn_index"": 137}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-003575"", ""event_type"": ""TRADE_COUNTERED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 3575, ""turn_index"": 151}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-003580"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 3580, ""turn_index"": 151}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-003664"", ""event_type"": ""TRADE_COUNTERED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 3664, ""turn_index"": 151}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-003669"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 3669, ""turn_index"": 151}]",[]
v1,mock-2413970733-53b199c1,trade,126,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002593"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2593, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002598"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2598, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002603"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2603, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002623"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2623, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002628"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2628, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002639"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2639, ""turn_index"": 126}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002644"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2644, ""turn_index"": 126}]",[]
v1,mock-2413970733-53b199c1,trade,132,"[{""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002775"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2775, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002780"", ""event_type"": ""TRADE_ACCEPTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2780, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002789"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2789, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002794"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2794, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002799"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2799, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002804"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2804, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002809"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2809, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002814"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2814, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002819"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2819, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002824"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2824, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002829"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2829, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002834"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2834, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002839"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2839, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002844"", ""event_type"": ""TRADE_REJECTED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2844, ""turn_index"": 132}, {""decision_id"": null, ""event_id"": ""mock-2413970733-53b199c1-evt-002849"", ""event_type"": ""TRADE_PROPOSED"", ""player_id"": ""OpenAI GPT 5.5"", ""seq"": 2849, ""turn_index"": 132}]",[]
