turn_index,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
68,2,0.11852,15139,1713,265,16852,28427
69,2,0.03647,8083,1692,1493,9775,22044
70,2,0.011453,8214,770,623,8984,17856
71,14,0.841465,60369,20454,18125,80823,734307
72,1,0.06034,7908,832,213,8740,12762
73,1,0.01513,4433,522,435,4955,5877
74,1,0.005759,4209,629,558,4838,11079
75,23,1.491206,114716,35784,28571,150500,900826
76,2,0.133465,17728,1793,257,19521,29555
77,4,0.28501,34137,4573,905,38710,75000
78,1,0.01684,4508,652,550,5160,7282
79,1,0.006082,4061,483,407,4544,7221
80,4,0.13935,15288,2833,2376,18121,70531
81,9,0.348351,37676,7735,6568,45411,190280
82,2,0.09897,16274,704,136,16978,11989
83,2,0.030334,8507,1110,952,9617,14221
84,11,0.209834,42883,4021,2680,46904,78511
85,1,0.035025,3405,600,516,4005,16322
86,4,0.21632,29279,2797,445,32076,47108
87,1,0.014642,4087,539,444,4626,7018
88,1,0.005618,3712,445,379,4157,5385
89,25,1.021313,101713,25812,21989,127525,557957
90,1,0.046145,7889,268,71,8157,5989
91,3,0.193945,22744,3209,662,25953,48622
92,4,0.062798,18703,2116,1707,20819,25646
93,1,0.005808,4024,365,304,4389,5376
94,1,0.005593,3912,335,280,4247,5200
95,1,0.043165,3617,836,753,4453,23201
96,2,0.118235,14607,1808,383,16415,27844
97,1,0.015522,4005,626,535,4631,6496
99,1,0.038845,3335,739,656,4074,18843
100,1,0.045745,6634,503,101,7137,8583
101,1,0.013042,4037,414,354,4451,5761
102,1,0.005618,3112,772,703,3884,10643
103,2,0.08448,6582,1719,1516,8301,43404
104,1,0.026985,3249,358,276,3607,8445
106,1,0.040655,6616,303,58,6919,8960
107,1,0.040025,6590,283,47,6873,4759
108,1,0.04044,6658,286,43,6944,4649
109,3,0.059544,12030,2957,2570,14987,28742
110,1,0.004452,3125,299,240,3424,6449
111,1,0.019315,3071,132,51,3203,4138
112,7,0.182367,32743,2677,1523,35420,49908
113,1,0.011754,4161,286,200,4447,3737
114,3,0.013835,9949,1097,903,11046,17170
115,1,0.004588,3590,282,213,3872,2918
116,1,0.005337,3611,410,345,4021,3838
117,1,0.03793,3122,744,655,3866,19688
118,2,0.094065,14348,893,224,15241,18751
119,1,0.013502,4087,444,378,4531,5270
120,1,0.004635,3508,342,281,3850,5982
121,3,0.09217,9440,1499,1267,10939,36087
122,3,0.13992,19759,1645,276,21404,28337
123,1,0.014616,4110,533,453,4643,5821
124,1,0.005166,3538,378,316,3916,6211
125,3,0.113325,9693,2162,1820,11855,50314
126,17,0.6229,73678,11680,7257,85358,235401
127,4,0.287245,33244,4841,841,38085,70943
129,1,0.019588,4736,843,757,5579,8397
130,1,0.018066,4731,717,631,5448,7575
131,1,0.005092,4128,403,349,4531,6289
132,28,1.511896,134875,36263,27084,171138,844761
133,3,0.17886,27067,1741,423,28808,29883
134,1,0.01675,5063,552,422,5615,6838
135,3,0.021384,14000,1903,1578,15903,25446
136,1,0.006178,4542,442,370,4984,6804
137,53,3.011911,260333,76182,65281,336515,1876163
138,2,0.12315,17420,1442,197,18862,23819
139,1,0.016674,5175,527,468,5702,6708
140,1,0.005694,4626,368,293,4994,6803
141,1,0.006417,4543,376,296,4919,5969
142,13,0.522996,58848,11193,9284,70041,301869
143,1,0.04768,7941,319,68,8260,5470
144,4,0.06397,20045,1990,1584,22035,21303
145,1,0.006617,4565,418,339,4983,7159
146,1,0.10249,3860,2773,2701,6633,89267
147,16,0.883265,75361,21306,16883,96667,534738
148,1,0.062595,8664,771,193,9435,11146
149,1,0.014856,5232,366,279,5598,4856
150,1,0.006367,4692,604,519,5296,9758
151,32,1.587615,150576,40740,33909,191316,845277
152,2,0.130005,17636,1673,409,19309,25842
153,1,0.024442,5393,1138,1037,6531,12000
154,1,0.007098,4768,536,466,5304,7673
155,20,1.126533,96443,26396,22961,122839,617880
156,2,0.131305,15836,2085,293,17921,31584
158,1,0.007157,4607,613,529,5220,9125
159,11,0.320408,43863,7779,6477,51642,180248
160,3,0.064844,13468,3159,2829,16627,33961
161,1,0.006521,4436,471,400,4907,5300
162,3,0.083953,11681,1457,1141,13138,39726
163,1,0.02137,3680,99,0,3779,3082
164,1,0.028696,4880,1578,1457,6458,16012
165,1,0.006702,4399,535,463,4934,7629
166,1,0.016374,4779,568,472,5347,6696
167,1,0.007166,4264,815,705,5079,14363
168,2,0.042998,9091,2068,1767,11159,20745
169,1,0.006128,4036,487,413,4523,4233
170,1,0.01596,4536,574,482,5110,6800
171,2,0.016628,7437,3067,2857,10504,40595
