turn_index,space_index,space_name,space_kind,space_group,price,owner_id,mortgaged,houses,hotel
7,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
7,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
7,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
8,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
8,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
8,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
8,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
8,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
9,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
9,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
9,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
9,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
9,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
9,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
10,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
10,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
10,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
10,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
10,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
10,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
10,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
11,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
11,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
11,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
11,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
11,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
11,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
11,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
12,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
12,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
12,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
12,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
12,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
12,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
12,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
13,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
13,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
13,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
13,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
13,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
13,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
13,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
14,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
14,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
14,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
14,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
14,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
14,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
14,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
14,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
15,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
15,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
15,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
15,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
15,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
15,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
15,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
15,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
15,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
16,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
16,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
16,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
16,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
16,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
16,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
16,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
16,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
16,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
16,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
17,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
17,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
17,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
17,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
17,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
17,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
17,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
17,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
17,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
17,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
18,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
18,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
18,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
18,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
18,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
18,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
18,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
18,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
18,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
18,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
18,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
19,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
19,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
19,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
19,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
19,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
19,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
19,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
19,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
19,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
19,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
19,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
20,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
20,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Claude Opus 4.8,False,0,False
20,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
20,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
20,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
20,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
20,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
20,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
20,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
20,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
20,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
21,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
21,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
21,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
21,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
21,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
21,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
21,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
21,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
21,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
21,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
21,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
22,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
22,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
22,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
22,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
22,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
22,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
22,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
22,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
22,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
22,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
22,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
22,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
23,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
23,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
23,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
23,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
23,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
23,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
23,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
23,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
23,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
23,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
23,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
23,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
23,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
24,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
24,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
24,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
24,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
24,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
24,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
24,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
24,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
24,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
24,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
24,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
24,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
24,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
25,1,Mediterranean Avenue,PROPERTY,BROWN,60,OpenAI GPT 5.5,False,0,False
25,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
25,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
25,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
25,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
25,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
25,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
25,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
25,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
25,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
25,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
25,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
25,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
25,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
26,1,Mediterranean Avenue,PROPERTY,BROWN,60,OpenAI GPT 5.5,False,0,False
26,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
26,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
26,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,Gemini 3.1 Pro Preview,False,0,False
26,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
26,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
26,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
26,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
26,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
26,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
26,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
26,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
26,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
26,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
27,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
27,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
27,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
27,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
27,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
27,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
27,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
27,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
27,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
27,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
27,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
27,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
27,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
27,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
28,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
28,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
28,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
28,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
28,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
28,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
28,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
28,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
28,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
28,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
28,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
28,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
28,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
28,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
29,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
29,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
29,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
29,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
29,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
29,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
29,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
29,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
29,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
29,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
29,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
29,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
29,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
29,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
30,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
30,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
30,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
30,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
30,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
30,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
30,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
30,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
30,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
30,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
30,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
30,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
30,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
30,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
31,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
31,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
31,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
31,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
31,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
31,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
31,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
31,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
31,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
31,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
31,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
31,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
31,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
31,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
32,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
32,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
32,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
32,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
32,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
32,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
32,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
32,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
32,21,Kentucky Avenue,PROPERTY,RED,220,Claude Opus 4.8,False,0,False
32,24,Illinois Avenue,PROPERTY,RED,240,Gemini 3.1 Pro Preview,False,0,False
32,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
32,26,Atlantic Avenue,PROPERTY,YELLOW,260,OpenAI GPT 5.5,False,0,False
32,27,Ventnor Avenue,PROPERTY,YELLOW,260,Claude Opus 4.8,False,0,False
32,32,North Carolina Avenue,PROPERTY,GREEN,300,Gemini 3.1 Pro Preview,False,0,False
32,35,Short Line,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
33,1,Mediterranean Avenue,PROPERTY,BROWN,60,Gemini 3.1 Pro Preview,False,0,False
33,5,Reading Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
33,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
33,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
33,11,St. Charles Place,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
33,13,States Avenue,PROPERTY,PINK,140,Claude Opus 4.8,False,0,False
33,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
