schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,from_player_id,to_player_id,space_index,property_space,amount,reason
v1,mock-64394-c3bb8d94,2266,138,HOUSE_BUILT,,Grok 4.3,,,19,,2,
v1,mock-64394-c3bb8d94,2272,138,HOTEL_BUILT,,Grok 4.3,,,16,,1,
v1,mock-64394-c3bb8d94,2273,138,HOTEL_BUILT,,Grok 4.3,,,18,,1,
v1,mock-64394-c3bb8d94,2274,138,HOTEL_BUILT,,Grok 4.3,,,19,,1,
v1,mock-64394-c3bb8d94,2331,143,PROPERTY_PURCHASED,,Grok 4.3,,,3,,,
v1,mock-64394-c3bb8d94,2332,143,PROPERTY_PURCHASED,,Grok 4.3,,,5,,,
v1,mock-64394-c3bb8d94,2333,143,PROPERTY_PURCHASED,,Grok 4.3,,,15,,,
v1,mock-64394-c3bb8d94,2334,143,PROPERTY_PURCHASED,,Grok 4.3,,,21,,,
v1,mock-64394-c3bb8d94,2335,143,PROPERTY_PURCHASED,,Grok 4.3,,,23,,,
v1,mock-64394-c3bb8d94,2336,143,PROPERTY_PURCHASED,,Grok 4.3,,,24,,,
v1,mock-64394-c3bb8d94,2337,143,PROPERTY_PURCHASED,,Grok 4.3,,,26,,,
v1,mock-64394-c3bb8d94,2338,143,PROPERTY_PURCHASED,,Grok 4.3,,,27,,,
v1,mock-64394-c3bb8d94,2339,143,PROPERTY_PURCHASED,,Grok 4.3,,,28,,,
v1,mock-64394-c3bb8d94,2340,143,PROPERTY_PURCHASED,,Grok 4.3,,,29,,,
v1,mock-64394-c3bb8d94,2365,146,HOUSE_BUILT,,Grok 4.3,,,21,,1,
v1,mock-64394-c3bb8d94,2366,146,HOUSE_BUILT,,Grok 4.3,,,23,,1,
v1,mock-64394-c3bb8d94,2367,146,HOUSE_BUILT,,Grok 4.3,,,24,,1,
v1,mock-64394-c3bb8d94,2368,146,HOUSE_BUILT,,Grok 4.3,,,26,,1,
v1,mock-64394-c3bb8d94,2400,149,PROPERTY_MORTGAGED,,Grok 4.3,,,1,,,
v1,mock-64394-c3bb8d94,2418,150,PROPERTY_MORTGAGED,,Claude Haiku 4.5,,,9,,,
v1,mock-64394-c3bb8d94,2424,150,PROPERTY_MORTGAGED,,Claude Haiku 4.5,,,35,,,
v1,mock-64394-c3bb8d94,2430,150,PROPERTY_MORTGAGED,,Claude Haiku 4.5,,,25,,,
v1,mock-64394-c3bb8d94,2452,152,HOUSE_BUILT,,Grok 4.3,,,21,,1,
v1,mock-64394-c3bb8d94,2453,152,HOUSE_BUILT,,Grok 4.3,,,23,,1,
v1,mock-64394-c3bb8d94,2454,152,HOUSE_BUILT,,Grok 4.3,,,24,,1,
v1,mock-64394-c3bb8d94,2460,152,HOUSE_BUILT,,Grok 4.3,,,27,,1,
v1,mock-64394-c3bb8d94,2461,152,HOUSE_BUILT,,Grok 4.3,,,29,,1,
v1,mock-64394-c3bb8d94,2467,152,HOUSE_BUILT,,Grok 4.3,,,21,,1,
v1,mock-64394-c3bb8d94,2468,152,HOUSE_BUILT,,Grok 4.3,,,23,,1,
v1,mock-64394-c3bb8d94,2482,153,PROPERTY_MORTGAGED,,Claude Haiku 4.5,,,13,,,
v1,mock-64394-c3bb8d94,2488,153,PROPERTY_MORTGAGED,,Claude Haiku 4.5,,,14,,,
v1,mock-64394-c3bb8d94,2492,153,PROPERTY_PURCHASED,,Grok 4.3,,,9,,,
v1,mock-64394-c3bb8d94,2493,153,PROPERTY_PURCHASED,,Grok 4.3,,,13,,,
v1,mock-64394-c3bb8d94,2494,153,PROPERTY_PURCHASED,,Grok 4.3,,,14,,,
v1,mock-64394-c3bb8d94,2495,153,PROPERTY_PURCHASED,,Grok 4.3,,,25,,,
v1,mock-64394-c3bb8d94,2496,153,PROPERTY_PURCHASED,,Grok 4.3,,,35,,,
v1,mock-64394-c3bb8d94,2516,154,HOUSE_SOLD,,Gemini 3.5 Flash,,,31,,1,
v1,mock-64394-c3bb8d94,2517,154,HOUSE_SOLD,,Gemini 3.5 Flash,,,32,,1,
v1,mock-64394-c3bb8d94,2518,154,HOUSE_SOLD,,Gemini 3.5 Flash,,,34,,1,
v1,mock-64394-c3bb8d94,2524,154,PROPERTY_MORTGAGED,,Gemini 3.5 Flash,,,39,,,
v1,mock-64394-c3bb8d94,2530,154,PROPERTY_MORTGAGED,,Gemini 3.5 Flash,,,34,,,
v1,mock-64394-c3bb8d94,2536,154,PROPERTY_MORTGAGED,,Gemini 3.5 Flash,,,12,,,
v1,mock-64394-c3bb8d94,2575,154,PROPERTY_MORTGAGED,,Gemini 3.5 Flash,,,31,,,
v1,mock-64394-c3bb8d94,2599,156,PROPERTY_PURCHASED,,Grok 4.3,,,12,,,
v1,mock-64394-c3bb8d94,2600,156,PROPERTY_PURCHASED,,Grok 4.3,,,31,,,
v1,mock-64394-c3bb8d94,2601,156,PROPERTY_PURCHASED,,Grok 4.3,,,32,,,
v1,mock-64394-c3bb8d94,2602,156,PROPERTY_PURCHASED,,Grok 4.3,,,34,,,
v1,mock-64394-c3bb8d94,2603,156,PROPERTY_PURCHASED,,Grok 4.3,,,39,,,
