turn_index,phase,active_player_id,player_id,cash,net_worth_estimate,position,in_jail,jail_turns,doubles_count,bankrupt,property_value,building_value,mortgage_liability,property_count,mortgaged_count,houses,hotels,snapshot_file
10,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,1700,1700,7,False,0,0,False,0,0,0,0,0,0,0,turn_0010.json
10,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1156,1476,21,False,0,0,False,320,0,0,2,0,0,0,turn_0010.json
11,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,1336,1486,17,False,0,0,False,150,0,0,1,0,0,0,turn_0011.json
11,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1368,1488,12,False,0,0,False,120,0,0,1,0,0,0,turn_0011.json
11,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,1700,1700,7,False,0,0,False,0,0,0,0,0,0,0,turn_0011.json
11,START_TURN,Claude Haiku 4.5,Grok 4.3,1156,1476,21,False,0,0,False,320,0,0,2,0,0,0,turn_0011.json
12,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,1336,1486,17,False,0,0,False,150,0,0,1,0,0,0,turn_0012.json
12,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,1350,1470,21,False,0,0,False,120,0,0,1,0,0,0,turn_0012.json
12,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,1700,1700,7,False,0,0,False,0,0,0,0,0,0,0,turn_0012.json
12,START_TURN,Gemini 3.5 Flash,Grok 4.3,1174,1494,21,False,0,0,False,320,0,0,2,0,0,0,turn_0012.json
13,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,1336,1486,17,False,0,0,False,150,0,0,1,0,0,0,turn_0013.json
13,START_TURN,Grok 4.3,Claude Haiku 4.5,1350,1470,21,False,0,0,False,120,0,0,1,0,0,0,turn_0013.json
13,START_TURN,Grok 4.3,Gemini 3.5 Flash,1540,1700,14,False,0,0,False,160,0,0,1,0,0,0,turn_0013.json
13,START_TURN,Grok 4.3,Grok 4.3,1174,1494,21,False,0,0,False,320,0,0,2,0,0,0,turn_0013.json
14,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,1336,1486,17,False,0,0,False,150,0,0,1,0,0,0,turn_0014.json
14,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,1350,1470,21,False,0,0,False,120,0,0,1,0,0,0,turn_0014.json
14,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,1540,1700,14,False,0,0,False,160,0,0,1,0,0,0,turn_0014.json
14,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1174,1494,10,True,0,0,False,320,0,0,2,0,0,0,turn_0014.json
15,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,1096,1486,24,False,0,0,False,390,0,0,2,0,0,0,turn_0015.json
15,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1350,1470,21,False,0,0,False,120,0,0,1,0,0,0,turn_0015.json
15,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,1540,1700,14,False,0,0,False,160,0,0,1,0,0,0,turn_0015.json
15,START_TURN,Claude Haiku 4.5,Grok 4.3,1174,1494,10,True,0,0,False,320,0,0,2,0,0,0,turn_0015.json
16,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,1096,1486,24,False,0,0,False,390,0,0,2,0,0,0,turn_0016.json
16,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,1350,1470,10,True,0,0,False,120,0,0,1,0,0,0,turn_0016.json
16,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,1540,1700,14,False,0,0,False,160,0,0,1,0,0,0,turn_0016.json
16,START_TURN,Gemini 3.5 Flash,Grok 4.3,1174,1494,10,True,0,0,False,320,0,0,2,0,0,0,turn_0016.json
17,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,1096,1486,24,False,0,0,False,390,0,0,2,0,0,0,turn_0017.json
17,START_TURN,Grok 4.3,Claude Haiku 4.5,1350,1470,10,True,0,0,False,120,0,0,1,0,0,0,turn_0017.json
17,START_TURN,Grok 4.3,Gemini 3.5 Flash,1522,1682,21,False,0,0,False,160,0,0,1,0,0,0,turn_0017.json
17,START_TURN,Grok 4.3,Grok 4.3,1192,1512,10,True,0,0,False,320,0,0,2,0,0,0,turn_0017.json
18,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,1096,1486,24,False,0,0,False,390,0,0,2,0,0,0,turn_0018.json
18,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,1350,1470,10,True,0,0,False,120,0,0,1,0,0,0,turn_0018.json
18,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,1522,1682,21,False,0,0,False,160,0,0,1,0,0,0,turn_0018.json
18,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1192,1512,10,True,1,0,False,320,0,0,2,0,0,0,turn_0018.json
19,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,816,1486,29,False,0,0,False,670,0,0,3,0,0,0,turn_0019.json
19,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1350,1470,10,True,0,0,False,120,0,0,1,0,0,0,turn_0019.json
19,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,1522,1682,21,False,0,0,False,160,0,0,1,0,0,0,turn_0019.json
19,START_TURN,Claude Haiku 4.5,Grok 4.3,1192,1512,10,True,1,0,False,320,0,0,2,0,0,0,turn_0019.json
20,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,816,1486,29,False,0,0,False,670,0,0,3,0,0,0,turn_0020.json
20,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,1325,1445,17,False,0,0,False,120,0,0,1,0,0,0,turn_0020.json
20,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,1522,1682,21,False,0,0,False,160,0,0,1,0,0,0,turn_0020.json
20,START_TURN,Gemini 3.5 Flash,Grok 4.3,1192,1512,10,True,1,0,False,320,0,0,2,0,0,0,turn_0020.json
21,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,816,1486,29,False,0,0,False,670,0,0,3,0,0,0,turn_0021.json
21,START_TURN,Grok 4.3,Claude Haiku 4.5,1325,1445,17,False,0,0,False,120,0,0,1,0,0,0,turn_0021.json
21,START_TURN,Grok 4.3,Gemini 3.5 Flash,1262,1682,27,False,0,0,False,420,0,0,2,0,0,0,turn_0021.json
21,START_TURN,Grok 4.3,Grok 4.3,1192,1512,10,True,1,0,False,320,0,0,2,0,0,0,turn_0021.json
22,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,816,1486,29,False,0,0,False,670,0,0,3,0,0,0,turn_0022.json
22,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,1325,1445,17,False,0,0,False,120,0,0,1,0,0,0,turn_0022.json
22,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,1262,1682,27,False,0,0,False,420,0,0,2,0,0,0,turn_0022.json
22,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1192,1512,10,True,2,0,False,320,0,0,2,0,0,0,turn_0022.json
23,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,1016,1686,0,False,0,0,False,670,0,0,3,0,0,0,turn_0023.json
23,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1325,1445,17,False,0,0,False,120,0,0,1,0,0,0,turn_0023.json
23,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,1262,1682,27,False,0,0,False,420,0,0,2,0,0,0,turn_0023.json
23,START_TURN,Claude Haiku 4.5,Grok 4.3,1192,1512,10,True,2,0,False,320,0,0,2,0,0,0,turn_0023.json
24,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,1016,1686,0,False,0,0,False,670,0,0,3,0,0,0,turn_0024.json
24,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,1325,1445,20,False,0,0,False,120,0,0,1,0,0,0,turn_0024.json
24,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,1262,1682,27,False,0,0,False,420,0,0,2,0,0,0,turn_0024.json
24,START_TURN,Gemini 3.5 Flash,Grok 4.3,1192,1512,10,True,2,0,False,320,0,0,2,0,0,0,turn_0024.json
25,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,1016,1686,0,False,0,0,False,670,0,0,3,0,0,0,turn_0025.json
25,START_TURN,Grok 4.3,Claude Haiku 4.5,1325,1445,20,False,0,0,False,120,0,0,1,0,0,0,turn_0025.json
25,START_TURN,Grok 4.3,Gemini 3.5 Flash,962,1682,32,False,0,0,False,720,0,0,3,0,0,0,turn_0025.json
25,START_TURN,Grok 4.3,Grok 4.3,1192,1512,10,True,2,0,False,320,0,0,2,0,0,0,turn_0025.json
26,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,1016,1686,0,False,0,0,False,670,0,0,3,0,0,0,turn_0026.json
26,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,1325,1445,20,False,0,0,False,120,0,0,1,0,0,0,turn_0026.json
26,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,974,1694,32,False,0,0,False,720,0,0,3,0,0,0,turn_0026.json
26,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1130,1450,14,False,0,0,False,320,0,0,2,0,0,0,turn_0026.json
27,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,1016,1686,10,False,0,0,False,670,0,0,3,0,0,0,turn_0027.json
27,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1325,1445,20,False,0,0,False,120,0,0,1,0,0,0,turn_0027.json
27,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,974,1694,32,False,0,0,False,720,0,0,3,0,0,0,turn_0027.json
27,START_TURN,Claude Haiku 4.5,Grok 4.3,1130,1450,14,False,0,0,False,320,0,0,2,0,0,0,turn_0027.json
28,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,1016,1686,10,False,0,0,False,670,0,0,3,0,0,0,turn_0028.json
28,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,1125,1445,25,False,0,0,False,320,0,0,2,0,0,0,turn_0028.json
28,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,974,1694,32,False,0,0,False,720,0,0,3,0,0,0,turn_0028.json
28,START_TURN,Gemini 3.5 Flash,Grok 4.3,1130,1450,14,False,0,0,False,320,0,0,2,0,0,0,turn_0028.json
29,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,1016,1686,10,False,0,0,False,670,0,0,3,0,0,0,turn_0029.json
29,START_TURN,Grok 4.3,Claude Haiku 4.5,1125,1445,25,False,0,0,False,320,0,0,2,0,0,0,turn_0029.json
29,START_TURN,Grok 4.3,Gemini 3.5 Flash,874,1594,38,False,0,0,False,720,0,0,3,0,0,0,turn_0029.json
29,START_TURN,Grok 4.3,Grok 4.3,1130,1450,14,False,0,0,False,320,0,0,2,0,0,0,turn_0029.json
30,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,1036,1706,10,False,0,0,False,670,0,0,3,0,0,0,turn_0030.json
30,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,1125,1445,25,False,0,0,False,320,0,0,2,0,0,0,turn_0030.json
30,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,874,1594,38,False,0,0,False,720,0,0,3,0,0,0,turn_0030.json
30,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1110,1430,24,False,0,0,False,320,0,0,2,0,0,0,turn_0030.json
31,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,896,1706,13,False,0,0,False,810,0,0,4,0,0,0,turn_0031.json
31,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,1125,1445,25,False,0,0,False,320,0,0,2,0,0,0,turn_0031.json
31,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,874,1594,38,False,0,0,False,720,0,0,3,0,0,0,turn_0031.json
31,START_TURN,Claude Haiku 4.5,Grok 4.3,1110,1430,24,False,0,0,False,320,0,0,2,0,0,0,turn_0031.json
32,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,645,1635,13,False,0,0,False,990,0,0,4,0,0,0,turn_0032.json
32,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,34,False,0,0,False,460,0,0,3,0,0,0,turn_0032.json
32,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,874,1594,38,False,0,0,False,720,0,0,3,0,0,0,turn_0032.json
32,START_TURN,Gemini 3.5 Flash,Grok 4.3,1110,1430,24,False,0,0,False,320,0,0,2,0,0,0,turn_0032.json
33,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,645,1635,13,False,0,0,False,990,0,0,4,0,0,0,turn_0033.json
33,START_TURN,Grok 4.3,Claude Haiku 4.5,875,1335,34,False,0,0,False,460,0,0,3,0,0,0,turn_0033.json
33,START_TURN,Grok 4.3,Gemini 3.5 Flash,874,1794,5,False,0,0,False,920,0,0,4,0,0,0,turn_0033.json
33,START_TURN,Grok 4.3,Grok 4.3,1110,1430,24,False,0,0,False,320,0,0,2,0,0,0,turn_0033.json
34,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,645,1635,13,False,0,0,False,990,0,0,4,0,0,0,turn_0034.json
34,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,875,1335,34,False,0,0,False,460,0,0,3,0,0,0,turn_0034.json
34,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,896,1816,5,False,0,0,False,920,0,0,4,0,0,0,turn_0034.json
34,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1088,1408,27,False,0,0,False,320,0,0,2,0,0,0,turn_0034.json
35,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,445,1635,19,False,0,0,False,1190,0,0,5,0,0,0,turn_0035.json
35,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,875,1335,34,False,0,0,False,460,0,0,3,0,0,0,turn_0035.json
35,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,896,1816,5,False,0,0,False,920,0,0,4,0,0,0,turn_0035.json
35,START_TURN,Claude Haiku 4.5,Grok 4.3,1088,1408,27,False,0,0,False,320,0,0,2,0,0,0,turn_0035.json
36,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,445,1635,19,False,0,0,False,1190,0,0,5,0,0,0,turn_0036.json
36,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,4,False,0,0,False,460,0,0,3,0,0,0,turn_0036.json
36,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,896,1816,5,False,0,0,False,920,0,0,4,0,0,0,turn_0036.json
36,START_TURN,Gemini 3.5 Flash,Grok 4.3,1088,1408,27,False,0,0,False,320,0,0,2,0,0,0,turn_0036.json
37,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,445,1635,19,False,0,0,False,1190,0,0,5,0,0,0,turn_0037.json
37,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,4,False,0,0,False,460,0,0,3,0,0,0,turn_0037.json
37,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,696,1816,15,False,0,1,False,1120,0,0,5,0,0,0,turn_0037.json
37,START_TURN,Gemini 3.5 Flash,Grok 4.3,1088,1408,27,False,0,0,False,320,0,0,2,0,0,0,turn_0037.json
38,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,615,1745,19,False,0,0,False,1130,0,0,5,0,0,0,turn_0038.json
38,START_TURN,Grok 4.3,Claude Haiku 4.5,875,1335,4,False,0,0,False,460,0,0,3,0,0,0,turn_0038.json
38,START_TURN,Grok 4.3,Gemini 3.5 Flash,526,1706,24,False,0,0,False,1180,0,0,5,0,0,0,turn_0038.json
38,START_TURN,Grok 4.3,Grok 4.3,1088,1408,27,False,0,0,False,320,0,0,2,0,0,0,turn_0038.json
39,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,615,1745,19,False,0,0,False,1130,0,0,5,0,0,0,turn_0039.json
39,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,875,1335,4,False,0,0,False,460,0,0,3,0,0,0,turn_0039.json
39,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,526,1706,24,False,0,0,False,1180,0,0,5,0,0,0,turn_0039.json
39,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1138,1458,36,False,0,0,False,320,0,0,2,0,0,0,turn_0039.json
40,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,465,1745,28,False,0,0,False,1280,0,0,6,0,0,0,turn_0040.json
40,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,875,1335,4,False,0,0,False,460,0,0,3,0,0,0,turn_0040.json
40,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,526,1706,24,False,0,0,False,1180,0,0,5,0,0,0,turn_0040.json
40,START_TURN,Claude Haiku 4.5,Grok 4.3,1138,1458,36,False,0,0,False,320,0,0,2,0,0,0,turn_0040.json
41,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,465,1745,28,False,0,0,False,1280,0,0,6,0,0,0,turn_0041.json
41,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,9,False,0,0,False,460,0,0,3,0,0,0,turn_0041.json
41,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,526,1706,24,False,0,0,False,1180,0,0,5,0,0,0,turn_0041.json
41,START_TURN,Gemini 3.5 Flash,Grok 4.3,1138,1458,36,False,0,0,False,320,0,0,2,0,0,0,turn_0041.json
42,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,465,1745,28,False,0,0,False,1280,0,0,6,0,0,0,turn_0042.json
42,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,9,False,0,0,False,460,0,0,3,0,0,0,turn_0042.json
42,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,266,1706,26,False,0,1,False,1440,0,0,6,0,0,0,turn_0042.json
42,START_TURN,Gemini 3.5 Flash,Grok 4.3,1138,1458,36,False,0,0,False,320,0,0,2,0,0,0,turn_0042.json
43,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,465,1745,28,False,0,0,False,1280,0,0,6,0,0,0,turn_0043.json
43,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,9,False,0,0,False,460,0,0,3,0,0,0,turn_0043.json
43,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,166,1606,38,False,0,2,False,1440,0,0,6,0,0,0,turn_0043.json
43,START_TURN,Gemini 3.5 Flash,Grok 4.3,1138,1458,36,False,0,0,False,320,0,0,2,0,0,0,turn_0043.json
44,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,465,1745,28,False,0,0,False,1280,0,0,6,0,0,0,turn_0044.json
44,START_TURN,Grok 4.3,Claude Haiku 4.5,875,1335,9,False,0,0,False,460,0,0,3,0,0,0,turn_0044.json
44,START_TURN,Grok 4.3,Gemini 3.5 Flash,166,1606,4,False,0,0,False,1440,0,0,6,0,0,0,turn_0044.json
44,START_TURN,Grok 4.3,Grok 4.3,1138,1458,36,False,0,0,False,320,0,0,2,0,0,0,turn_0044.json
45,START_TURN,OpenAI GPT 5.4 mini,OpenAI GPT 5.4 mini,465,1745,28,False,0,0,False,1280,0,0,6,0,0,0,turn_0045.json
45,START_TURN,OpenAI GPT 5.4 mini,Claude Haiku 4.5,875,1335,9,False,0,0,False,460,0,0,3,0,0,0,turn_0045.json
45,START_TURN,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,166,1606,4,False,0,0,False,1440,0,0,6,0,0,0,turn_0045.json
45,START_TURN,OpenAI GPT 5.4 mini,Grok 4.3,1278,1658,1,False,0,0,False,380,0,0,3,0,0,0,turn_0045.json
46,START_TURN,Claude Haiku 4.5,OpenAI GPT 5.4 mini,485,1765,33,False,0,0,False,1280,0,0,6,0,0,0,turn_0046.json
46,START_TURN,Claude Haiku 4.5,Claude Haiku 4.5,875,1335,9,False,0,0,False,460,0,0,3,0,0,0,turn_0046.json
46,START_TURN,Claude Haiku 4.5,Gemini 3.5 Flash,166,1606,4,False,0,0,False,1440,0,0,6,0,0,0,turn_0046.json
46,START_TURN,Claude Haiku 4.5,Grok 4.3,1278,1658,1,False,0,0,False,380,0,0,3,0,0,0,turn_0046.json
47,START_TURN,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,485,1765,33,False,0,0,False,1280,0,0,6,0,0,0,turn_0047.json
47,START_TURN,Gemini 3.5 Flash,Claude Haiku 4.5,875,1335,17,False,0,0,False,460,0,0,3,0,0,0,turn_0047.json
47,START_TURN,Gemini 3.5 Flash,Gemini 3.5 Flash,166,1606,4,False,0,0,False,1440,0,0,6,0,0,0,turn_0047.json
47,START_TURN,Gemini 3.5 Flash,Grok 4.3,1278,1658,1,False,0,0,False,380,0,0,3,0,0,0,turn_0047.json
48,START_TURN,Grok 4.3,OpenAI GPT 5.4 mini,485,1765,33,False,0,0,False,1280,0,0,6,0,0,0,turn_0048.json
48,START_TURN,Grok 4.3,Claude Haiku 4.5,875,1335,17,False,0,0,False,460,0,0,3,0,0,0,turn_0048.json
48,START_TURN,Grok 4.3,Gemini 3.5 Flash,166,1606,7,False,0,0,False,1440,0,0,6,0,0,0,turn_0048.json
48,START_TURN,Grok 4.3,Grok 4.3,1278,1658,1,False,0,0,False,380,0,0,3,0,0,0,turn_0048.json
