event_id,seq,turn_index,player_id,reason,delta,cash_before,cash_after,running_peak,drawdown_from_peak
mock-321229807-87ca99d7-evt-000814,814,31,OpenAI GPT 5.5,buy_property,-200,351,151,1500,1349
mock-321229807-87ca99d7-evt-000819,819,31,OpenAI GPT 5.5,MORTGAGE,75,151,226,1500,1274
mock-321229807-87ca99d7-evt-000875,875,34,Grok 4.3,RENT,-16,681,665,1500,835
mock-321229807-87ca99d7-evt-000876,876,34,OpenAI GPT 5.5,RENT,16,226,242,1500,1258
mock-321229807-87ca99d7-evt-000886,886,35,OpenAI GPT 5.5,RENT,-25,242,217,1500,1283
mock-321229807-87ca99d7-evt-000887,887,35,Gemini 3.1 Pro Preview,RENT,25,1198,1223,2390,1167
mock-321229807-87ca99d7-evt-000893,893,35,OpenAI GPT 5.5,MORTGAGE,60,217,277,1500,1223
mock-321229807-87ca99d7-evt-000899,899,35,OpenAI GPT 5.5,MORTGAGE,50,277,327,1500,1173
mock-321229807-87ca99d7-evt-000914,914,36,Claude Opus 4.8,buy_property,-300,1320,1020,1555,535
mock-321229807-87ca99d7-evt-000923,923,37,Gemini 3.1 Pro Preview,RENT,-14,1223,1209,2390,1181
mock-321229807-87ca99d7-evt-000924,924,37,Claude Opus 4.8,RENT,14,1020,1034,1555,521
mock-321229807-87ca99d7-evt-000934,934,38,Grok 4.3,RENT,-20,665,645,1500,855
mock-321229807-87ca99d7-evt-000935,935,38,Claude Opus 4.8,RENT,20,1034,1054,1555,501
mock-321229807-87ca99d7-evt-000945,945,39,OpenAI GPT 5.5,RENT,-24,327,303,1500,1197
mock-321229807-87ca99d7-evt-000946,946,39,Gemini 3.1 Pro Preview,RENT,24,1209,1233,2390,1157
mock-321229807-87ca99d7-evt-000952,952,39,OpenAI GPT 5.5,MORTGAGE,100,303,403,1500,1097
mock-321229807-87ca99d7-evt-000962,962,40,Claude Opus 4.8,TAX_LUXURY,-100,1054,954,1555,601
mock-321229807-87ca99d7-evt-000971,971,41,Gemini 3.1 Pro Preview,RENT,-20,1233,1213,2390,1177
mock-321229807-87ca99d7-evt-000972,972,41,Claude Opus 4.8,RENT,20,954,974,1555,581
mock-321229807-87ca99d7-evt-000995,995,43,OpenAI GPT 5.5,buy_property,-200,403,203,1500,1297
mock-321229807-87ca99d7-evt-001026,1026,43,Gemini 3.1 Pro Preview,TRADE_CASH,-225,1213,988,2390,1402
mock-321229807-87ca99d7-evt-001027,1027,43,OpenAI GPT 5.5,TRADE_CASH,225,203,428,1500,1072
mock-321229807-87ca99d7-evt-001057,1057,44,Claude Opus 4.8,PASS_GO,200,974,1174,1555,381
mock-321229807-87ca99d7-evt-001063,1063,44,Claude Opus 4.8,buy_property,-60,1174,1114,1555,441
mock-321229807-87ca99d7-evt-001080,1080,46,Grok 4.3,TAX_LUXURY,-100,645,545,1500,955
mock-321229807-87ca99d7-evt-001089,1089,47,OpenAI GPT 5.5,PASS_GO,200,428,628,1500,872
mock-321229807-87ca99d7-evt-001090,1090,47,OpenAI GPT 5.5,TAX_INCOME,-200,628,428,1500,1072
mock-321229807-87ca99d7-evt-001137,1137,49,Gemini 3.1 Pro Preview,PASS_GO,200,988,1188,2390,1202
mock-321229807-87ca99d7-evt-001138,1138,49,Gemini 3.1 Pro Preview,TAX_INCOME,-200,1188,988,2390,1402
mock-321229807-87ca99d7-evt-001147,1147,50,Grok 4.3,PASS_GO,200,545,745,1500,755
mock-321229807-87ca99d7-evt-001164,1164,52,OpenAI GPT 5.5,RENT,-12,428,416,1500,1084
mock-321229807-87ca99d7-evt-001165,1165,52,Gemini 3.1 Pro Preview,RENT,12,988,1000,2390,1390
mock-321229807-87ca99d7-evt-001201,1201,52,OpenAI GPT 5.5,UNMORTGAGE,-111,416,305,1500,1195
mock-321229807-87ca99d7-evt-001211,1211,53,OpenAI GPT 5.5,RENT,-14,305,291,1500,1209
mock-321229807-87ca99d7-evt-001212,1212,53,Claude Opus 4.8,RENT,14,1114,1128,1555,427
mock-321229807-87ca99d7-evt-001222,1222,54,Claude Opus 4.8,RENT,-25,1128,1103,1555,452
mock-321229807-87ca99d7-evt-001223,1223,54,Grok 4.3,RENT,25,745,770,1500,730
mock-321229807-87ca99d7-evt-001241,1241,56,Grok 4.3,RENT,-20,770,750,1500,750
mock-321229807-87ca99d7-evt-001242,1242,56,Claude Opus 4.8,RENT,20,1103,1123,1555,432
mock-321229807-87ca99d7-evt-001257,1257,57,OpenAI GPT 5.5,buy_property,-150,291,141,1500,1359
mock-321229807-87ca99d7-evt-001262,1262,57,OpenAI GPT 5.5,UNMORTGAGE,-83,141,58,1500,1442
mock-321229807-87ca99d7-evt-001268,1268,57,OpenAI GPT 5.5,MORTGAGE,100,58,158,1500,1342
mock-321229807-87ca99d7-evt-001298,1298,58,Claude Opus 4.8,RENT,-18,1123,1105,1555,450
mock-321229807-87ca99d7-evt-001299,1299,58,Grok 4.3,RENT,18,750,768,1500,732
mock-321229807-87ca99d7-evt-001330,1330,61,Grok 4.3,buy_property,-260,768,508,1500,992
mock-321229807-87ca99d7-evt-001340,1340,62,OpenAI GPT 5.5,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,-50,158,108,1500,1392
mock-321229807-87ca99d7-evt-001341,1341,62,Claude Opus 4.8,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,50,1105,1155,1555,400
mock-321229807-87ca99d7-evt-001342,1342,62,OpenAI GPT 5.5,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,-50,108,58,1500,1442
mock-321229807-87ca99d7-evt-001343,1343,62,Gemini 3.1 Pro Preview,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,50,1000,1050,2390,1340
mock-321229807-87ca99d7-evt-001344,1344,62,OpenAI GPT 5.5,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,-50,58,8,1500,1492
mock-321229807-87ca99d7-evt-001345,1345,62,Grok 4.3,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,50,508,558,1500,942
mock-321229807-87ca99d7-evt-001350,1350,62,OpenAI GPT 5.5,MORTGAGE,75,8,83,1500,1417
mock-321229807-87ca99d7-evt-001382,1382,62,Gemini 3.1 Pro Preview,TRADE_CASH,-200,1050,850,2390,1540
mock-321229807-87ca99d7-evt-001383,1383,62,OpenAI GPT 5.5,TRADE_CASH,200,83,283,1500,1217
mock-321229807-87ca99d7-evt-001386,1386,62,Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,-8,850,842,2390,1548
mock-321229807-87ca99d7-evt-001423,1423,64,Gemini 3.1 Pro Preview,PASS_GO,200,842,1042,2390,1348
mock-321229807-87ca99d7-evt-001425,1425,64,Gemini 3.1 Pro Preview,DOCTOR_FEE_PAY_50,-50,1042,992,2390,1398
mock-321229807-87ca99d7-evt-001430,1430,64,Gemini 3.1 Pro Preview,UNMORTGAGE,-83,992,909,2390,1481
mock-321229807-87ca99d7-evt-001440,1440,65,Grok 4.3,RENT,-28,558,530,1500,970
mock-321229807-87ca99d7-evt-001441,1441,65,Gemini 3.1 Pro Preview,RENT,28,909,937,2390,1453
mock-321229807-87ca99d7-evt-001451,1451,66,OpenAI GPT 5.5,PASS_GO,200,283,483,1500,1017
mock-321229807-87ca99d7-evt-001509,1509,68,OpenAI GPT 5.5,INHERIT_100,100,483,583,1500,917
mock-321229807-87ca99d7-evt-001518,1518,69,Claude Opus 4.8,RENT,-28,1155,1127,1555,428
mock-321229807-87ca99d7-evt-001519,1519,69,Gemini 3.1 Pro Preview,RENT,28,937,965,2390,1425
mock-321229807-87ca99d7-evt-001537,1537,71,Gemini 3.1 Pro Preview,RENT,-18,965,947,2390,1443
mock-321229807-87ca99d7-evt-001538,1538,71,Grok 4.3,RENT,18,530,548,1500,952
mock-321229807-87ca99d7-evt-001548,1548,72,Grok 4.3,PASS_GO,200,548,748,1500,752
mock-321229807-87ca99d7-evt-001557,1557,73,OpenAI GPT 5.5,RENT,-50,583,533,1500,967
mock-321229807-87ca99d7-evt-001558,1558,73,Gemini 3.1 Pro Preview,RENT,50,947,997,2390,1393
mock-321229807-87ca99d7-evt-001640,1640,73,Claude Opus 4.8,TRADE_CASH,-315,1127,812,1555,743
mock-321229807-87ca99d7-evt-001641,1641,73,OpenAI GPT 5.5,TRADE_CASH,315,533,848,1500,652
mock-321229807-87ca99d7-evt-001643,1643,73,Claude Opus 4.8,MORTGAGE_INTEREST,-10,812,802,1555,753
mock-321229807-87ca99d7-evt-001668,1668,73,OpenAI GPT 5.5,UNMORTGAGE,-66,848,782,1500,718
mock-321229807-87ca99d7-evt-001674,1674,73,OpenAI GPT 5.5,UNMORTGAGE,-56,782,726,1500,774
mock-321229807-87ca99d7-evt-001684,1684,74,Claude Opus 4.8,PASS_GO,200,802,1002,1555,553
mock-321229807-87ca99d7-evt-001690,1690,74,Claude Opus 4.8,buy_property,-60,1002,942,1555,613
mock-321229807-87ca99d7-evt-001695,1695,74,Claude Opus 4.8,BUILD,-300,942,642,1555,913
mock-321229807-87ca99d7-evt-001706,1706,75,Gemini 3.1 Pro Preview,RENT,-26,997,971,2390,1419
mock-321229807-87ca99d7-evt-001707,1707,75,Claude Opus 4.8,RENT,26,642,668,1555,887
mock-321229807-87ca99d7-evt-001726,1726,77,OpenAI GPT 5.5,RENT,-24,726,702,1500,798
mock-321229807-87ca99d7-evt-001727,1727,77,Gemini 3.1 Pro Preview,RENT,24,971,995,2390,1395
mock-321229807-87ca99d7-evt-001769,1769,77,OpenAI GPT 5.5,TRADE_CASH,-275,702,427,1500,1073
mock-321229807-87ca99d7-evt-001770,1770,77,Grok 4.3,TRADE_CASH,275,748,1023,1500,477
mock-321229807-87ca99d7-evt-001831,1831,80,Gemini 3.1 Pro Preview,buy_property,-400,995,595,2390,1795
mock-321229807-87ca99d7-evt-001836,1836,80,Gemini 3.1 Pro Preview,BUILD,-400,595,195,2390,2195
mock-321229807-87ca99d7-evt-001847,1847,81,Grok 4.3,RENT,-12,1023,1011,1500,489
mock-321229807-87ca99d7-evt-001848,1848,81,Gemini 3.1 Pro Preview,RENT,12,195,207,2390,2183
mock-321229807-87ca99d7-evt-001858,1858,82,OpenAI GPT 5.5,RENT,-200,427,227,1500,1273
mock-321229807-87ca99d7-evt-001859,1859,82,Gemini 3.1 Pro Preview,RENT,200,207,407,2390,1983
mock-321229807-87ca99d7-evt-001875,1875,82,OpenAI GPT 5.5,MORTGAGE,130,227,357,1500,1143
mock-321229807-87ca99d7-evt-001897,1897,82,OpenAI GPT 5.5,TRADE_CASH,-350,357,7,1500,1493
mock-321229807-87ca99d7-evt-001898,1898,82,Claude Opus 4.8,TRADE_CASH,350,668,1018,1555,537
mock-321229807-87ca99d7-evt-001904,1904,82,OpenAI GPT 5.5,MORTGAGE,150,7,157,1500,1343
mock-321229807-87ca99d7-evt-001929,1929,83,Claude Opus 4.8,BUILD,-100,1018,918,1555,637
mock-321229807-87ca99d7-evt-001940,1940,84,Gemini 3.1 Pro Preview,PASS_GO,200,407,607,2390,1783
mock-321229807-87ca99d7-evt-001941,1941,84,Gemini 3.1 Pro Preview,TAX_INCOME,-200,607,407,2390,1983
mock-321229807-87ca99d7-evt-001946,1946,84,Gemini 3.1 Pro Preview,BUILD,-400,407,7,2390,2383
mock-321229807-87ca99d7-evt-001965,1965,86,OpenAI GPT 5.5,PASS_GO,200,157,357,1500,1143
mock-321229807-87ca99d7-evt-001966,1966,86,OpenAI GPT 5.5,RENT,-25,357,332,1500,1168
mock-321229807-87ca99d7-evt-001967,1967,86,Claude Opus 4.8,RENT,25,918,943,1555,612
mock-321229807-87ca99d7-evt-002053,2053,86,OpenAI GPT 5.5,MORTGAGE,60,332,392,1500,1108
mock-321229807-87ca99d7-evt-002063,2063,87,Claude Opus 4.8,RENT,-50,943,893,1555,662
mock-321229807-87ca99d7-evt-002064,2064,87,Gemini 3.1 Pro Preview,RENT,50,7,57,2390,2333
mock-321229807-87ca99d7-evt-002074,2074,88,Gemini 3.1 Pro Preview,RENT,-6,57,51,2390,2339
mock-321229807-87ca99d7-evt-002075,2075,88,OpenAI GPT 5.5,RENT,6,392,398,1500,1102
mock-321229807-87ca99d7-evt-002085,2085,89,Grok 4.3,RENT,-70,1011,941,1500,559
mock-321229807-87ca99d7-evt-002086,2086,89,Gemini 3.1 Pro Preview,RENT,70,51,121,2390,2269
mock-321229807-87ca99d7-evt-002096,2096,90,OpenAI GPT 5.5,RENT,-25,398,373,1500,1127
mock-321229807-87ca99d7-evt-002097,2097,90,Grok 4.3,RENT,25,941,966,1500,534
mock-321229807-87ca99d7-evt-002103,2103,90,OpenAI GPT 5.5,MORTGAGE,50,373,423,1500,1077
mock-321229807-87ca99d7-evt-002134,2134,92,Gemini 3.1 Pro Preview,PASS_GO,200,121,321,2390,2069
mock-321229807-87ca99d7-evt-002139,2139,92,Gemini 3.1 Pro Preview,BUILD,-200,321,121,2390,2269
mock-321229807-87ca99d7-evt-002179,2179,95,Claude Opus 4.8,MORTGAGE,120,893,1013,1555,542
mock-321229807-87ca99d7-evt-002185,2185,95,Claude Opus 4.8,MORTGAGE,100,1013,1113,1555,442
mock-321229807-87ca99d7-evt-002191,2191,95,Claude Opus 4.8,MORTGAGE,90,1113,1203,1555,352
mock-321229807-87ca99d7-evt-002197,2197,95,Claude Opus 4.8,BANKRUPTCY_CASH,-1203,1203,0,1555,1555
mock-321229807-87ca99d7-evt-002198,2198,95,Gemini 3.1 Pro Preview,BANKRUPTCY_CASH,1203,121,1324,2390,1066
mock-321229807-87ca99d7-evt-002199,2199,95,Claude Opus 4.8,BANKRUPTCY,0,0,0,1555,1555
mock-321229807-87ca99d7-evt-002218,2218,97,Grok 4.3,RENT,-100,966,866,1500,634
mock-321229807-87ca99d7-evt-002219,2219,97,Gemini 3.1 Pro Preview,RENT,100,1324,1424,2390,966
mock-321229807-87ca99d7-evt-002261,2261,99,Gemini 3.1 Pro Preview,BUILD,-600,1424,824,2390,1566
mock-321229807-87ca99d7-evt-002272,2272,100,Grok 4.3,PASS_GO,200,866,1066,1500,434
mock-321229807-87ca99d7-evt-002273,2273,100,Grok 4.3,RENT,-320,1066,746,1500,754
mock-321229807-87ca99d7-evt-002274,2274,100,Gemini 3.1 Pro Preview,RENT,320,824,1144,2390,1246
mock-321229807-87ca99d7-evt-002300,2300,103,OpenAI GPT 5.5,RENT,-24,423,399,1500,1101
mock-321229807-87ca99d7-evt-002301,2301,103,Gemini 3.1 Pro Preview,RENT,24,1144,1168,2390,1222
mock-321229807-87ca99d7-evt-002313,2313,103,Grok 4.3,TRADE_CASH,-170,746,576,1500,924
mock-321229807-87ca99d7-evt-002314,2314,103,OpenAI GPT 5.5,TRADE_CASH,170,399,569,1500,931
mock-321229807-87ca99d7-evt-002317,2317,103,Grok 4.3,MORTGAGE_INTEREST,-11,576,565,1500,935
mock-321229807-87ca99d7-evt-002357,2357,104,Gemini 3.1 Pro Preview,STREET_REPAIRS,-640,1168,528,2390,1862
mock-321229807-87ca99d7-evt-002362,2362,104,Gemini 3.1 Pro Preview,BUILD,-400,528,128,2390,2262
mock-321229807-87ca99d7-evt-002385,2385,106,OpenAI GPT 5.5,BANKRUPTCY_CASH,-569,569,0,1500,1500
mock-321229807-87ca99d7-evt-002386,2386,106,Gemini 3.1 Pro Preview,BANKRUPTCY_CASH,569,128,697,2390,1693
mock-321229807-87ca99d7-evt-002387,2387,106,OpenAI GPT 5.5,BANKRUPTCY,0,0,0,1500,1500
mock-321229807-87ca99d7-evt-002398,2398,107,Gemini 3.1 Pro Preview,BUILD,-100,697,597,2390,1793
mock-321229807-87ca99d7-evt-002409,2409,108,Grok 4.3,PASS_GO,200,565,765,1500,735
mock-321229807-87ca99d7-evt-002439,2439,112,Grok 4.3,RENT,-10,765,755,1500,745
mock-321229807-87ca99d7-evt-002440,2440,112,Gemini 3.1 Pro Preview,RENT,10,597,607,2390,1783
mock-321229807-87ca99d7-evt-002456,2456,113,Gemini 3.1 Pro Preview,PASS_GO,200,607,807,2390,1583
mock-321229807-87ca99d7-evt-002461,2461,113,Gemini 3.1 Pro Preview,UNMORTGAGE,-111,807,696,2390,1694
mock-321229807-87ca99d7-evt-002477,2477,114,Grok 4.3,BANKRUPTCY_CASH,-755,755,0,1500,1500
mock-321229807-87ca99d7-evt-002478,2478,114,Gemini 3.1 Pro Preview,BANKRUPTCY_CASH,755,696,1451,2390,939
mock-321229807-87ca99d7-evt-002479,2479,114,Grok 4.3,BANKRUPTCY,0,0,0,1500,1500
