decision_id,turn_index,player_id,decision_type,action,attempt_count,invalid_attempts,retry_used,fallback_used,latency_ms,applied,optimality_status
mock-2413970733-53b199c1-dec-000010,3,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,13713,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000011,3,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7931,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000012,3,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9750,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000013,4,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,6470,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000014,4,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4445,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000015,5,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,3927,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000016,6,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,7285,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000017,6,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5944,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000018,7,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,20925,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000019,7,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8491,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000020,7,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,23533,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000021,7,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5371,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000022,7,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,12638,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000023,7,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6633,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000024,7,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6820,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000025,8,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,6282,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000026,8,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8066,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000027,9,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,3857,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000028,9,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4276,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000029,10,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10614,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000030,11,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,24025,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000031,11,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6231,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000032,11,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,23081,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000033,11,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7454,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000034,11,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,23799,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000035,11,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10272,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000036,11,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10228,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000037,12,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6573,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000038,13,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,5183,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000039,13,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7264,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000040,14,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,5022,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000041,14,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5378,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000042,15,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,2,1,True,False,14096,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000043,15,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7449,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000044,17,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,9673,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000045,17,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8064,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000046,18,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8283,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000047,19,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8028,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000048,20,OpenAI GPT 5.5,JAIL_DECISION,pay_jail_fine,1,0,False,False,6109,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000049,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,22043,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000050,20,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,12905,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000051,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,39741,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000052,20,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8173,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000053,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,21994,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000054,20,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7554,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000055,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,21279,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000056,20,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8143,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000057,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,23677,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000058,20,Claude Opus 4.8,TRADE_RESPONSE_DECISION,counter_trade,2,1,True,False,27009,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000059,20,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION,counter_trade,1,0,False,False,13332,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000060,20,Claude Opus 4.8,TRADE_RESPONSE_DECISION,accept_trade,1,0,False,False,10420,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000061,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,18334,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000062,20,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5540,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000063,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,20620,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000064,20,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5399,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000065,20,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,14457,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000066,21,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,7085,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000067,21,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9601,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000068,22,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,8559,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000069,22,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6069,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000070,23,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7231,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000071,24,Grok 4.3,BUY_OR_AUCTION_DECISION,start_auction,2,1,True,False,19431,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000072,24,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,8317,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000073,24,Claude Opus 4.8,AUCTION_BID_DECISION,drop_out,1,0,False,False,8476,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000074,24,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,5312,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000075,24,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,6569,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000076,24,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4798,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000077,24,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,drop_out,1,0,False,False,6530,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000078,24,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10405,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000079,25,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8523,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000080,26,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,44860,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000081,26,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6507,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000082,26,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,16048,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000083,26,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6218,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000084,26,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,48052,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000085,26,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6574,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000086,26,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,42094,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000087,26,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,accept_trade,1,0,False,False,7146,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000088,26,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,14421,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000089,27,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8610,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000090,28,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5218,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000091,29,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,3946,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000092,30,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7215,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000093,31,OpenAI GPT 5.5,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,3649,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000094,31,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,42573,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000095,31,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,9100,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000096,31,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,62774,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000097,31,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7551,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000098,31,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,16871,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000099,31,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7044,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000100,31,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,15641,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000101,32,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6238,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000102,33,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8556,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000103,35,Grok 4.3,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,11320,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000104,35,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,10048,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000105,35,Claude Opus 4.8,AUCTION_BID_DECISION,bid_auction,1,0,False,False,11337,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000106,35,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,5397,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000107,35,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,7244,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000108,35,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,15407,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000109,35,Claude Opus 4.8,AUCTION_BID_DECISION,bid_auction,1,0,False,False,16050,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000110,35,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4679,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000111,35,OpenAI GPT 5.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,4991,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000112,35,Claude Opus 4.8,AUCTION_BID_DECISION,bid_auction,1,0,False,False,32788,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000113,35,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,drop_out,1,0,False,False,5296,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000114,35,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8161,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000115,36,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9382,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000116,37,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,39489,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000117,37,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7946,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000118,37,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,52509,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000119,37,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6501,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000120,37,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,34809,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000121,37,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,counter_trade,1,0,False,False,9399,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000122,37,OpenAI GPT 5.5,TRADE_RESPONSE_DECISION,accept_trade,1,0,False,False,11955,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000123,37,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,76566,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000124,37,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,11527,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000125,37,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,30388,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000126,37,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8777,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000127,37,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,32109,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000128,38,Claude Opus 4.8,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,13575,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000129,38,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4274,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000130,38,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,8883,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000131,38,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,13136,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000132,38,Claude Opus 4.8,AUCTION_BID_DECISION,drop_out,1,0,False,False,12342,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000133,38,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3976,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000134,38,OpenAI GPT 5.5,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4896,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000135,38,Gemini 3.1 Pro Preview,AUCTION_BID_DECISION,drop_out,1,0,False,False,4331,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000136,38,Claude Opus 4.8,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9276,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000137,39,Gemini 3.1 Pro Preview,JAIL_DECISION,use_get_out_of_jail_card,1,0,False,False,9380,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000138,39,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6006,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000139,40,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7224,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000140,41,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,44398,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000141,41,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8567,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000142,41,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,61004,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000143,41,Gemini 3.1 Pro Preview,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7443,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000144,41,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,46670,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000145,41,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5398,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000146,41,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,41423,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000147,41,Claude Opus 4.8,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,13718,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000148,41,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,135407,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000149,43,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4205,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000150,43,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5028,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000151,44,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8102,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000152,45,OpenAI GPT 5.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,15920,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000153,46,Claude Opus 4.8,JAIL_DECISION,roll_for_doubles,1,0,False,False,12674,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000154,47,Gemini 3.1 Pro Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4969,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000155,47,Gemini 3.1 Pro Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9944,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000156,48,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6609,True,NOT_SCORED_NO_ORACLE
mock-2413970733-53b199c1-dec-000157,49,Grok 4.3,BUY_OR_AUCTION_DECISION,start_auction,2,1,True,False,24788,True,NOT_SCORED_NO_ORACLE
