call_index,run_id,decision_id,attempt_index,turn_index,decision_type,player_id,openrouter_model_id,model_display_name,finish_reason,accounting_status,input_tokens,output_tokens,reasoning_tokens,total_tokens,cached_tokens,cost,latency_ms,retry_used,fallback_used,fallback_reason,error_type,openrouter_status_code,generation_id
10,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000010,0,7,POST_TURN_ACTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,2330,357,253,2687,0,0.002236,2681,False,False,,,200,gen-1780836321-K70oOG4H16IpV3RVNQmr
11,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000011,0,8,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2013,289,237,2302,128,0.00310435,5359,False,False,,,200,gen-1780836323-So1pkhtihVItF462CX77
12,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000012,0,8,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2449,249,199,2698,128,0.00354935,5085,False,False,,,200,gen-1780836329-nqgionaeMrcHSNgEr2Hi
13,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000013,0,9,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2073,163,83,2236,0,0.00228825,3091,False,False,,,200,gen-1780836334-aeoT4b9tbiXOlQGABqYk
14,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000014,0,9,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2358,154,91,2512,0,0.0024615,3136,False,False,,,200,gen-1780836337-nylgpgln49DT9W9VDuWy
15,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000015,0,10,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,2945,1203,615,4148,0,0.00896,14683,False,False,,,200,gen-1780836341-MRz5JToFHnwCilxfwb1g
16,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000016,0,10,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3527,1770,911,5297,0,0.012377,20225,False,False,,,200,gen-1780836356-8d6MgC3SfevCabid5fIT
17,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000017,0,11,BUY_OR_AUCTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,2544,425,309,2969,0,0.002547,3108,False,False,,,200,gen-1780836376-2Qsa6Vl11z7hLFMnAF5d
18,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000018,0,11,POST_TURN_ACTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3037,608,483,3645,0,0.0033425,4102,False,False,,,200,gen-1780836379-1OrkoSDyYIXQEcvlkynk
19,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000019,0,12,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2527,467,414,2994,128,0.00419185,7089,False,False,,,200,gen-1780836384-Ofen2GmzfUIcDY9Tru6A
20,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000020,0,12,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2925,437,362,3362,128,0.00461435,7227,False,False,,,200,gen-1780836391-szAzd45ACaYJ1sWPuZ2O
21,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000021,0,13,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2509,132,63,2641,0,0.00247575,2265,False,False,,,200,gen-1780836398-JsZTsOoivhcSkvQeIKB6
22,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000022,0,13,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2736,166,94,2902,0,0.002799,3646,False,False,,,200,gen-1780836401-xM9XbF1AZQ8B1sgA5Qpe
23,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000023,0,14,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3399,1262,554,4661,0,0.009709,13582,False,False,,,200,gen-1780836404-2pwWOjSCcZCTjMq7Ulvo
24,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000024,0,14,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3914,1466,617,5380,0,0.011244,14705,False,False,,,200,gen-1780836418-kH5z9ZdpTOLSgj0MHpb8
25,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000025,0,15,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3570,2119,863,5689,0,0.014165,24389,False,False,,,200,gen-1780836433-obgQripZhkPBh2WPkAJf
26,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000026,0,15,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,2955,418,311,3373,0,0.0027315,2935,False,False,,,200,gen-1780836458-qZGchBfVD5YGQ9b4tLXK
27,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000027,0,15,AUCTION_BID_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2788,387,331,3175,128,0.0043181,5983,False,False,,,200,gen-1780836461-qh7ySxsfljbHkBYYG5Rc
28,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000028,0,15,AUCTION_BID_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2754,609,516,3363,0,0.004806,8617,False,False,,,200,gen-1780836467-SDV47Q07TT3hiN2r2fu1
29,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000029,0,15,AUCTION_BID_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3833,1178,774,5011,0,0.009723,12856,False,False,,,200,gen-1780836476-SIpNlO02cCXB2QZUrS2j
30,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000030,0,15,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3178,545,442,3723,0,0.003224,3640,False,False,,,200,gen-1780836489-WvFShDleQr6ZlOiijKhC
31,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000031,0,15,AUCTION_BID_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2908,597,516,3505,0,0.0048675,7951,False,False,,,200,gen-1780836492-rTfTi1f1JRoWvEjuxtkh
32,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000032,0,15,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3335,1126,1018,4461,0,0.0050455,7055,False,False,,,200,gen-1780836501-ZuHk6RdSGpCzyjNuBGBm
33,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000033,0,15,AUCTION_BID_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3010,1089,1015,4099,0,0.007158,13515,False,False,,,200,gen-1780836508-KKiXBuKxhWmS9avxfXUD
34,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000034,0,15,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3468,320,193,3788,0,0.002694,2545,False,False,,,200,gen-1780836521-brefU3z5d1Gt6Fp7pKGh
35,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000035,0,15,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4220,1321,683,5541,0,0.010825,12232,False,False,,,200,gen-1780836524-vemd8RpbVFCCHat3JUra
36,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000036,0,16,POST_TURN_ACTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3665,869,701,4534,0,0.0044395,5425,False,False,,,200,gen-1780836537-fNb54EjckhE6BZbDVjRn
37,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000037,0,17,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2859,611,536,3470,512,0.00456365,10974,False,False,,,200,gen-1780836542-WeTNC8jCbDRAGpwyJEfR
38,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000038,0,17,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3266,474,389,3740,128,0.0051331,9522,False,False,,,200,gen-1780836553-znPKo8qnYESZOHe4IiHd
39,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000039,0,18,BUY_OR_AUCTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,2969,489,401,3458,128,0.00479935,8150,False,False,,,200,gen-1780836563-qokTMiXKwKonSGgh6hcH
40,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000040,0,18,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3402,382,303,3784,512,0.0046699,6633,False,False,,,200,gen-1780836579-6DJK7y3yyfJgX4O2zv3L
41,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000041,0,20,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3092,225,160,3317,0,0.0033315,2269,False,False,,,200,gen-1780836586-yPiquZmOaAHnpxfAnCOh
42,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000042,0,21,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3057,169,107,3226,0,0.00305325,2996,False,False,,,200,gen-1780836589-5aBwwgFpxhwtmJxHm5GF
43,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000043,0,22,BUY_OR_AUCTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3797,1306,738,5103,0,0.010327,15080,False,False,,,200,gen-1780836592-UpK5zCS1iMfjJqWQwM78
44,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000044,0,22,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3383,730,601,4113,0,0.0038815,4761,False,False,,,200,gen-1780836607-RRWxMGWW62wX17Xo47UI
45,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000045,0,22,AUCTION_BID_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3057,557,495,3614,128,0.00507935,8363,False,False,,,200,gen-1780836612-ZwijpT6bfG6PTG2Y1vVH
46,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000046,0,22,AUCTION_BID_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2915,519,446,3434,0,0.00452175,7922,False,False,,,200,gen-1780836621-MGntgZNNmuT9mUCueA8b
47,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000047,0,22,AUCTION_BID_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,3972,1047,506,5019,0,0.009207,11720,False,False,,,200,gen-1780836629-BJNIL2rN7tIdnsM4SBOv
48,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000048,0,22,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3504,377,264,3881,0,0.002883,3094,False,False,,,200,gen-1780836640-aFCsnlDOcTIwr6Jm9nUo
49,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000049,0,22,AUCTION_BID_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,2971,634,557,3605,0,0.00508125,7541,False,False,,,200,gen-1780836644-a8zT4YSg2v35SPXTvGFQ
50,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000050,0,22,AUCTION_BID_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3572,441,309,4013,0,0.003109,3341,False,False,,,200,gen-1780836651-DxUFbIUwa6U3nN1aVYrn
51,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000051,0,22,AUCTION_BID_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3032,138,75,3170,0,0.002895,2714,False,False,,,200,gen-1780836655-5t8Z5uKxD0iQAdG7gWef
52,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000052,0,22,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4284,7331,2727,11615,0,0.040939,65919,False,False,,,200,gen-1780836658-n7fZYUlOGiAZOsjF0YmJ
53,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000053,0,22,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3316,542,421,3858,128,0.0053656,9682,False,False,,,200,gen-1780836724-rmHt1V2V9MgBNzREU16R
54,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000054,0,22,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4417,4164,1744,8581,0,0.025237,43786,False,False,,,200,gen-1780836734-6lppI7AgYPiLROyFWXPl
55,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000055,0,22,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3453,587,475,4040,512,0.00524615,10682,False,False,,,200,gen-1780836778-gIXxKOsaMVcL2bBGSGA1
56,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000056,0,22,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4501,3166,1060,7667,0,0.020331,31923,False,False,,,200,gen-1780836789-5DL3lxrYTGHee99DmSlA
57,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000057,0,22,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3596,737,635,4333,512,0.0057999,13427,False,False,,,200,gen-1780836822-RDfg3p7l3lGKBzPsm48P
58,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000058,0,22,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4604,2006,965,6610,0,0.014634,21140,False,False,,,200,gen-1780836834-xep2RRSlvGgBxoaZpXsc
59,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000059,0,24,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3391,496,389,3887,128,0.00534435,6328,False,False,,,200,gen-1780836856-5i3zSI3PPfFPC7QF4epf
60,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000060,0,25,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3307,748,685,4055,0,0.00584625,7212,False,False,,,200,gen-1780836862-WetSqat7AzIDm689N3Kp
61,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000061,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3285,1184,1034,4469,0,0.00779175,10190,False,False,,,200,gen-1780836870-3Z0tsNXBzHZ8fe2jLrTv
62,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000062,0,26,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3684,400,301,4084,512,0.0050674,5385,False,False,,,200,gen-1780836880-RCmcezcqRTnXaRF9fL0A
63,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000063,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3355,1157,1023,4512,0,0.00772275,10629,False,False,,,200,gen-1780836886-7AoueplAuM5rktlpdwRi
64,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000064,0,26,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3757,481,388,4238,896,0.00495795,7101,False,False,,,200,gen-1780836896-YYRWp4yi1WIfgN3YYjIl
65,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000065,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3399,2042,1877,5441,0,0.01173825,19119,False,False,,,200,gen-1780836904-MtPeDsX7yLr7yVjpzXH3
66,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000066,0,26,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3827,481,373,4308,512,0.00544865,8502,False,False,,,200,gen-1780836923-WRsvroDfmFdXEaEujOZx
67,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000067,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3483,1536,1373,5019,0,0.00952425,12757,False,False,,,200,gen-1780836932-P4nEa8WXIYI5SmkBSlIC
68,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000068,0,26,TRADE_RESPONSE_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3937,304,217,4241,128,0.00554685,5315,False,False,,,200,gen-1780836945-rb5eDBePxrYoZVj0B17q
69,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000069,0,26,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3618,207,149,3825,0,0.003645,2177,False,False,,,200,gen-1780836950-i6yGu1y1NRHnHnFwaeT2
70,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000070,0,27,POST_TURN_ACTION_DECISION,Claude Haiku 4.5,anthropic/claude-haiku-4.5,claude-haiku-4.5,tool_calls,actual_openrouter_usage,4834,2653,1366,7487,0,0.018099,29965,False,False,,,200,gen-1780836952-NL64yKeVUVN9rhLotKxV
71,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000071,0,28,JAIL_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3908,706,586,4614,0,0.004072,4608,False,False,,,200,gen-1780836983-XNS7JQDkh0VZ9E51rjV3
72,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000072,0,28,BUY_OR_AUCTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,3895,683,575,4578,0,0.0039965,4659,False,False,,,200,gen-1780836987-kWdLi4i4scc6IyiLd06M
73,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000073,0,28,POST_TURN_ACTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,4191,1363,1203,5554,0,0.0061845,8655,False,False,,,200,gen-1780836992-JqaE5tQDQuJZI2T6UoOJ
74,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000074,0,29,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3480,610,532,4090,512,0.0053374,9660,False,False,,,200,gen-1780837001-dp5sd607gIoGW3zegf7M
75,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000075,0,30,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3356,488,425,3844,0,0.004713,7583,False,False,,,200,gen-1780837011-d5FBOYDpAucETzSWnjxS
76,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000076,0,32,POST_TURN_ACTION_DECISION,Gemini 3 Flash Preview,google/gemini-3-flash-preview,gemini-3-flash-preview,tool_calls,actual_openrouter_usage,4147,1043,881,5190,0,0.0052025,6547,False,False,,,200,gen-1780837019-5srJKkm3nEevb2a3urg1
77,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000077,0,33,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3444,363,253,3807,128,0.0050781,6957,False,False,,,200,gen-1780837025-Pt7gZkSjEMfIyBwVddY8
78,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000078,0,33,JAIL_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3414,340,255,3754,128,0.0049831,6613,False,False,,,200,gen-1780837032-f4uQHJtcNZFl84CKwngK
79,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000079,0,33,POST_TURN_ACTION_DECISION,Grok 4.3,x-ai/grok-4.3,grok-4.3,tool_calls,actual_openrouter_usage,3840,369,287,4209,128,0.0055881,5975,False,False,,,200,gen-1780837039-AhRFI0XvmvnlenoDv3Xy
80,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000080,0,34,BUY_OR_AUCTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3205,241,184,3446,0,0.00348825,4191,False,False,,,200,gen-1780837045-RwFzr6u0deX8xRJcE1Xu
81,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000081,0,34,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3352,366,305,3718,0,0.004161,4407,False,False,,,200,gen-1780837050-APuCazs7OKPqmu48vb9m
82,mock-44910-42ec35c5,mock-44910-42ec35c5-dec-000082,0,35,POST_TURN_ACTION_DECISION,OpenAI GPT 5.4 Mini,openai/gpt-5.4-mini,gpt-5.4-mini,tool_calls,actual_openrouter_usage,3254,1330,1260,4584,0,0.0084255,13009,False,False,,,200,gen-1780837054-fXUTJ2l2B1llMe4ac9XC
