turn_index,seq,event_type,initiator_player_id,counterparty_player_id,exchange_index,offer_cash,request_cash,offer_properties,request_properties,offer_jail_cards,request_jail_cards
25,457,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,150,NEW_YORK_AVENUE,,0,0
25,462,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,150,NEW_YORK_AVENUE,,0,0
25,467,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,125,NEW_YORK_AVENUE,,0,0
25,472,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,125,NEW_YORK_AVENUE,,0,0
25,477,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,100,NEW_YORK_AVENUE,,0,0
25,482,TRADE_ACCEPTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,100,NEW_YORK_AVENUE,,0,0
25,497,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,30,BALTIC_AVENUE,,0,0
25,502,TRADE_ACCEPTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,30,BALTIC_AVENUE,,0,0
33,667,TRADE_PROPOSED,Claude Opus 4.8,Gemini 3.1 Pro Preview,0,150,0,,CONNECTICUT_AVENUE,0,0
33,672,TRADE_REJECTED,Claude Opus 4.8,Gemini 3.1 Pro Preview,0,150,0,,CONNECTICUT_AVENUE,0,0
35,696,TRADE_PROPOSED,Gemini 3.1 Pro Preview,Claude Opus 4.8,0,0,350,CONNECTICUT_AVENUE,,0,0
35,701,TRADE_COUNTERED,Gemini 3.1 Pro Preview,Claude Opus 4.8,1,250,0,,CONNECTICUT_AVENUE,0,0
35,706,TRADE_COUNTERED,Gemini 3.1 Pro Preview,Claude Opus 4.8,2,0,300,CONNECTICUT_AVENUE,,0,0
35,711,TRADE_COUNTERED,Gemini 3.1 Pro Preview,Claude Opus 4.8,3,280,0,,CONNECTICUT_AVENUE,0,0
35,716,TRADE_ACCEPTED,Gemini 3.1 Pro Preview,Claude Opus 4.8,3,280,0,,CONNECTICUT_AVENUE,0,0
41,920,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,50,WATER_WORKS,,0,0
41,925,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,50,WATER_WORKS,,0,0
41,936,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,60,WATER_WORKS,,0,0
41,941,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,60,WATER_WORKS,,0,0
41,946,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,40,WATER_WORKS,,0,0
41,951,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,40,WATER_WORKS,,0,0
41,956,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,25,WATER_WORKS,,0,0
41,961,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,25,WATER_WORKS,,0,0
46,1157,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,45,WATER_WORKS,,0,0
46,1162,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,45,WATER_WORKS,,0,0
46,1167,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,25,WATER_WORKS,,0,0
46,1172,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,25,WATER_WORKS,,0,0
50,1277,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,100,WATER_WORKS,,1,0
50,1282,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,100,WATER_WORKS,,1,0
50,1287,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,50,,,1,0
50,1292,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,50,,,1,0
50,1297,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,35,,,1,0
50,1302,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,35,,,1,0
50,1307,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,25,WATER_WORKS,,0,0
50,1312,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,25,WATER_WORKS,,0,0
50,1317,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,25,,,1,0
50,1322,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,25,,,1,0
79,1874,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,110,0,,NEW_YORK_AVENUE,0,0
79,1879,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1,0,350,NEW_YORK_AVENUE,,0,0
79,1884,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,2,160,0,,NEW_YORK_AVENUE,0,0
79,1889,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,3,0,250,NEW_YORK_AVENUE,,0,0
79,1894,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,4,200,0,,NEW_YORK_AVENUE,0,0
79,1899,TRADE_ACCEPTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,4,200,0,,NEW_YORK_AVENUE,0,0
79,1908,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,180,0,,ST_JAMES_PLACE,0,0
79,1913,TRADE_COUNTERED,OpenAI GPT 5.5,Grok 4.3,1,0,300,ST_JAMES_PLACE,,0,0
79,1918,TRADE_COUNTERED,OpenAI GPT 5.5,Grok 4.3,2,240,0,,ST_JAMES_PLACE,0,0
79,1923,TRADE_COUNTERED,OpenAI GPT 5.5,Grok 4.3,3,0,270,ST_JAMES_PLACE,,0,0
79,1928,TRADE_ACCEPTED,OpenAI GPT 5.5,Grok 4.3,3,0,270,ST_JAMES_PLACE,,0,0
79,1937,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,200,0,,TENNESSEE_AVENUE,0,0
79,1942,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,200,0,,TENNESSEE_AVENUE,0,0
79,1947,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,350,0,,TENNESSEE_AVENUE,1,0
79,1952,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,350,0,,TENNESSEE_AVENUE,1,0
79,1963,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,600,0,,TENNESSEE_AVENUE,1,0
79,1968,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,600,0,,TENNESSEE_AVENUE,1,0
79,1979,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,450,0,,"KENTUCKY_AVENUE,ILLINOIS_AVENUE",1,0
79,1984,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,450,0,,"KENTUCKY_AVENUE,ILLINOIS_AVENUE",1,0
79,1989,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,350,0,,"PARK_PLACE,BOARDWALK",1,0
79,1994,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,350,0,,"PARK_PLACE,BOARDWALK",1,0
79,1999,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,250,0,,MARVIN_GARDENS,1,0
79,2004,TRADE_COUNTERED,OpenAI GPT 5.5,Claude Opus 4.8,1,0,400,MARVIN_GARDENS,,0,1
79,2009,TRADE_COUNTERED,OpenAI GPT 5.5,Claude Opus 4.8,2,300,0,,MARVIN_GARDENS,1,0
79,2014,TRADE_COUNTERED,OpenAI GPT 5.5,Claude Opus 4.8,3,0,350,MARVIN_GARDENS,,0,1
79,2019,TRADE_COUNTERED,OpenAI GPT 5.5,Claude Opus 4.8,4,300,0,,MARVIN_GARDENS,1,0
79,2024,TRADE_ACCEPTED,OpenAI GPT 5.5,Claude Opus 4.8,4,300,0,,MARVIN_GARDENS,1,0
79,2039,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,300,0,"READING_RAILROAD,ELECTRIC_COMPANY,WATER_WORKS","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
79,2044,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,300,0,"READING_RAILROAD,ELECTRIC_COMPANY,WATER_WORKS","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
79,2049,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,400,0,MARVIN_GARDENS,TENNESSEE_AVENUE,1,0
79,2054,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,400,0,MARVIN_GARDENS,TENNESSEE_AVENUE,1,0
79,2059,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,500,0,"READING_RAILROAD,ELECTRIC_COMPANY,WATER_WORKS","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
79,2064,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,500,0,"READING_RAILROAD,ELECTRIC_COMPANY,WATER_WORKS","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
79,2069,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,300,0,"ELECTRIC_COMPANY,WATER_WORKS","PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE",0,0
79,2074,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1,0,450,"PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE","ELECTRIC_COMPANY,WATER_WORKS",0,0
79,2079,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,2,375,0,"ELECTRIC_COMPANY,WATER_WORKS","PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE",0,0
79,2084,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,3,0,400,"PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE","ELECTRIC_COMPANY,WATER_WORKS",0,0
79,2089,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,4,400,0,"ELECTRIC_COMPANY,WATER_WORKS","PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE",0,0
79,2094,TRADE_ACCEPTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,4,400,0,"ELECTRIC_COMPANY,WATER_WORKS","PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE",0,0
79,2105,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,0,"PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE,READING_RAILROAD","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
79,2110,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,0,"PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE,READING_RAILROAD","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
79,2115,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,INDIANA_AVENUE,TENNESSEE_AVENUE,0,0
79,2120,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,INDIANA_AVENUE,TENNESSEE_AVENUE,0,0
79,2125,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,"INDIANA_AVENUE,PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE",TENNESSEE_AVENUE,0,0
79,2130,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,"INDIANA_AVENUE,PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE",TENNESSEE_AVENUE,0,0
84,2198,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,250,0,"PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE,READING_RAILROAD","PARK_PLACE,BOARDWALK",0,0
84,2203,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,250,0,"PACIFIC_AVENUE,NORTH_CAROLINA_AVENUE,READING_RAILROAD","PARK_PLACE,BOARDWALK",0,0
88,2275,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,350,0,,TENNESSEE_AVENUE,0,0
88,2280,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,350,0,,TENNESSEE_AVENUE,0,0
88,2285,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,0,READING_RAILROAD,"MEDITERRANEAN_AVENUE,BALTIC_AVENUE",1,0
88,2290,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1,0,500,"MEDITERRANEAN_AVENUE,BALTIC_AVENUE",,0,0
88,2295,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,2,300,0,,"MEDITERRANEAN_AVENUE,BALTIC_AVENUE",0,0
88,2300,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,3,0,400,"MEDITERRANEAN_AVENUE,BALTIC_AVENUE",,0,0
88,2305,TRADE_COUNTERED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,4,350,0,,"MEDITERRANEAN_AVENUE,BALTIC_AVENUE",0,0
88,2310,TRADE_ACCEPTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,4,350,0,,"MEDITERRANEAN_AVENUE,BALTIC_AVENUE",0,0
88,2369,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,0,0,"NORTH_CAROLINA_AVENUE,READING_RAILROAD","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
88,2374,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,0,0,"NORTH_CAROLINA_AVENUE,READING_RAILROAD","ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
99,2518,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,100,0,INDIANA_AVENUE,TENNESSEE_AVENUE,0,0
99,2523,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,100,0,INDIANA_AVENUE,TENNESSEE_AVENUE,0,0
99,2528,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,400,0,,"ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
99,2533,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,400,0,,"ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
105,2652,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,500,0,,TENNESSEE_AVENUE,0,0
105,2657,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,500,0,,TENNESSEE_AVENUE,0,0
105,2662,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,500,0,,"ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
105,2667,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,500,0,,"ATLANTIC_AVENUE,VENTNOR_AVENUE",0,0
105,2672,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,600,0,,"PARK_PLACE,BOARDWALK",0,0
105,2677,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,600,0,,"PARK_PLACE,BOARDWALK",0,0
105,2694,TRADE_PROPOSED,OpenAI GPT 5.5,Grok 4.3,0,400,0,,"PENNSYLVANIA_RAILROAD,SHORT_LINE",0,0
105,2699,TRADE_REJECTED,OpenAI GPT 5.5,Grok 4.3,0,400,0,,"PENNSYLVANIA_RAILROAD,SHORT_LINE",0,0
108,2784,TRADE_PROPOSED,Gemini 3.1 Pro Preview,Claude Opus 4.8,0,0,400,"PARK_PLACE,BOARDWALK",,0,0
108,2789,TRADE_REJECTED,Gemini 3.1 Pro Preview,Claude Opus 4.8,0,0,400,"PARK_PLACE,BOARDWALK",,0,0
116,2890,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,75,,,1,0
116,2895,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,75,,,1,0
116,2907,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,40,,,1,0
116,2912,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,40,,,1,0
116,2917,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,75,,,1,0
116,2922,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,75,,,1,0
119,2969,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,109,0,,"PARK_PLACE,BOARDWALK",0,0
119,2974,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,109,0,,"PARK_PLACE,BOARDWALK",0,0
119,2979,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,109,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD","PARK_PLACE,BOARDWALK",1,0
119,2984,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,109,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD","PARK_PLACE,BOARDWALK",1,0
119,2989,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,75,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD",BOARDWALK,1,0
119,2994,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,75,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD",BOARDWALK,1,0
122,3024,TRADE_PROPOSED,Gemini 3.1 Pro Preview,Claude Opus 4.8,0,0,700,"PARK_PLACE,BOARDWALK",,0,0
122,3029,TRADE_REJECTED,Gemini 3.1 Pro Preview,Claude Opus 4.8,0,0,700,"PARK_PLACE,BOARDWALK",,0,0
123,3042,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,109,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD,SHORT_LINE","PARK_PLACE,BOARDWALK",1,0
123,3047,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,109,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD,SHORT_LINE","PARK_PLACE,BOARDWALK",1,0
123,3052,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,75,,,1,0
123,3057,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,75,,,1,0
123,3062,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD,SHORT_LINE",TENNESSEE_AVENUE,1,0
123,3067,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,"READING_RAILROAD,PENNSYLVANIA_RAILROAD,SHORT_LINE",TENNESSEE_AVENUE,1,0
124,3081,TRADE_PROPOSED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,25,,,1,0
124,3086,TRADE_REJECTED,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,0,0,25,,,1,0
124,3091,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,25,,,1,0
124,3096,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,25,,,1,0
142,3324,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,75,,,1,0
142,3329,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,75,,,1,0
142,3334,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,40,,,1,0
142,3339,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,40,,,1,0
144,3360,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,60,ELECTRIC_COMPANY,,0,0
144,3365,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,60,ELECTRIC_COMPANY,,0,0
157,3494,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,100,,,1,0
157,3499,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,100,,,1,0
157,3504,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,50,,,1,0
157,3509,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,50,,,1,0
160,3538,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,,TENNESSEE_AVENUE,1,0
160,3543,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,0,,TENNESSEE_AVENUE,1,0
165,3606,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,300,"PARK_PLACE,BOARDWALK",,1,0
165,3611,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,300,"PARK_PLACE,BOARDWALK",,1,0
167,3632,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,550,"INDIANA_AVENUE,PARK_PLACE,BOARDWALK",,1,0
167,3637,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,550,"INDIANA_AVENUE,PARK_PLACE,BOARDWALK",,1,0
167,3642,TRADE_PROPOSED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,550,"READING_RAILROAD,ELECTRIC_COMPANY,PENNSYLVANIA_RAILROAD,ST_JAMES_PLACE,NEW_YORK_AVENUE,INDIANA_AVENUE,ATLANTIC_AVENUE,VENTNOR_AVENUE,WATER_WORKS,MARVIN_GARDENS,SHORT_LINE,PARK_PLACE,BOARDWALK",,1,0
167,3647,TRADE_REJECTED,OpenAI GPT 5.5,Claude Opus 4.8,0,0,550,"READING_RAILROAD,ELECTRIC_COMPANY,PENNSYLVANIA_RAILROAD,ST_JAMES_PLACE,NEW_YORK_AVENUE,INDIANA_AVENUE,ATLANTIC_AVENUE,VENTNOR_AVENUE,WATER_WORKS,MARVIN_GARDENS,SHORT_LINE,PARK_PLACE,BOARDWALK",,1,0
