player_id,reason,event_count,inflow_event_count,outflow_event_count,gross_inflow,gross_outflow,net_flow,mean_delta,mean_absolute_delta,minimum_delta,maximum_delta
Gemini 3.1 Pro Preview,JAIL_FINE,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Gemini 3.1 Pro Preview,MORTGAGE,3,3,0,330,0,330,110.0,110.0,100,130
Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,5,0,5,0,66,-66,-13.2,13.2,-22,-3
Gemini 3.1 Pro Preview,PASS_GO,6,6,0,1200,0,1200,200.0,200.0,200,200
Gemini 3.1 Pro Preview,RENT,24,13,11,247,1192,-945,-39.375,59.958333,-550,25
Gemini 3.1 Pro Preview,SALE_OF_STOCK_COLLECT_50,1,1,0,50,0,50,50.0,50.0,50,50
Gemini 3.1 Pro Preview,SELL_BUILDING,1,1,0,200,0,200,200.0,200.0,200,200
Gemini 3.1 Pro Preview,TRADE_CASH,5,1,4,350,392,-42,-8.4,148.4,-175,350
Gemini 3.1 Pro Preview,UNMORTGAGE,1,0,1,0,221,-221,-221.0,221.0,-221,-221
Gemini 3.1 Pro Preview,auction_bid,1,0,1,0,600,-600,-600.0,600.0,-600,-600
Gemini 3.1 Pro Preview,buy_property,6,0,6,0,1140,-1140,-190.0,190.0,-280,-60
Grok 4.3,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
Grok 4.3,BANKRUPTCY_CASH,1,0,1,0,295,-295,-295.0,295.0,-295,-295
Grok 4.3,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
Grok 4.3,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,1,0,50,0,50,50.0,50.0,50,50
Grok 4.3,JAIL_FINE,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Grok 4.3,MORTGAGE,4,4,0,490,0,490,122.5,122.5,100,160
Grok 4.3,MORTGAGE_INTEREST,1,0,1,0,15,-15,-15.0,15.0,-15,-15
Grok 4.3,PASS_GO,5,5,0,1000,0,1000,200.0,200.0,200,200
Grok 4.3,RENT,14,6,8,103,1253,-1150,-82.142857,96.857143,-600,25
Grok 4.3,TAX_INCOME,1,0,1,0,200,-200,-200.0,200.0,-200,-200
Grok 4.3,TAX_LUXURY,1,0,1,0,100,-100,-100.0,100.0,-100,-100
Grok 4.3,TRADE_CASH,2,1,1,320,100,220,110.0,210.0,-100,320
Grok 4.3,buy_property,8,0,8,0,1440,-1440,-180.0,180.0,-320,-60
OpenAI GPT 5.5,BANKRUPTCY,1,0,0,0,0,0,0.0,0.0,0,0
OpenAI GPT 5.5,BANKRUPTCY_CASH,1,0,1,0,213,-213,-213.0,213.0,-213,-213
OpenAI GPT 5.5,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
OpenAI GPT 5.5,BUILD,6,0,6,0,900,-900,-150.0,150.0,-300,-100
OpenAI GPT 5.5,CONSULTANCY_FEE_COLLECT_25,1,1,0,25,0,25,25.0,25.0,25,25
OpenAI GPT 5.5,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,1,0,50,0,50,50.0,50.0,50,50
OpenAI GPT 5.5,HOLIDAY_FUND_RECEIVE_100,1,1,0,100,0,100,100.0,100.0,100,100
OpenAI GPT 5.5,INCOME_TAX_REFUND_COLLECT_20,1,1,0,20,0,20,20.0,20.0,20,20
OpenAI GPT 5.5,INHERIT_100,1,1,0,100,0,100,100.0,100.0,100,100
OpenAI GPT 5.5,JAIL_FINE,1,0,1,0,50,-50,-50.0,50.0,-50,-50
OpenAI GPT 5.5,MORTGAGE,8,8,0,805,0,805,100.625,100.625,30,200
OpenAI GPT 5.5,PASS_GO,7,7,0,1400,0,1400,200.0,200.0,200,200
OpenAI GPT 5.5,RENT,23,4,19,300,1848,-1548,-67.304348,93.391304,-875,150
OpenAI GPT 5.5,SELL_BUILDING,6,6,0,450,0,450,75.0,75.0,50,150
OpenAI GPT 5.5,TAX_INCOME,1,0,1,0,200,-200,-200.0,200.0,-200,-200
OpenAI GPT 5.5,TRADE_CASH,6,5,1,492,350,142,23.666667,140.333333,-350,175
OpenAI GPT 5.5,auction_bid,3,0,3,0,821,-821,-273.666667,273.666667,-480,-61
OpenAI GPT 5.5,buy_property,3,0,3,0,850,-850,-283.333333,283.333333,-400,-150
