turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
75,Grok 4.3,2,0.013676,8424,1527,1279,9951,21965
76,Gemini 3 Flash Preview,1,0.009978,4422,2589,2346,7011,15161
76,Grok 4.3,3,0.01697,11621,1300,953,12921,21360
76,OpenAI GPT 5.4 Mini,10,0.137398,35862,25055,23940,60917,244429
77,Claude Haiku 4.5,1,0.02566,4930,4146,1593,9076,37918
78,Claude Haiku 4.5,2,0.04402,10015,6801,3000,16816,73846
78,Gemini 3 Flash Preview,5,0.032328,26620,6947,5784,33567,42146
79,Grok 4.3,2,0.013858,8776,1424,1224,10200,22007
80,OpenAI GPT 5.4 Mini,1,0.004189,3804,297,248,4101,3535
81,OpenAI GPT 5.4 Mini,1,0.004187,3734,308,251,4042,5840
82,Claude Haiku 4.5,1,0.012949,5034,1583,737,6617,17551
83,Gemini 3 Flash Preview,2,0.017386,9962,4135,3806,14097,22789
84,Grok 4.3,2,0.013101,8529,1406,1233,9935,18835
85,OpenAI GPT 5.4 Mini,1,0.004286,3519,366,308,3885,5650
86,Claude Haiku 4.5,1,0.017438,4858,2516,1079,7374,26526
87,Gemini 3 Flash Preview,2,0.013819,9980,2943,2450,12923,16125
88,Grok 4.3,1,0.005109,4084,378,293,4462,6669
89,OpenAI GPT 5.4 Mini,1,0.004106,3273,367,317,3640,4924
90,Claude Haiku 4.5,1,0.011547,4557,1398,690,5955,14719
91,Claude Haiku 4.5,1,0.010315,4575,1148,632,5723,12130
92,Gemini 3 Flash Preview,1,0.008958,4849,2178,1975,7027,12800
93,Grok 4.3,2,0.013156,8128,1306,1112,9434,15622
94,Grok 4.3,1,0.005962,3965,456,370,4421,5743
95,OpenAI GPT 5.4 Mini,1,0.003821,3235,310,253,3545,4290
96,Claude Haiku 4.5,1,0.010549,4579,1194,551,5773,13067
97,Gemini 3 Flash Preview,1,0.009895,4887,2484,2303,7371,14474
98,Grok 4.3,5,0.032335,18696,4016,3473,22712,43699
99,OpenAI GPT 5.4 Mini,1,0.01159,3291,2027,1958,5318,18717
100,Claude Haiku 4.5,1,0.011101,4666,1287,615,5953,13641
101,Claude Haiku 4.5,1,0.018018,4688,2666,1124,7354,26356
102,Gemini 3 Flash Preview,2,0.021077,10025,5355,4921,15380,29441
103,Grok 4.3,2,0.014087,8367,1559,1345,9926,17726
104,OpenAI GPT 5.4 Mini,1,0.007147,3343,1031,969,4374,14494
105,Claude Haiku 4.5,1,0.018614,4764,2770,1181,7534,26129
107,Grok 4.3,1,0.005959,3955,460,360,4415,6541
108,OpenAI GPT 5.4 Mini,6,0.037378,19916,4987,4475,24903,54825
109,OpenAI GPT 5.4 Mini,4,0.024823,12892,3790,3361,16682,38358
110,Claude Haiku 4.5,1,0.012235,4670,1513,663,6183,15556
111,Gemini 3 Flash Preview,1,0.006021,4243,1300,1145,5543,7899
112,Grok 4.3,2,0.012086,8356,1221,1013,9577,13961
113,Claude Haiku 4.5,1,0.019157,4712,2889,866,7601,30341
114,Claude Haiku 4.5,1,0.01196,4695,1453,683,6148,16606
115,Gemini 3 Flash Preview,2,0.015015,9307,3454,3100,12761,20734
116,Grok 4.3,1,0.00585,4046,532,437,4578,6841
117,Grok 4.3,1,0.005872,4036,546,456,4582,6681
118,Claude Haiku 4.5,1,0.01111,4630,1296,650,5926,13548
119,Claude Haiku 4.5,2,0.03313,9745,4677,2202,14422,48741
119,Gemini 3 Flash Preview,4,0.035046,20992,8487,7464,29479,46376
119,Grok 4.3,1,0.006816,3961,961,858,4922,8023
120,Grok 4.3,2,0.013738,9119,1339,1084,10458,16031
121,Claude Haiku 4.5,3,0.036746,15111,4327,2028,19438,48916
121,Gemini 3 Flash Preview,1,0.004757,4618,816,692,5434,5570
121,Grok 4.3,1,0.006041,4070,435,333,4505,6176
122,Claude Haiku 4.5,1,0.012125,5265,1372,645,6637,14303
123,Claude Haiku 4.5,1,0.021619,5259,3272,1091,8531,30861
124,Claude Haiku 4.5,1,0.013956,5156,1760,988,6916,17754
124,Gemini 3 Flash Preview,9,0.065819,46089,14258,12701,60347,87292
125,Grok 4.3,1,0.006787,4381,578,490,4959,5743
126,Claude Haiku 4.5,1,0.011574,5124,1290,604,6414,14092
127,Claude Haiku 4.5,1,0.011888,5103,1357,633,6460,14616
129,Grok 4.3,1,0.006338,4320,429,341,4749,6825
130,Claude Haiku 4.5,1,0.015619,5109,2102,801,7211,21606
131,Gemini 3 Flash Preview,1,0.004821,4307,889,711,5196,5408
132,Grok 4.3,2,0.013716,9264,1607,1398,10871,15496
133,Claude Haiku 4.5,1,0.012693,4978,1543,617,6521,16221
134,Gemini 3 Flash Preview,1,0.004672,4117,871,729,4988,4633
135,Grok 4.3,1,0.005888,4354,716,617,5070,5096
136,Claude Haiku 4.5,1,0.016892,4722,2434,976,7156,26511
137,Gemini 3 Flash Preview,2,0.01535,8896,3634,3298,12530,20087
138,Grok 4.3,1,0.006523,4304,511,401,4815,6690
139,Claude Haiku 4.5,1,0.013641,4751,1778,736,6529,18823
140,Claude Haiku 4.5,2,0.040796,9926,6174,2682,16100,63271
140,Gemini 3 Flash Preview,3,0.025474,15622,6495,5680,22117,34033
141,Grok 4.3,1,0.006819,4726,714,628,5440,6425
142,Claude Haiku 4.5,3,0.061118,16133,8997,3777,25130,89450
143,Claude Haiku 4.5,2,0.064535,11205,10666,4926,21871,107616
143,Gemini 3 Flash Preview,7,0.051832,41912,10596,9018,52508,62260
144,Grok 4.3,1,0.006611,5110,627,525,5737,7542
145,Claude Haiku 4.5,1,0.013442,5717,1545,720,7262,16516
146,Gemini 3 Flash Preview,1,0.00659,5716,1244,1096,6960,7463
147,Gemini 3 Flash Preview,1,0.007997,5709,1714,1534,7423,10144
148,Grok 4.3,1,0.007856,4838,777,683,5615,8468
149,Claude Haiku 4.5,1,0.020307,5677,2926,1228,8603,27430
150,Gemini 3 Flash Preview,1,0.008894,5764,2004,1818,7768,12922
151,Grok 4.3,1,0.007697,4865,700,627,5565,6295
152,Claude Haiku 4.5,1,0.020587,5712,2975,1121,8687,29858
153,Gemini 3 Flash Preview,1,0.00672,5760,1280,1104,7040,7908
154,Grok 4.3,1,0.006383,4442,386,294,4828,5115
155,Claude Haiku 4.5,1,0.018515,5215,2660,861,7875,27470
156,Gemini 3 Flash Preview,1,0.005777,5206,1058,872,6264,6204
157,Grok 4.3,1,0.005603,4368,595,489,4963,3755
158,Claude Haiku 4.5,2,0.026061,10301,3152,1311,13453,34137
159,Gemini 3 Flash Preview,1,0.005986,5198,1129,941,6327,6784
160,Grok 4.3,1,0.006191,4382,823,718,5205,7808
161,Grok 4.3,1,0.00545,4401,517,416,4918,4678
162,Grok 4.3,1,0.005839,4401,350,249,4751,3592
163,Claude Haiku 4.5,1,0.01131,5135,1235,618,6370,13161
164,Claude Haiku 4.5,2,0.028381,9991,3678,1465,13669,37448
164,Gemini 3 Flash Preview,5,0.03314,26771,6585,5598,33356,40521
165,Grok 4.3,1,0.006581,4684,344,256,5028,4495
166,Claude Haiku 4.5,1,0.033986,4891,5819,2341,10710,56867
167,Gemini 3 Flash Preview,9,0.063449,48591,13051,11321,61642,72283
167,Grok 4.3,1,0.007891,4184,1118,1007,5302,8110
168,Grok 4.3,3,0.020561,13893,2380,2075,16273,21700
169,Gemini 3 Flash Preview,1,0.005982,5094,1145,1010,6239,6950
170,Grok 4.3,1,0.007959,4705,1046,946,5751,10544
171,Gemini 3 Flash Preview,3,0.013572,15576,1928,1363,17504,13306
172,Grok 4.3,1,0.006402,4461,384,307,4845,4197
173,Gemini 3 Flash Preview,2,0.014357,9280,3239,2825,12519,18167
174,Grok 4.3,1,0.00622,4615,530,453,5145,5530
175,Grok 4.3,1,0.006154,4568,527,444,5095,5168
176,Gemini 3 Flash Preview,1,0.002842,4736,158,0,4894,1705
177,Grok 4.3,1,0.005092,4456,400,316,4856,4505
178,Gemini 3 Flash Preview,1,0.006041,4703,1230,1095,5933,7294
179,Grok 4.3,1,0.00601,4443,532,453,4975,5025
180,Gemini 3 Flash Preview,2,0.011471,9706,2206,1830,11912,12181
181,Grok 4.3,1,0.006224,4244,717,635,4961,7563
182,Grok 4.3,1,0.00595,4174,508,418,4682,5126
183,Gemini 3 Flash Preview,9,0.044113,44415,7302,6047,51717,42801
184,Grok 4.3,1,0.006329,4221,636,549,4857,7980
185,Gemini 3 Flash Preview,1,0.006101,4834,1228,1022,6062,7146
186,Grok 4.3,1,0.006508,4245,857,767,5102,6867
187,Gemini 3 Flash Preview,1,0.009511,4796,2371,2170,7167,12170
188,Grok 4.3,1,0.005875,4226,667,573,4893,5833
189,Grok 4.3,1,0.005201,4206,488,398,4694,4611
190,Gemini 3 Flash Preview,1,0.009525,4825,2371,2220,7196,13132
191,Grok 4.3,1,0.006258,4235,735,651,4970,5535
192,Grok 4.3,2,0.012269,8449,952,773,9401,9391
193,Grok 4.3,1,0.00554,4183,501,412,4684,4430
194,Gemini 3 Flash Preview,1,0.00568,4827,1089,930,5916,6274
195,Grok 4.3,1,0.005459,4086,490,395,4576,4351
196,Grok 4.3,1,0.005575,4065,547,453,4612,5725
197,Gemini 3 Flash Preview,2,0.012784,9584,2664,2318,12248,14692
198,Grok 4.3,1,0.004726,4078,362,268,4440,3583
199,Grok 4.3,1,0.005677,4064,669,571,4733,7188
200,Gemini 3 Flash Preview,4,0.018013,19514,2752,2151,22266,17401
201,Grok 4.3,1,0.005982,4136,755,677,4891,6842
202,Gemini 3 Flash Preview,1,0.007064,4839,1548,1361,6387,8971
203,Gemini 3 Flash Preview,1,0.006361,4857,1311,1148,6168,7177
204,Grok 4.3,1,0.006294,4173,861,783,5034,7721
206,Gemini 3 Flash Preview,1,0.006095,4815,1229,1046,6044,6513
207,Grok 4.3,1,0.00587,3496,815,749,4311,8663
208,Gemini 3 Flash Preview,1,0.003669,4872,411,273,5283,3231
209,Grok 4.3,1,0.005508,3496,509,427,4005,6444
210,Gemini 3 Flash Preview,1,0.004667,4828,751,580,5579,4922
211,Grok 4.3,3,0.016477,11039,1851,1588,12890,21474
213,Grok 4.3,1,0.005103,4080,512,432,4592,5771
214,Gemini 3 Flash Preview,1,0.003639,3966,552,416,4518,3886
215,Grok 4.3,1,0.005569,4029,724,632,4753,5704
216,Grok 4.3,1,0.004869,3991,463,380,4454,4921
217,Gemini 3 Flash Preview,1,0.004229,3904,759,634,4663,4505
218,Grok 4.3,1,0.005122,3981,569,440,4550,4700
219,Grok 4.3,1,0.005212,3991,600,514,4591,4098
220,Gemini 3 Flash Preview,3,0.011689,12481,1816,1385,14297,12281
221,Grok 4.3,1,0.005228,4024,590,506,4614,5832
222,Gemini 3 Flash Preview,1,0.004712,4738,781,637,5519,4714
223,Grok 4.3,1,0.005789,4039,807,721,4846,8889
224,Gemini 3 Flash Preview,1,0.004875,4698,842,661,5540,5331
225,Grok 4.3,1,0.005536,4008,721,632,4729,5592
226,Gemini 3 Flash Preview,1,0.005033,4703,894,753,5597,4912
227,Grok 4.3,1,0.005708,4016,786,693,4802,8409
228,Grok 4.3,1,0.005134,4019,555,470,4574,4952
229,Gemini 3 Flash Preview,1,0.004606,4657,759,606,5416,4306
230,Grok 4.3,1,0.005208,4010,589,498,4599,6908
231,Grok 4.3,1,0.004833,4028,430,348,4458,4489
232,Gemini 3 Flash Preview,1,0.005829,4656,1167,1014,5823,6404
233,Grok 4.3,1,0.004913,3958,497,411,4455,4722
234,Gemini 3 Flash Preview,1,0.005053,4604,917,785,5521,4337
235,Grok 4.3,1,0.006271,3952,586,501,4538,4895
236,Grok 4.3,1,0.004819,3959,459,374,4418,5940
237,Grok 4.3,1,0.005594,3959,769,684,4728,7589
238,Gemini 3 Flash Preview,1,0.006006,4601,1235,1007,5836,6852
239,Gemini 3 Flash Preview,1,0.004292,4713,645,463,5358,3912
240,Grok 4.3,1,0.004831,3992,447,367,4439,4337
241,Gemini 3 Flash Preview,1,0.00515,4785,919,784,5704,5311
243,Grok 4.3,1,0.005114,3993,560,478,4553,6106
244,Gemini 3 Flash Preview,1,0.005655,3985,1221,1069,5206,7283
245,Grok 4.3,1,0.005076,3996,543,457,4539,3531
246,Gemini 3 Flash Preview,1,0.003406,3986,471,320,4457,3287
247,Grok 4.3,1,0.005133,4022,553,473,4575,5871
248,Gemini 3 Flash Preview,3,0.013039,12841,2206,1674,15047,12597
249,Grok 4.3,1,0.006797,4047,749,589,4796,7578
250,Grok 4.3,1,0.004876,4040,441,375,4481,4519
251,Gemini 3 Flash Preview,1,0.004665,4896,739,597,5635,4813
252,Grok 4.3,1,0.004932,4029,469,404,4498,4718
253,Gemini 3 Flash Preview,1,0.004276,4857,616,531,5473,4083
254,Grok 4.3,1,0.005947,3993,436,362,4429,4194
255,Gemini 3 Flash Preview,1,0.003723,4794,442,313,5236,2985
256,Grok 4.3,2,0.011678,7553,1459,1305,9012,15683
257,Gemini 3 Flash Preview,1,0.003954,4704,534,418,5238,3659
258,Grok 4.3,1,0.004898,3930,505,435,4435,5633
259,Gemini 3 Flash Preview,1,0.004579,4621,756,641,5377,4618
260,Grok 4.3,3,0.017389,10551,2164,1883,12715,20137
261,Gemini 3 Flash Preview,2,0.01156,9284,2306,2015,11590,13045
262,Grok 4.3,3,0.017454,10602,2299,2022,12901,21693
263,Grok 4.3,2,0.010554,7101,1101,937,8202,11643
264,Grok 4.3,2,0.011312,7090,1410,1255,8500,14042
265,Gemini 3 Flash Preview,2,0.016057,9363,3792,3414,13155,17968
266,Grok 4.3,1,0.005548,3715,711,638,4426,5931
267,Gemini 3 Flash Preview,1,0.004523,4667,730,585,5397,4495
268,Gemini 3 Flash Preview,1,0.003799,4659,490,340,5149,3253
269,Grok 4.3,1,0.005033,3815,509,438,4324,6353
270,Gemini 3 Flash Preview,1,0.003914,4655,529,386,5184,3763
271,Gemini 3 Flash Preview,1,0.003357,4699,336,200,5035,2657
272,Grok 4.3,1,0.004845,3394,456,388,3850,4134
