turn_index,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
141,1,0.006819,4726,714,628,5440,6425
142,3,0.061118,16133,8997,3777,25130,89450
143,9,0.116367,53117,21262,13944,74379,169876
144,1,0.006611,5110,627,525,5737,7542
145,1,0.013442,5717,1545,720,7262,16516
146,1,0.00659,5716,1244,1096,6960,7463
147,1,0.007997,5709,1714,1534,7423,10144
148,1,0.007856,4838,777,683,5615,8468
149,1,0.020307,5677,2926,1228,8603,27430
150,1,0.008894,5764,2004,1818,7768,12922
151,1,0.007697,4865,700,627,5565,6295
152,1,0.020587,5712,2975,1121,8687,29858
153,1,0.00672,5760,1280,1104,7040,7908
154,1,0.006383,4442,386,294,4828,5115
155,1,0.018515,5215,2660,861,7875,27470
156,1,0.005777,5206,1058,872,6264,6204
157,1,0.005603,4368,595,489,4963,3755
158,2,0.026061,10301,3152,1311,13453,34137
159,1,0.005986,5198,1129,941,6327,6784
160,1,0.006191,4382,823,718,5205,7808
161,1,0.00545,4401,517,416,4918,4678
162,1,0.005839,4401,350,249,4751,3592
163,1,0.01131,5135,1235,618,6370,13161
164,7,0.061521,36762,10263,7063,47025,77969
165,1,0.006581,4684,344,256,5028,4495
166,1,0.033986,4891,5819,2341,10710,56867
167,10,0.071339,52775,14169,12328,66944,80393
168,3,0.020561,13893,2380,2075,16273,21700
169,1,0.005982,5094,1145,1010,6239,6950
170,1,0.007959,4705,1046,946,5751,10544
171,3,0.013572,15576,1928,1363,17504,13306
172,1,0.006402,4461,384,307,4845,4197
173,2,0.014357,9280,3239,2825,12519,18167
174,1,0.00622,4615,530,453,5145,5530
175,1,0.006154,4568,527,444,5095,5168
176,1,0.002842,4736,158,0,4894,1705
177,1,0.005092,4456,400,316,4856,4505
178,1,0.006041,4703,1230,1095,5933,7294
179,1,0.00601,4443,532,453,4975,5025
180,2,0.011471,9706,2206,1830,11912,12181
181,1,0.006224,4244,717,635,4961,7563
182,1,0.00595,4174,508,418,4682,5126
183,9,0.044113,44415,7302,6047,51717,42801
184,1,0.006329,4221,636,549,4857,7980
185,1,0.006101,4834,1228,1022,6062,7146
186,1,0.006508,4245,857,767,5102,6867
187,1,0.009511,4796,2371,2170,7167,12170
188,1,0.005875,4226,667,573,4893,5833
189,1,0.005201,4206,488,398,4694,4611
190,1,0.009525,4825,2371,2220,7196,13132
191,1,0.006258,4235,735,651,4970,5535
192,2,0.012269,8449,952,773,9401,9391
193,1,0.00554,4183,501,412,4684,4430
194,1,0.00568,4827,1089,930,5916,6274
195,1,0.005459,4086,490,395,4576,4351
196,1,0.005575,4065,547,453,4612,5725
197,2,0.012784,9584,2664,2318,12248,14692
198,1,0.004726,4078,362,268,4440,3583
199,1,0.005677,4064,669,571,4733,7188
200,4,0.018013,19514,2752,2151,22266,17401
201,1,0.005982,4136,755,677,4891,6842
202,1,0.007064,4839,1548,1361,6387,8971
203,1,0.006361,4857,1311,1148,6168,7177
204,1,0.006294,4173,861,783,5034,7721
206,1,0.006095,4815,1229,1046,6044,6513
207,1,0.00587,3496,815,749,4311,8663
208,1,0.003669,4872,411,273,5283,3231
209,1,0.005508,3496,509,427,4005,6444
210,1,0.004667,4828,751,580,5579,4922
211,3,0.016477,11039,1851,1588,12890,21474
213,1,0.005103,4080,512,432,4592,5771
214,1,0.003639,3966,552,416,4518,3886
215,1,0.005569,4029,724,632,4753,5704
216,1,0.004869,3991,463,380,4454,4921
217,1,0.004229,3904,759,634,4663,4505
218,1,0.005122,3981,569,440,4550,4700
219,1,0.005212,3991,600,514,4591,4098
220,3,0.011689,12481,1816,1385,14297,12281
221,1,0.005228,4024,590,506,4614,5832
222,1,0.004712,4738,781,637,5519,4714
223,1,0.005789,4039,807,721,4846,8889
224,1,0.004875,4698,842,661,5540,5331
225,1,0.005536,4008,721,632,4729,5592
226,1,0.005033,4703,894,753,5597,4912
227,1,0.005708,4016,786,693,4802,8409
228,1,0.005134,4019,555,470,4574,4952
229,1,0.004606,4657,759,606,5416,4306
230,1,0.005208,4010,589,498,4599,6908
231,1,0.004833,4028,430,348,4458,4489
232,1,0.005829,4656,1167,1014,5823,6404
233,1,0.004913,3958,497,411,4455,4722
234,1,0.005053,4604,917,785,5521,4337
235,1,0.006271,3952,586,501,4538,4895
236,1,0.004819,3959,459,374,4418,5940
237,1,0.005594,3959,769,684,4728,7589
238,1,0.006006,4601,1235,1007,5836,6852
239,1,0.004292,4713,645,463,5358,3912
240,1,0.004831,3992,447,367,4439,4337
241,1,0.00515,4785,919,784,5704,5311
243,1,0.005114,3993,560,478,4553,6106
244,1,0.005655,3985,1221,1069,5206,7283
245,1,0.005076,3996,543,457,4539,3531
246,1,0.003406,3986,471,320,4457,3287
247,1,0.005133,4022,553,473,4575,5871
248,3,0.013039,12841,2206,1674,15047,12597
249,1,0.006797,4047,749,589,4796,7578
250,1,0.004876,4040,441,375,4481,4519
251,1,0.004665,4896,739,597,5635,4813
252,1,0.004932,4029,469,404,4498,4718
253,1,0.004276,4857,616,531,5473,4083
254,1,0.005947,3993,436,362,4429,4194
255,1,0.003723,4794,442,313,5236,2985
256,2,0.011678,7553,1459,1305,9012,15683
257,1,0.003954,4704,534,418,5238,3659
258,1,0.004898,3930,505,435,4435,5633
259,1,0.004579,4621,756,641,5377,4618
260,3,0.017389,10551,2164,1883,12715,20137
261,2,0.01156,9284,2306,2015,11590,13045
262,3,0.017454,10602,2299,2022,12901,21693
263,2,0.010554,7101,1101,937,8202,11643
264,2,0.011312,7090,1410,1255,8500,14042
265,2,0.016057,9363,3792,3414,13155,17968
266,1,0.005548,3715,711,638,4426,5931
267,1,0.004523,4667,730,585,5397,4495
268,1,0.003799,4659,490,340,5149,3253
269,1,0.005033,3815,509,438,4324,6353
270,1,0.003914,4655,529,386,5184,3763
271,1,0.003357,4699,336,200,5035,2657
272,1,0.004845,3394,456,388,3850,4134
