trade_id,player_id,counterparty_player_id,role,start_turn,end_turn,outcome,accepted,censored,counteroffers,back_and_forth_count,public_exchange_count,event_span,turns_to_resolution,initial_offer,initial_request,final_offer,final_request
trade-0019,Gemini 3.5 Flash,Claude Haiku 4.5,INITIATOR,51,51,ACCEPTED,True,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0019,Claude Haiku 4.5,Gemini 3.5 Flash,COUNTERPARTY,51,51,ACCEPTED,True,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0020,OpenAI GPT 5.4 mini,Grok 4.3,INITIATOR,53,53,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}"
trade-0020,Grok 4.3,OpenAI GPT 5.4 mini,COUNTERPARTY,53,53,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}"
trade-0021,Gemini 3.5 Flash,Claude Haiku 4.5,INITIATOR,59,59,REJECTED,False,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0021,Claude Haiku 4.5,Gemini 3.5 Flash,COUNTERPARTY,59,59,REJECTED,False,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0022,Gemini 3.5 Flash,Claude Haiku 4.5,INITIATOR,59,59,REJECTED,False,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0022,Claude Haiku 4.5,Gemini 3.5 Flash,COUNTERPARTY,59,59,REJECTED,False,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0023,Gemini 3.5 Flash,Claude Haiku 4.5,INITIATOR,59,59,REJECTED,False,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0023,Claude Haiku 4.5,Gemini 3.5 Flash,COUNTERPARTY,59,59,REJECTED,False,False,0,0,1,5,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0024,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,INITIATOR,59,59,ACCEPTED,True,False,4,4,5,25,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":305,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0024,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,COUNTERPARTY,59,59,ACCEPTED,True,False,4,4,5,25,0,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":305,""get_out_of_jail_cards"":0,""properties"":[]}"
trade-0025,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,INITIATOR,62,62,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0025,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,COUNTERPARTY,62,62,REJECTED,False,False,0,0,1,5,0,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0026,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,INITIATOR,62,62,REJECTED,False,False,0,0,1,5,0,"{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0026,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,COUNTERPARTY,62,62,REJECTED,False,False,0,0,1,5,0,"{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0027,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,INITIATOR,62,62,REJECTED,False,False,0,0,1,5,0,"{""cash"":425,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":425,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0027,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,COUNTERPARTY,62,62,REJECTED,False,False,0,0,1,5,0,"{""cash"":425,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":425,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0028,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,INITIATOR,69,69,REJECTED,False,False,0,0,1,5,0,"{""cash"":320,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":320,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
trade-0028,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,COUNTERPARTY,69,69,REJECTED,False,False,0,0,1,5,0,"{""cash"":320,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":320,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}"
