schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,delta,reason,from_player_id,to_player_id,amount,payer_delta,receiver_delta
v1,mock-24591-46c1eb90,1306,65,CASH_CHANGED,,OpenAI GPT 5.4 mini,100,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1312,65,CASH_CHANGED,,OpenAI GPT 5.4 mini,70,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1314,65,CASH_CHANGED,,OpenAI GPT 5.4 mini,-600,RENT,,,,,
v1,mock-24591-46c1eb90,1315,65,CASH_CHANGED,,Gemini 3.5 Flash,600,RENT,,,,,
v1,mock-24591-46c1eb90,1316,65,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,600,-600,600
v1,mock-24591-46c1eb90,1321,65,CASH_CHANGED,,OpenAI GPT 5.4 mini,140,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1327,65,CASH_CHANGED,,OpenAI GPT 5.4 mini,110,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1337,66,CASH_CHANGED,,Claude Haiku 4.5,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1351,67,CASH_CHANGED,,Gemini 3.5 Flash,-160,buy_property,,,,,
v1,mock-24591-46c1eb90,1356,67,CASH_CHANGED,,Gemini 3.5 Flash,-400,BUILD,,,,,
v1,mock-24591-46c1eb90,1367,68,CASH_CHANGED,,Grok 4.3,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1376,69,CASH_CHANGED,,OpenAI GPT 5.4 mini,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1382,69,CASH_CHANGED,,OpenAI GPT 5.4 mini,-120,buy_property,,,,,
v1,mock-24591-46c1eb90,1387,69,CASH_CHANGED,,OpenAI GPT 5.4 mini,-33,UNMORTGAGE,,,,,
v1,mock-24591-46c1eb90,1393,69,CASH_CHANGED,,OpenAI GPT 5.4 mini,-56,UNMORTGAGE,,,,,
v1,mock-24591-46c1eb90,1403,70,CASH_CHANGED,,Claude Haiku 4.5,-6,RENT,,,,,
v1,mock-24591-46c1eb90,1404,70,CASH_CHANGED,,Grok 4.3,6,RENT,,,,,
v1,mock-24591-46c1eb90,1405,70,RENT_PAID,,,,,Claude Haiku 4.5,Grok 4.3,6,-6,6
v1,mock-24591-46c1eb90,1414,71,CASH_CHANGED,,Gemini 3.5 Flash,-14,RENT,,,,,
v1,mock-24591-46c1eb90,1415,71,CASH_CHANGED,,Claude Haiku 4.5,14,RENT,,,,,
v1,mock-24591-46c1eb90,1416,71,RENT_PAID,,,,,Gemini 3.5 Flash,Claude Haiku 4.5,14,-14,14
v1,mock-24591-46c1eb90,1425,72,CASH_CHANGED,,Grok 4.3,-8,RENT,,,,,
v1,mock-24591-46c1eb90,1426,72,CASH_CHANGED,,OpenAI GPT 5.4 mini,8,RENT,,,,,
v1,mock-24591-46c1eb90,1427,72,RENT_PAID,,,,,Grok 4.3,OpenAI GPT 5.4 mini,8,-8,8
v1,mock-24591-46c1eb90,1444,74,CASH_CHANGED,,OpenAI GPT 5.4 mini,-100,RENT,,,,,
v1,mock-24591-46c1eb90,1445,74,CASH_CHANGED,,Grok 4.3,100,RENT,,,,,
v1,mock-24591-46c1eb90,1446,74,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Grok 4.3,100,-100,100
v1,mock-24591-46c1eb90,1455,75,CASH_CHANGED,,Claude Haiku 4.5,-12,RENT,,,,,
v1,mock-24591-46c1eb90,1456,75,CASH_CHANGED,,Gemini 3.5 Flash,12,RENT,,,,,
v1,mock-24591-46c1eb90,1457,75,RENT_PAID,,,,,Claude Haiku 4.5,Gemini 3.5 Flash,12,-12,12
v1,mock-24591-46c1eb90,1466,76,CASH_CHANGED,,Gemini 3.5 Flash,-20,RENT,,,,,
v1,mock-24591-46c1eb90,1467,76,CASH_CHANGED,,Claude Haiku 4.5,20,RENT,,,,,
v1,mock-24591-46c1eb90,1468,76,RENT_PAID,,,,,Gemini 3.5 Flash,Claude Haiku 4.5,20,-20,20
v1,mock-24591-46c1eb90,1477,77,CASH_CHANGED,,Grok 4.3,-90,RENT,,,,,
v1,mock-24591-46c1eb90,1478,77,CASH_CHANGED,,Gemini 3.5 Flash,90,RENT,,,,,
v1,mock-24591-46c1eb90,1479,77,RENT_PAID,,,,,Grok 4.3,Gemini 3.5 Flash,90,-90,90
v1,mock-24591-46c1eb90,1488,78,CASH_CHANGED,,OpenAI GPT 5.4 mini,-20,RENT,,,,,
v1,mock-24591-46c1eb90,1489,78,CASH_CHANGED,,Claude Haiku 4.5,20,RENT,,,,,
v1,mock-24591-46c1eb90,1490,78,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Claude Haiku 4.5,20,-20,20
v1,mock-24591-46c1eb90,1508,80,CASH_CHANGED,,Claude Haiku 4.5,-100,RENT,,,,,
v1,mock-24591-46c1eb90,1509,80,CASH_CHANGED,,Grok 4.3,100,RENT,,,,,
v1,mock-24591-46c1eb90,1510,80,RENT_PAID,,,,,Claude Haiku 4.5,Grok 4.3,100,-100,100
v1,mock-24591-46c1eb90,1521,81,CASH_CHANGED,,Gemini 3.5 Flash,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1522,81,CASH_CHANGED,,Gemini 3.5 Flash,-20,RENT,,,,,
v1,mock-24591-46c1eb90,1523,81,CASH_CHANGED,,Claude Haiku 4.5,20,RENT,,,,,
v1,mock-24591-46c1eb90,1524,81,RENT_PAID,,,,,Gemini 3.5 Flash,Claude Haiku 4.5,20,-20,20
v1,mock-24591-46c1eb90,1529,81,CASH_CHANGED,,Gemini 3.5 Flash,-200,BUILD,,,,,
v1,mock-24591-46c1eb90,1539,82,CASH_CHANGED,,Gemini 3.5 Flash,-26,RENT,,,,,
v1,mock-24591-46c1eb90,1540,82,CASH_CHANGED,,OpenAI GPT 5.4 mini,26,RENT,,,,,
v1,mock-24591-46c1eb90,1541,82,RENT_PAID,,,,,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,26,-26,26
v1,mock-24591-46c1eb90,1555,83,CASH_CHANGED,,Grok 4.3,-200,buy_property,,,,,
v1,mock-24591-46c1eb90,1573,85,CASH_CHANGED,,Claude Haiku 4.5,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-24591-46c1eb90,1574,85,CASH_CHANGED,,OpenAI GPT 5.4 mini,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-24591-46c1eb90,1575,85,CASH_CHANGED,,Claude Haiku 4.5,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-24591-46c1eb90,1576,85,CASH_CHANGED,,Gemini 3.5 Flash,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-24591-46c1eb90,1577,85,CASH_CHANGED,,Claude Haiku 4.5,-50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-24591-46c1eb90,1578,85,CASH_CHANGED,,Grok 4.3,50,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,,,,,
v1,mock-24591-46c1eb90,1591,86,CASH_CHANGED,,Gemini 3.5 Flash,-200,BUILD,,,,,
v1,mock-24591-46c1eb90,1605,87,CASH_CHANGED,,Grok 4.3,-823,BANKRUPTCY_CASH,,,,,
v1,mock-24591-46c1eb90,1606,87,CASH_CHANGED,,Gemini 3.5 Flash,823,BANKRUPTCY_CASH,,,,,
v1,mock-24591-46c1eb90,1607,87,CASH_CHANGED,,Grok 4.3,0,BANKRUPTCY,,,,,
v1,mock-24591-46c1eb90,1618,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1624,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,-60,buy_property,,,,,
v1,mock-24591-46c1eb90,1629,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,-300,BUILD,,,,,
v1,mock-24591-46c1eb90,1636,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,90,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1642,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,-100,BUILD,,,,,
v1,mock-24591-46c1eb90,1649,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,150,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1655,88,CASH_CHANGED,,OpenAI GPT 5.4 mini,-100,BUILD,,,,,
v1,mock-24591-46c1eb90,1666,89,CASH_CHANGED,,Claude Haiku 4.5,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1667,89,CASH_CHANGED,,Claude Haiku 4.5,-250,RENT,,,,,
v1,mock-24591-46c1eb90,1668,89,CASH_CHANGED,,OpenAI GPT 5.4 mini,250,RENT,,,,,
v1,mock-24591-46c1eb90,1669,89,RENT_PAID,,,,,Claude Haiku 4.5,OpenAI GPT 5.4 mini,250,-250,250
v1,mock-24591-46c1eb90,1678,90,CASH_CHANGED,,Gemini 3.5 Flash,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1687,91,CASH_CHANGED,,OpenAI GPT 5.4 mini,-15,PAY_POOR_TAX_15,,,,,
v1,mock-24591-46c1eb90,1692,91,CASH_CHANGED,,OpenAI GPT 5.4 mini,-176,UNMORTGAGE,,,,,
v1,mock-24591-46c1eb90,1702,92,CASH_CHANGED,,Claude Haiku 4.5,-8,RENT,,,,,
v1,mock-24591-46c1eb90,1703,92,CASH_CHANGED,,OpenAI GPT 5.4 mini,8,RENT,,,,,
v1,mock-24591-46c1eb90,1704,92,RENT_PAID,,,,,Claude Haiku 4.5,OpenAI GPT 5.4 mini,8,-8,8
v1,mock-24591-46c1eb90,1720,94,CASH_CHANGED,,OpenAI GPT 5.4 mini,-10,RENT,,,,,
v1,mock-24591-46c1eb90,1721,94,CASH_CHANGED,,Claude Haiku 4.5,10,RENT,,,,,
v1,mock-24591-46c1eb90,1722,94,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Claude Haiku 4.5,10,-10,10
v1,mock-24591-46c1eb90,1731,95,CASH_CHANGED,,Claude Haiku 4.5,-12,RENT,,,,,
v1,mock-24591-46c1eb90,1732,95,CASH_CHANGED,,Gemini 3.5 Flash,12,RENT,,,,,
v1,mock-24591-46c1eb90,1733,95,RENT_PAID,,,,,Claude Haiku 4.5,Gemini 3.5 Flash,12,-12,12
v1,mock-24591-46c1eb90,1753,97,CASH_CHANGED,,OpenAI GPT 5.4 mini,50,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1755,97,CASH_CHANGED,,OpenAI GPT 5.4 mini,-200,RENT,,,,,
v1,mock-24591-46c1eb90,1756,97,CASH_CHANGED,,Gemini 3.5 Flash,200,RENT,,,,,
v1,mock-24591-46c1eb90,1757,97,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,200,-200,200
v1,mock-24591-46c1eb90,1762,97,CASH_CHANGED,,OpenAI GPT 5.4 mini,60,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1788,99,CASH_CHANGED,,Gemini 3.5 Flash,-83,UNMORTGAGE,,,,,
v1,mock-24591-46c1eb90,1804,99,CASH_CHANGED,,Gemini 3.5 Flash,-400,BUILD,,,,,
v1,mock-24591-46c1eb90,1824,101,CASH_CHANGED,,Claude Haiku 4.5,200,BANK_ERROR_COLLECT_200,,,,,
v1,mock-24591-46c1eb90,1851,103,CASH_CHANGED,,OpenAI GPT 5.4 mini,-20,RENT,,,,,
v1,mock-24591-46c1eb90,1852,103,CASH_CHANGED,,Claude Haiku 4.5,20,RENT,,,,,
v1,mock-24591-46c1eb90,1853,103,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Claude Haiku 4.5,20,-20,20
v1,mock-24591-46c1eb90,1862,104,CASH_CHANGED,,Claude Haiku 4.5,-100,TAX_LUXURY,,,,,
v1,mock-24591-46c1eb90,1883,106,CASH_CHANGED,,OpenAI GPT 5.4 mini,160,MORTGAGE,,,,,
v1,mock-24591-46c1eb90,1885,106,CASH_CHANGED,,OpenAI GPT 5.4 mini,-200,RENT,,,,,
v1,mock-24591-46c1eb90,1886,106,CASH_CHANGED,,Gemini 3.5 Flash,200,RENT,,,,,
v1,mock-24591-46c1eb90,1887,106,RENT_PAID,,,,,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,200,-200,200
v1,mock-24591-46c1eb90,1892,106,CASH_CHANGED,,OpenAI GPT 5.4 mini,25,SELL_BUILDING,,,,,
v1,mock-24591-46c1eb90,1904,106,CASH_CHANGED,,Gemini 3.5 Flash,-550,TRADE_CASH,,,,,
v1,mock-24591-46c1eb90,1905,106,CASH_CHANGED,,OpenAI GPT 5.4 mini,550,TRADE_CASH,,,,,
v1,mock-24591-46c1eb90,1909,106,CASH_CHANGED,,Gemini 3.5 Flash,-46,MORTGAGE_INTEREST,,,,,
v1,mock-24591-46c1eb90,1914,106,CASH_CHANGED,,OpenAI GPT 5.4 mini,-50,BUILD,,,,,
v1,mock-24591-46c1eb90,1924,107,CASH_CHANGED,,Claude Haiku 4.5,200,PASS_GO,,,,,
v1,mock-24591-46c1eb90,1927,107,CASH_CHANGED,,Claude Haiku 4.5,-200,TAX_INCOME,,,,,
