event_id,seq,turn_index,player_id,reason,delta,cash_before,cash_after,running_peak,drawdown_from_peak
mock-1038910349-f66fa07c-evt-001559,1559,90,Grok 4.3,PASS_GO,200,217,417,1500,1083
mock-1038910349-f66fa07c-evt-001560,1560,90,Grok 4.3,TAX_INCOME,-200,417,217,1500,1283
mock-1038910349-f66fa07c-evt-001569,1569,91,OpenAI GPT 5.5,RENT,-16,87,71,1520,1449
mock-1038910349-f66fa07c-evt-001570,1570,91,Gemini 3.1 Pro Preview,RENT,16,258,274,1838,1564
mock-1038910349-f66fa07c-evt-001588,1588,93,Gemini 3.1 Pro Preview,PASS_GO,200,274,474,1838,1364
mock-1038910349-f66fa07c-evt-001594,1594,93,Gemini 3.1 Pro Preview,buy_property,-60,474,414,1838,1424
mock-1038910349-f66fa07c-evt-001607,1607,94,Grok 4.3,MORTGAGE,160,217,377,1500,1123
mock-1038910349-f66fa07c-evt-001613,1613,94,Grok 4.3,MORTGAGE,120,377,497,1500,1003
mock-1038910349-f66fa07c-evt-001619,1619,94,Grok 4.3,MORTGAGE,110,497,607,1500,893
mock-1038910349-f66fa07c-evt-001621,1621,94,Grok 4.3,RENT,-600,607,7,1500,1493
mock-1038910349-f66fa07c-evt-001622,1622,94,Claude Opus 4.8,RENT,600,1489,2089,2089,0
mock-1038910349-f66fa07c-evt-001628,1628,94,Grok 4.3,MORTGAGE,100,7,107,1500,1393
mock-1038910349-f66fa07c-evt-001638,1638,95,OpenAI GPT 5.5,RENT,-22,71,49,1520,1471
mock-1038910349-f66fa07c-evt-001639,1639,95,Gemini 3.1 Pro Preview,RENT,22,414,436,1838,1402
mock-1038910349-f66fa07c-evt-001661,1661,97,Gemini 3.1 Pro Preview,MORTGAGE,130,436,566,1838,1272
mock-1038910349-f66fa07c-evt-001663,1663,97,Gemini 3.1 Pro Preview,RENT,-550,566,16,1838,1822
mock-1038910349-f66fa07c-evt-001664,1664,97,Claude Opus 4.8,RENT,550,2089,2639,2639,0
mock-1038910349-f66fa07c-evt-001685,1685,99,OpenAI GPT 5.5,PASS_GO,200,49,249,1520,1271
mock-1038910349-f66fa07c-evt-001690,1690,99,OpenAI GPT 5.5,BUILD,-100,249,149,1520,1371
mock-1038910349-f66fa07c-evt-001696,1696,99,OpenAI GPT 5.5,BUILD,-100,149,49,1520,1471
mock-1038910349-f66fa07c-evt-001723,1723,102,Claude Opus 4.8,STREET_REPAIRS,-345,2639,2294,2639,345
mock-1038910349-f66fa07c-evt-001736,1736,103,Gemini 3.1 Pro Preview,MORTGAGE,100,16,116,1838,1722
mock-1038910349-f66fa07c-evt-001738,1738,103,Gemini 3.1 Pro Preview,RENT,-50,116,66,1838,1772
mock-1038910349-f66fa07c-evt-001739,1739,103,OpenAI GPT 5.5,RENT,50,49,99,1520,1421
mock-1038910349-f66fa07c-evt-001757,1757,105,OpenAI GPT 5.5,PASS_GO,200,99,299,1520,1221
mock-1038910349-f66fa07c-evt-001758,1758,105,OpenAI GPT 5.5,RENT,-2,299,297,1520,1223
mock-1038910349-f66fa07c-evt-001759,1759,105,Gemini 3.1 Pro Preview,RENT,2,66,68,1838,1770
mock-1038910349-f66fa07c-evt-001765,1765,105,OpenAI GPT 5.5,BUILD,-200,297,97,1520,1423
mock-1038910349-f66fa07c-evt-001776,1776,106,Claude Opus 4.8,PASS_GO,200,2294,2494,2639,145
mock-1038910349-f66fa07c-evt-001778,1778,106,Gemini 3.1 Pro Preview,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,-10,68,58,1838,1780
mock-1038910349-f66fa07c-evt-001779,1779,106,Claude Opus 4.8,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,10,2494,2504,2639,135
mock-1038910349-f66fa07c-evt-001780,1780,106,Grok 4.3,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,-10,107,97,1500,1403
mock-1038910349-f66fa07c-evt-001781,1781,106,Claude Opus 4.8,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,10,2504,2514,2639,125
mock-1038910349-f66fa07c-evt-001782,1782,106,OpenAI GPT 5.5,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,-10,97,87,1520,1433
mock-1038910349-f66fa07c-evt-001783,1783,106,Claude Opus 4.8,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,10,2514,2524,2639,115
mock-1038910349-f66fa07c-evt-001808,1808,109,Grok 4.3,PASS_GO,200,97,297,1500,1203
mock-1038910349-f66fa07c-evt-001809,1809,109,Grok 4.3,RENT,-2,297,295,1500,1205
mock-1038910349-f66fa07c-evt-001810,1810,109,Gemini 3.1 Pro Preview,RENT,2,58,60,1838,1778
mock-1038910349-f66fa07c-evt-001836,1836,112,Claude Opus 4.8,RENT,-150,2524,2374,2639,265
mock-1038910349-f66fa07c-evt-001837,1837,112,OpenAI GPT 5.5,RENT,150,87,237,1520,1283
mock-1038910349-f66fa07c-evt-001873,1873,113,OpenAI GPT 5.5,auction_bid,-61,237,176,1520,1344
mock-1038910349-f66fa07c-evt-001887,1887,114,Grok 4.3,BANKRUPTCY_CASH,-295,295,0,1500,1500
mock-1038910349-f66fa07c-evt-001888,1888,114,Claude Opus 4.8,BANKRUPTCY_CASH,295,2374,2669,2669,0
mock-1038910349-f66fa07c-evt-001889,1889,114,Grok 4.3,BANKRUPTCY,0,0,0,1500,1500
mock-1038910349-f66fa07c-evt-001905,1905,115,OpenAI GPT 5.5,MORTGAGE,130,176,306,1520,1214
mock-1038910349-f66fa07c-evt-001911,1911,115,OpenAI GPT 5.5,BUILD,-300,306,6,1520,1514
mock-1038910349-f66fa07c-evt-001927,1927,116,Claude Opus 4.8,UNMORTGAGE,-132,2669,2537,2669,132
mock-1038910349-f66fa07c-evt-001933,1933,116,Claude Opus 4.8,UNMORTGAGE,-122,2537,2415,2669,254
mock-1038910349-f66fa07c-evt-001939,1939,116,Claude Opus 4.8,BUILD,-1350,2415,1065,2669,1604
mock-1038910349-f66fa07c-evt-001947,1947,116,Claude Opus 4.8,UNMORTGAGE,-165,1065,900,2669,1769
mock-1038910349-f66fa07c-evt-001953,1953,116,Claude Opus 4.8,BUILD,-450,900,450,2669,2219
mock-1038910349-f66fa07c-evt-001961,1961,116,Claude Opus 4.8,UNMORTGAGE,-176,450,274,2669,2395
mock-1038910349-f66fa07c-evt-001991,1991,119,OpenAI GPT 5.5,SELL_BUILDING,50,6,56,1520,1464
mock-1038910349-f66fa07c-evt-001993,1993,119,OpenAI GPT 5.5,RENT,-50,56,6,1520,1514
mock-1038910349-f66fa07c-evt-001994,1994,119,Claude Opus 4.8,RENT,50,274,324,2669,2345
mock-1038910349-f66fa07c-evt-002011,2011,119,Gemini 3.1 Pro Preview,TRADE_CASH,-47,60,13,1838,1825
mock-1038910349-f66fa07c-evt-002012,2012,119,OpenAI GPT 5.5,TRADE_CASH,47,6,53,1520,1467
mock-1038910349-f66fa07c-evt-002014,2014,119,Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,-13,13,0,1838,1838
mock-1038910349-f66fa07c-evt-002029,2029,121,Gemini 3.1 Pro Preview,PASS_GO,200,0,200,1838,1638
mock-1038910349-f66fa07c-evt-002073,2073,127,Gemini 3.1 Pro Preview,RENT,-14,200,186,1838,1652
mock-1038910349-f66fa07c-evt-002074,2074,127,Claude Opus 4.8,RENT,14,324,338,2669,2331
mock-1038910349-f66fa07c-evt-002102,2102,129,OpenAI GPT 5.5,SELL_BUILDING,50,53,103,1520,1417
mock-1038910349-f66fa07c-evt-002104,2104,129,OpenAI GPT 5.5,RENT,-100,103,3,1520,1517
mock-1038910349-f66fa07c-evt-002105,2105,129,Claude Opus 4.8,RENT,100,338,438,2669,2231
mock-1038910349-f66fa07c-evt-002122,2122,130,Claude Opus 4.8,JAIL_FINE,-50,438,388,2669,2281
mock-1038910349-f66fa07c-evt-002126,2126,130,Claude Opus 4.8,LIFE_INSURANCE_COLLECT_100,100,388,488,2669,2181
mock-1038910349-f66fa07c-evt-002147,2147,132,OpenAI GPT 5.5,SELL_BUILDING,50,3,53,1520,1467
mock-1038910349-f66fa07c-evt-002149,2149,132,OpenAI GPT 5.5,RENT,-24,53,29,1520,1491
mock-1038910349-f66fa07c-evt-002150,2150,132,Gemini 3.1 Pro Preview,RENT,24,186,210,1838,1628
mock-1038910349-f66fa07c-evt-002169,2169,134,Gemini 3.1 Pro Preview,SALE_OF_STOCK_COLLECT_50,50,210,260,1838,1578
mock-1038910349-f66fa07c-evt-002182,2182,135,OpenAI GPT 5.5,SELL_BUILDING,50,29,79,1520,1441
mock-1038910349-f66fa07c-evt-002184,2184,135,OpenAI GPT 5.5,RENT,-52,79,27,1520,1493
mock-1038910349-f66fa07c-evt-002185,2185,135,Claude Opus 4.8,RENT,52,488,540,2669,2129
mock-1038910349-f66fa07c-evt-002203,2203,137,Gemini 3.1 Pro Preview,PASS_GO,200,260,460,1838,1378
mock-1038910349-f66fa07c-evt-002212,2212,138,Gemini 3.1 Pro Preview,RENT,-50,460,410,1838,1428
mock-1038910349-f66fa07c-evt-002213,2213,138,OpenAI GPT 5.5,RENT,50,27,77,1520,1443
mock-1038910349-f66fa07c-evt-002223,2223,139,Gemini 3.1 Pro Preview,RENT,-14,410,396,1838,1442
mock-1038910349-f66fa07c-evt-002224,2224,139,Claude Opus 4.8,RENT,14,540,554,2669,2115
mock-1038910349-f66fa07c-evt-002234,2234,140,OpenAI GPT 5.5,PASS_GO,200,77,277,1520,1243
mock-1038910349-f66fa07c-evt-002236,2236,140,OpenAI GPT 5.5,INHERIT_100,100,277,377,1520,1143
mock-1038910349-f66fa07c-evt-002273,2273,142,Claude Opus 4.8,TAX_LUXURY,-100,554,454,2669,2215
mock-1038910349-f66fa07c-evt-002282,2282,143,Gemini 3.1 Pro Preview,RENT,-50,396,346,1838,1492
mock-1038910349-f66fa07c-evt-002283,2283,143,Claude Opus 4.8,RENT,50,454,504,2669,2165
mock-1038910349-f66fa07c-evt-002294,2294,144,OpenAI GPT 5.5,HOLIDAY_FUND_RECEIVE_100,100,377,477,1520,1043
mock-1038910349-f66fa07c-evt-002307,2307,145,OpenAI GPT 5.5,SELL_BUILDING,100,477,577,1520,943
mock-1038910349-f66fa07c-evt-002314,2314,145,OpenAI GPT 5.5,SELL_BUILDING,150,577,727,1520,793
mock-1038910349-f66fa07c-evt-002322,2322,145,OpenAI GPT 5.5,MORTGAGE,80,727,807,1520,713
mock-1038910349-f66fa07c-evt-002328,2328,145,OpenAI GPT 5.5,MORTGAGE,70,807,877,1520,643
mock-1038910349-f66fa07c-evt-002330,2330,145,OpenAI GPT 5.5,RENT,-875,877,2,1520,1518
mock-1038910349-f66fa07c-evt-002331,2331,145,Claude Opus 4.8,RENT,875,504,1379,2669,1290
mock-1038910349-f66fa07c-evt-002337,2337,145,OpenAI GPT 5.5,MORTGAGE,70,2,72,1520,1448
mock-1038910349-f66fa07c-evt-002384,2384,145,Gemini 3.1 Pro Preview,TRADE_CASH,-175,346,171,1838,1667
mock-1038910349-f66fa07c-evt-002385,2385,145,OpenAI GPT 5.5,TRADE_CASH,175,72,247,1520,1273
mock-1038910349-f66fa07c-evt-002390,2390,145,Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,-22,171,149,1838,1689
mock-1038910349-f66fa07c-evt-002395,2395,145,OpenAI GPT 5.5,MORTGAGE,30,247,277,1520,1243
mock-1038910349-f66fa07c-evt-002448,2448,145,Gemini 3.1 Pro Preview,MORTGAGE_INTEREST,-3,149,146,1838,1692
mock-1038910349-f66fa07c-evt-002457,2457,146,Claude Opus 4.8,PASS_GO,200,1379,1579,2669,1090
mock-1038910349-f66fa07c-evt-002462,2462,146,Claude Opus 4.8,BUILD,-1200,1579,379,2669,2290
mock-1038910349-f66fa07c-evt-002478,2478,147,Gemini 3.1 Pro Preview,SELL_BUILDING,200,146,346,1838,1492
mock-1038910349-f66fa07c-evt-002485,2485,147,Gemini 3.1 Pro Preview,MORTGAGE,100,346,446,1838,1392
mock-1038910349-f66fa07c-evt-002487,2487,147,Gemini 3.1 Pro Preview,RENT,-390,446,56,1838,1782
mock-1038910349-f66fa07c-evt-002488,2488,147,Claude Opus 4.8,RENT,390,379,769,2669,1900
mock-1038910349-f66fa07c-evt-002540,2540,149,Claude Opus 4.8,BUILD,-600,769,169,2669,2500
mock-1038910349-f66fa07c-evt-002556,2556,150,Gemini 3.1 Pro Preview,BANKRUPTCY_CASH,-56,56,0,1838,1838
mock-1038910349-f66fa07c-evt-002557,2557,150,Claude Opus 4.8,BANKRUPTCY_CASH,56,169,225,2669,2444
mock-1038910349-f66fa07c-evt-002558,2558,150,Gemini 3.1 Pro Preview,BANKRUPTCY,0,0,0,1838,1838
