turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
33,Claude Opus 4.8,1,0.04905,7560,450,78,8010,7637
34,Gemini 3.1 Pro Preview,1,0.018114,4395,777,674,5172,9233
35,Claude Opus 4.8,1,0.038955,6506,257,52,6763,5039
35,Gemini 3.1 Pro Preview,1,0.013428,3696,503,397,4199,5788
35,Grok 4.3,3,0.016473,10913,1536,1303,12449,24334
35,OpenAI GPT 5.5,1,0.035225,3409,606,516,4015,17555
36,Gemini 3.1 Pro Preview,2,0.027222,7359,1042,826,8401,12384
36,OpenAI GPT 5.5,3,0.15687,9954,3570,3154,13524,92567
38,Gemini 3.1 Pro Preview,1,0.013916,4192,461,375,4653,5437
39,Grok 4.3,1,0.005923,3712,567,494,4279,9979
40,Claude Opus 4.8,1,0.067995,7079,1304,265,8383,18916
40,Gemini 3.1 Pro Preview,2,0.02476,7580,800,605,8380,9550
40,Grok 4.3,1,0.005434,3861,485,378,4346,7268
40,OpenAI GPT 5.5,7,0.38569,24392,8791,7832,33183,223154
41,OpenAI GPT 5.5,2,0.130345,7283,3131,2951,10414,77889
42,Claude Opus 4.8,1,0.04714,6583,569,145,7152,9704
43,Gemini 3.1 Pro Preview,3,0.070064,12850,3697,3307,16547,37744
44,Grok 4.3,1,0.005816,4126,344,282,4470,6944
45,OpenAI GPT 5.5,5,0.16555,18122,2498,2007,20620,70353
46,Claude Opus 4.8,1,0.044195,6494,469,94,6963,7996
47,Gemini 3.1 Pro Preview,1,0.023502,4389,1227,1144,5616,12147
48,Grok 4.3,1,0.005537,3793,399,312,4192,8314
49,OpenAI GPT 5.5,3,0.12734,10102,2561,2231,12663,66102
50,Claude Opus 4.8,4,0.186635,27127,2040,379,29167,35304
51,Gemini 3.1 Pro Preview,1,0.017256,4344,714,610,5058,8035
52,Grok 4.3,1,0.004782,3808,439,349,4247,5811
53,Claude Opus 4.8,4,0.22995,29615,3275,752,32890,52983
53,Gemini 3.1 Pro Preview,4,0.075924,17922,3340,2827,21262,35910
53,Grok 4.3,5,0.029718,20152,2483,1962,22635,42382
53,OpenAI GPT 5.5,13,0.960865,50267,23651,21692,73918,588937
54,Claude Opus 4.8,1,0.052415,8438,409,97,8847,6896
55,Gemini 3.1 Pro Preview,1,0.021808,4970,989,894,5959,11177
56,Grok 4.3,1,0.006091,4306,364,288,4670,6269
57,Grok 4.3,2,0.012938,8401,1620,1291,10021,28720
57,OpenAI GPT 5.5,5,0.26591,19132,5675,5094,24807,153331
58,Claude Opus 4.8,3,0.15541,22727,1671,342,24398,28308
60,Grok 4.3,1,0.005525,4092,594,525,4686,8794
61,Grok 4.3,1,0.005501,3827,690,610,4517,9132
61,OpenAI GPT 5.5,2,0.17864,7096,4772,4530,11868,105533
62,Claude Opus 4.8,1,0.05272,7544,600,122,8144,10725
63,Claude Opus 4.8,1,0.048865,7663,422,108,8085,6704
64,Gemini 3.1 Pro Preview,1,0.013518,3669,515,419,4184,6525
65,Grok 4.3,2,0.01079,7646,1165,1029,8811,17506
66,Gemini 3.1 Pro Preview,1,0.020826,4095,1053,951,5148,10632
66,Grok 4.3,4,0.022676,15827,2286,1652,18113,38454
66,OpenAI GPT 5.5,7,0.376845,25005,8394,7463,33399,208627
67,Claude Opus 4.8,1,0.048295,7819,368,55,8187,10693
68,Gemini 3.1 Pro Preview,1,0.012986,3841,442,331,4283,5777
69,Grok 4.3,1,0.006141,4070,475,396,4545,7498
70,Gemini 3.1 Pro Preview,1,0.013608,4110,449,351,4559,5391
70,OpenAI GPT 5.5,6,0.425125,22721,10384,9649,33105,233353
71,OpenAI GPT 5.5,1,0.057825,3825,1290,1197,5115,30156
72,Claude Opus 4.8,1,0.048645,7839,378,87,8217,6740
73,Claude Opus 4.8,1,0.045805,7696,293,62,7989,5791
74,Gemini 3.1 Pro Preview,2,0.04051,7949,2051,1810,10000,20212
75,Grok 4.3,1,0.005691,3856,402,333,4258,6737
76,Grok 4.3,1,0.004964,3827,502,425,4329,6650
77,Gemini 3.1 Pro Preview,1,0.02442,4008,1367,1243,5375,13561
77,OpenAI GPT 5.5,4,0.275205,14085,6826,6325,20911,148666
78,Claude Opus 4.8,2,0.09367,14569,833,163,15402,15527
79,Gemini 3.1 Pro Preview,1,0.01613,4567,583,512,5150,6068
80,Grok 4.3,1,0.004742,3870,392,319,4262,4813
81,Gemini 3.1 Pro Preview,3,0.05276,13120,2210,1892,15330,23807
81,Grok 4.3,2,0.012058,8402,1106,917,9508,20461
81,OpenAI GPT 5.5,8,0.815469,30321,22628,21297,52949,505986
82,Claude Opus 4.8,1,0.056345,8914,471,90,9385,7312
83,Gemini 3.1 Pro Preview,1,0.017004,5058,574,481,5632,7471
84,Grok 4.3,1,0.006052,4394,654,571,5048,9838
85,Claude Opus 4.8,1,0.06544,8293,959,193,9252,13468
85,Gemini 3.1 Pro Preview,4,0.056076,18138,1650,1272,19788,21535
85,Grok 4.3,1,0.007357,4481,756,647,5237,12682
85,OpenAI GPT 5.5,11,0.840855,45795,20972,19274,66767,450701
86,Gemini 3.1 Pro Preview,3,0.04262,13918,1232,860,15150,15249
86,Grok 4.3,1,0.006064,4523,406,308,4929,6633
86,OpenAI GPT 5.5,8,0.59343,34098,14674,13460,48772,314065
87,Claude Opus 4.8,1,0.0548,8795,433,90,9228,6548
88,Claude Opus 4.8,1,0.052815,8648,383,64,9031,5840
89,Gemini 3.1 Pro Preview,1,0.016472,4756,580,480,5336,6035
90,Gemini 3.1 Pro Preview,1,0.02587,4733,1367,1267,6100,12948
91,Grok 4.3,1,0.005794,4119,500,447,4619,9220
92,Gemini 3.1 Pro Preview,1,0.02536,4082,1433,1259,5515,13960
92,Grok 4.3,1,0.005189,3960,499,402,4459,7185
92,OpenAI GPT 5.5,3,0.494635,11345,14597,14152,25942,299475
93,Claude Opus 4.8,1,0.051835,8137,446,96,8583,7871
94,Gemini 3.1 Pro Preview,1,0.016388,4600,599,527,5199,6702
95,Grok 4.3,1,0.00496,3866,481,409,4347,7312
96,Claude Opus 4.8,1,0.055215,7748,659,99,8407,9631
96,Gemini 3.1 Pro Preview,3,0.039694,12425,1237,875,13662,14726
96,OpenAI GPT 5.5,6,0.51816,23406,13371,12428,36777,276887
97,Claude Opus 4.8,1,0.05435,8935,387,85,9322,6567
98,Gemini 3.1 Pro Preview,2,0.031306,9251,1067,900,10318,13055
99,Grok 4.3,1,0.005909,4235,488,397,4723,9212
100,Grok 4.3,1,0.005501,4241,510,432,4751,9686
101,OpenAI GPT 5.5,1,0.07628,3916,1890,1800,5806,39652
102,Claude Opus 4.8,2,0.11948,17181,1343,248,18524,20818
103,Gemini 3.1 Pro Preview,1,0.014266,4859,379,303,5238,4452
104,Grok 4.3,1,0.005367,4256,449,385,4705,8184
105,OpenAI GPT 5.5,1,0.11726,3862,3265,3180,7127,65382
106,Claude Opus 4.8,1,0.04994,7478,502,43,7980,8085
106,Gemini 3.1 Pro Preview,2,0.036002,8185,1636,1381,9821,15877
106,Grok 4.3,2,0.011356,8329,1023,827,9352,15218
106,OpenAI GPT 5.5,7,0.780135,26769,21543,20377,48312,441341
107,OpenAI GPT 5.5,1,0.05003,4120,981,901,5101,21230
108,Claude Opus 4.8,1,0.05503,8891,423,103,9314,7244
109,Gemini 3.1 Pro Preview,1,0.018626,5041,712,605,5753,7593
110,Grok 4.3,1,0.005823,4388,377,313,4765,6036
111,Claude Opus 4.8,1,0.0476,7955,313,37,8268,5857
111,Gemini 3.1 Pro Preview,4,0.055684,17456,1731,1318,19187,20934
111,Grok 4.3,1,0.005712,4362,507,417,4869,8071
111,OpenAI GPT 5.5,11,1.14044,44392,30616,28682,75008,624811
112,Claude Opus 4.8,1,0.055325,9135,386,94,9521,6160
113,Claude Opus 4.8,1,0.05882,9169,519,138,9688,8668
114,Gemini 3.1 Pro Preview,1,0.014608,5204,350,266,5554,4314
115,Grok 4.3,2,0.012271,8719,1221,1044,9940,17281
116,Grok 4.3,1,0.005902,4482,550,477,5032,6852
117,Grok 4.3,6,0.037261,24478,3391,2806,27869,51426
118,Claude Opus 4.8,1,0.053985,9117,336,43,9453,5112
118,Gemini 3.1 Pro Preview,4,0.056362,18053,1688,1302,19741,21100
118,Grok 4.3,6,0.043938,27536,4721,4147,32257,60003
118,OpenAI GPT 5.5,15,1.606065,65589,42604,40231,108193,44887100
119,Claude Opus 4.8,1,0.063375,9640,607,106,10247,8985
120,Gemini 3.1 Pro Preview,1,0.021964,5498,914,816,6412,9794
121,Grok 4.3,1,0.007047,4807,469,395,5276,7758
122,Gemini 3.1 Pro Preview,2,0.032366,9595,1098,868,10693,12155
122,Grok 4.3,4,0.029423,18400,2865,2427,21265,34511
122,OpenAI GPT 5.5,10,0.96165,43206,24854,23416,68060,500755
123,Claude Opus 4.8,1,0.053295,8854,361,84,9215,6523
124,Gemini 3.1 Pro Preview,1,0.014356,5144,339,279,5483,4351
125,Grok 4.3,1,0.006955,4385,670,587,5055,12569
126,Claude Opus 4.8,1,0.04461,7357,313,69,7670,7734
126,Gemini 3.1 Pro Preview,3,0.057092,12886,2610,2208,15496,26200
126,OpenAI GPT 5.5,7,0.50424,26388,12410,11539,38798,285029
128,Gemini 3.1 Pro Preview,7,0.096842,28567,3309,2743,31876,35974
129,Grok 4.3,2,0.012301,7999,1082,887,9081,19622
130,Claude Opus 4.8,1,0.042985,7357,248,45,7605,4568
130,Gemini 3.1 Pro Preview,2,0.025782,8007,814,579,8821,9439
130,Grok 4.3,1,0.005267,4054,483,374,4537,5483
130,OpenAI GPT 5.5,7,0.53568,26406,13455,12618,39861,354767
131,Claude Opus 4.8,1,0.04948,7011,577,88,7588,9604
132,Gemini 3.1 Pro Preview,1,0.012202,4379,287,242,4666,4275
133,Grok 4.3,1,0.006258,4222,634,537,4856,9631
134,Grok 4.3,1,0.005167,3835,230,172,4065,4377
136,Claude Opus 4.8,1,0.04094,6778,282,85,7060,4990
137,Gemini 3.1 Pro Preview,1,0.011672,4234,267,195,4501,4336
138,OpenAI GPT 5.5,1,0.028265,3517,356,268,3873,10217
139,Claude Opus 4.8,6,0.33812,43694,4786,733,48480,74243
140,Gemini 3.1 Pro Preview,1,0.017962,4235,791,702,5026,7737
141,OpenAI GPT 5.5,1,0.031565,3223,515,430,3738,13112
142,Claude Opus 4.8,1,0.06306,7222,1078,316,8300,17795
143,Gemini 3.1 Pro Preview,1,0.018988,4268,871,779,5139,8810
144,Claude Opus 4.8,1,0.04263,7361,233,61,7594,4286
144,Gemini 3.1 Pro Preview,5,0.077566,20465,3053,2512,23518,32580
144,OpenAI GPT 5.5,9,0.546635,32599,12788,11614,45387,326155
146,Gemini 3.1 Pro Preview,1,0.013108,4838,286,199,5124,4027
147,Claude Opus 4.8,1,0.04281,7452,222,35,7674,4214
147,OpenAI GPT 5.5,3,0.24059,12040,6013,5695,18053,148902
148,Claude Opus 4.8,2,0.09982,15349,923,157,16272,17032
149,Gemini 3.1 Pro Preview,1,0.013242,4827,299,204,5126,4146
150,Gemini 3.1 Pro Preview,1,0.02363,4207,1268,1135,5475,10828
151,OpenAI GPT 5.5,1,0.035045,3373,606,516,3979,15190
152,Claude Opus 4.8,1,0.057275,7580,775,215,8355,13235
153,OpenAI GPT 5.5,1,0.02941,3326,426,337,3752,11750
154,Claude Opus 4.8,1,0.045035,7572,287,62,7859,5503
155,Claude Opus 4.8,2,0.07593,13171,403,40,13574,8182
155,OpenAI GPT 5.5,5,0.23585,17362,4968,4445,22330,124128
156,Claude Opus 4.8,1,0.047995,7844,351,60,8195,6701
157,OpenAI GPT 5.5,1,0.036215,3571,612,516,4183,17718
158,Claude Opus 4.8,1,0.047605,7926,319,58,8245,5798
159,Claude Opus 4.8,1,0.05137,7929,469,95,8398,8118
161,Claude Opus 4.8,1,0.040835,6897,254,42,7151,5385
161,OpenAI GPT 5.5,2,0.102145,7253,2196,1967,9449,55131
162,OpenAI GPT 5.5,1,0.030565,3701,402,325,4103,11341
163,OpenAI GPT 5.5,1,0.029295,3699,360,280,4059,10417
164,Claude Opus 4.8,2,0.08417,13154,736,145,13890,13522
165,OpenAI GPT 5.5,1,0.028935,3471,386,299,3857,8879
