turn_index,space_index,space_name,space_kind,space_group,price,owner_id,mortgaged,houses,hotel
9,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
9,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
9,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
9,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
9,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,False,0,False
9,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
9,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
9,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
10,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
10,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
10,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
10,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
10,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,False,0,False
10,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
10,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
10,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
11,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
11,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
11,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
11,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
11,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,False,0,False
11,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
11,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
11,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
12,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
12,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
12,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
12,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
12,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,False,0,False
12,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
12,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
12,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
13,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
13,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
13,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
13,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
13,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
13,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
13,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
13,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
14,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
14,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
14,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
14,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
14,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
14,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
14,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
14,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
14,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
15,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
15,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
15,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
15,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
15,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
15,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
15,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
15,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
15,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
15,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
16,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
16,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
16,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
16,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
16,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
16,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
16,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
16,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
16,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
16,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
16,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
17,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
17,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
17,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
17,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
17,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
17,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
17,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
17,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
17,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
17,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
17,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
17,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
18,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
18,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
18,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
18,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
18,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
18,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
18,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
18,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
18,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
18,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
18,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
18,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
19,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
19,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
19,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
19,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
19,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
19,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
19,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
19,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
19,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
19,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
19,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
19,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
19,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
20,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
20,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
20,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
20,13,States Avenue,PROPERTY,PINK,140,OpenAI GPT 5.5,True,0,False
20,14,Virginia Avenue,PROPERTY,PINK,160,OpenAI GPT 5.5,True,0,False
20,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
20,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
20,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
20,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
20,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
20,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
20,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
20,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
21,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
21,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
21,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
21,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,True,0,False
21,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,True,0,False
21,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
21,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
21,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
21,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
21,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
21,29,Marvin Gardens,PROPERTY,YELLOW,280,OpenAI GPT 5.5,True,0,False
21,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
21,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
21,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
22,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
22,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
22,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
22,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,True,0,False
22,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,True,0,False
22,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
22,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
22,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
22,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
22,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
22,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,True,0,False
22,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
22,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
22,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
23,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
23,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
23,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
23,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,True,0,False
23,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,True,0,False
23,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
23,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
23,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
23,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
23,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
23,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,True,0,False
23,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
23,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
23,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
24,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
24,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
24,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
24,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
24,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,True,0,False
24,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,True,0,False
24,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
24,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
24,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
24,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
24,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
24,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,True,0,False
24,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
24,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
24,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
25,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
25,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
25,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
25,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
25,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
25,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,False,0,False
25,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
25,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
25,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
25,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
25,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
25,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,False,0,False
25,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
25,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
25,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
26,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
26,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
26,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,True,0,False
26,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,True,0,False
26,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
26,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,False,0,False
26,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
26,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
26,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
26,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
26,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
26,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,False,0,False
26,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
26,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
26,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
27,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
27,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
27,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
27,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
27,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
27,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,False,0,False
27,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
27,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
27,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
27,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
27,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
27,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,False,0,False
27,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
27,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
27,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
28,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
28,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
28,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
28,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
28,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
28,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,False,0,False
28,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
28,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
28,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
28,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
28,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
28,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,False,0,False
28,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
28,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
28,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
29,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
29,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
29,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
29,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
29,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
29,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,False,0,False
29,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
29,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
29,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
29,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
29,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
29,29,Marvin Gardens,PROPERTY,YELLOW,280,Gemini 3.1 Pro Preview,False,0,False
29,32,North Carolina Avenue,PROPERTY,GREEN,300,Grok 4.3,False,0,False
29,34,Pennsylvania Avenue,PROPERTY,GREEN,320,Gemini 3.1 Pro Preview,False,0,False
29,37,Park Place,PROPERTY,DARK_BLUE,350,Gemini 3.1 Pro Preview,False,0,False
30,5,Reading Railroad,RAILROAD,RAILROAD,200,Claude Opus 4.8,False,0,False
30,6,Oriental Avenue,PROPERTY,LIGHT_BLUE,100,Grok 4.3,False,0,False
30,8,Vermont Avenue,PROPERTY,LIGHT_BLUE,100,OpenAI GPT 5.5,False,0,False
30,9,Connecticut Avenue,PROPERTY,LIGHT_BLUE,120,OpenAI GPT 5.5,False,0,False
30,13,States Avenue,PROPERTY,PINK,140,Gemini 3.1 Pro Preview,False,0,False
30,14,Virginia Avenue,PROPERTY,PINK,160,Gemini 3.1 Pro Preview,False,0,False
30,15,Pennsylvania Railroad,RAILROAD,RAILROAD,200,Grok 4.3,False,0,False
30,18,Tennessee Avenue,PROPERTY,ORANGE,180,Claude Opus 4.8,False,0,False
30,21,Kentucky Avenue,PROPERTY,RED,220,Grok 4.3,False,0,False
30,24,Illinois Avenue,PROPERTY,RED,240,Claude Opus 4.8,False,0,False
30,25,B. & O. Railroad,RAILROAD,RAILROAD,200,Gemini 3.1 Pro Preview,False,0,False
