turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
30,Gemini 3.5 Flash,2,0.034783,7349,2640,2315,9989,13493
30,OpenAI GPT 5.4 mini,1,0.003866,2977,363,294,3340,7125
31,Grok 4.3,2,0.010779,6800,1019,832,7819,17288
32,OpenAI GPT 5.4 mini,1,0.006778,3109,988,918,4097,13044
33,OpenAI GPT 5.4 mini,1,0.002831,3121,109,39,3230,2335
34,OpenAI GPT 5.4 mini,1,0.011187,3120,1966,1901,5086,21022
35,Claude Haiku 4.5,3,0.057879,13954,8785,3321,22739,83457
35,OpenAI GPT 5.4 mini,2,0.009963,6255,1594,1343,7849,21445
36,Gemini 3.5 Flash,3,0.053058,11720,3942,3459,15662,21230
36,OpenAI GPT 5.4 mini,1,0.005643,3300,704,644,4004,9485
37,Grok 4.3,1,0.005555,3906,484,392,4390,8832
38,OpenAI GPT 5.4 mini,1,0.005002,3327,557,493,3884,7490
39,Claude Haiku 4.5,1,0.012957,4857,1620,650,6477,16238
40,Gemini 3.5 Flash,5,0.110504,21115,8759,7672,29874,49317
40,Grok 4.3,2,0.011787,7896,1197,984,9093,18004
40,OpenAI GPT 5.4 mini,2,0.00875,6753,819,705,7572,13715
41,Grok 4.3,1,0.006568,4108,627,536,4735,9899
42,Gemini 3.5 Flash,2,0.04026,8636,3034,2613,11670,18276
42,OpenAI GPT 5.4 mini,3,0.029562,10598,4803,4438,15401,59159
43,Claude Haiku 4.5,1,0.014358,5268,1818,803,7086,18251
44,Claude Haiku 4.5,2,0.022547,10802,2349,1512,13151,24395
44,Gemini 3.5 Flash,10,0.232077,47846,17812,15440,65658,94318
44,Grok 4.3,3,0.017525,13181,1226,969,14407,25298
44,OpenAI GPT 5.4 mini,3,0.030133,11407,4795,4444,16202,61001
45,Grok 4.3,1,0.006679,4494,774,689,5268,12782
46,OpenAI GPT 5.4 mini,2,0.011686,7649,1322,1200,8971,18478
47,Claude Haiku 4.5,1,0.012315,5250,1413,681,6663,15600
48,Gemini 3.5 Flash,1,0.022644,4668,1738,1606,6406,9773
49,Grok 4.3,1,0.005384,3971,383,289,4354,7800
50,OpenAI GPT 5.4 mini,2,0.010299,6718,1169,1052,7887,14921
51,Claude Haiku 4.5,1,0.013275,4900,1675,757,6575,18115
52,Claude Haiku 4.5,1,0.010943,4743,1240,632,5983,13772
52,Gemini 3.5 Flash,4,0.06617,17455,4443,3620,21898,24639
52,Grok 4.3,1,0.005549,3725,411,312,4136,8281
52,OpenAI GPT 5.4 mini,1,0.003577,3318,242,168,3560,2029
53,Grok 4.3,1,0.006433,3910,672,596,4582,11012
54,OpenAI GPT 5.4 mini,1,0.004131,3462,341,270,3803,4284
55,Claude Haiku 4.5,1,0.02715,4960,4438,1713,9398,41049
56,Gemini 3.5 Flash,2,0.034101,9138,2266,1984,11404,13692
57,Claude Haiku 4.5,4,0.052746,20751,6399,3399,27150,68860
57,Gemini 3.5 Flash,9,0.218243,42913,17097,15033,60010,91620
57,Grok 4.3,2,0.012527,8349,1105,893,9454,20379
57,OpenAI GPT 5.4 mini,1,0.010988,3718,1822,1751,5540,21944
58,Claude Haiku 4.5,1,0.014003,5318,1737,1366,7055,18571
58,Gemini 3.5 Flash,1,0.012911,4683,654,567,5337,4840
58,Grok 4.3,3,0.018133,12990,1242,1002,14232,25739
58,OpenAI GPT 5.4 mini,1,0.009865,3943,1535,1468,5478,16786
59,OpenAI GPT 5.4 mini,1,0.018357,3932,3424,3360,7356,33451
60,Claude Haiku 4.5,1,0.014131,5301,1766,851,7067,18348
61,Claude Haiku 4.5,3,0.039292,14392,4980,2354,19372,50530
61,Gemini 3.5 Flash,1,0.008376,4240,224,147,4464,2713
61,Grok 4.3,1,0.006683,3828,813,702,4641,12396
61,OpenAI GPT 5.4 mini,1,0.018476,3455,3530,3455,6985,50534
62,Claude Haiku 4.5,1,0.010622,4717,1181,690,5898,12592
62,Gemini 3.5 Flash,5,0.104658,22528,7874,6925,30402,39451
62,Grok 4.3,1,0.005909,3893,632,530,4525,7256
63,Grok 4.3,1,0.005221,4031,476,397,4507,6674
64,Grok 4.3,1,0.005137,3976,470,378,4446,6176
65,OpenAI GPT 5.4 mini,9,0.057747,30640,7726,7011,38366,89914
66,Claude Haiku 4.5,1,0.013455,4860,1719,734,6579,18405
67,Gemini 3.5 Flash,3,0.042908,12813,2632,2225,15445,14242
68,Grok 4.3,1,0.006061,3808,574,453,4382,8718
69,OpenAI GPT 5.4 mini,4,0.039504,13342,6555,6264,19897,76081
70,Claude Haiku 4.5,1,0.013167,4772,1679,774,6451,17593
71,Gemini 3.5 Flash,1,0.022953,4382,1820,1706,6202,8954
72,Grok 4.3,1,0.006021,3838,543,445,4381,8041
73,Grok 4.3,1,0.004962,3834,471,373,4305,5686
74,OpenAI GPT 5.4 mini,1,0.003508,3346,222,159,3568,3040
75,Claude Haiku 4.5,1,0.010317,4717,1120,523,5837,16265
76,Gemini 3.5 Flash,1,0.015586,4343,1008,918,5351,5737
77,Grok 4.3,1,0.005327,3818,437,339,4255,6129
78,OpenAI GPT 5.4 mini,1,0.003664,3320,261,198,3581,2061
79,Claude Haiku 4.5,1,0.011244,4669,1315,621,5984,12039
80,Claude Haiku 4.5,1,0.010569,4609,1192,777,5801,13716
81,Gemini 3.5 Flash,2,0.056946,8792,4862,4544,13654,24671
82,Gemini 3.5 Flash,1,0.011888,4319,601,501,4920,4079
83,Grok 4.3,2,0.009838,7292,746,594,8038,10942
84,OpenAI GPT 5.4 mini,1,0.003158,3299,152,95,3451,2824
85,Claude Haiku 4.5,1,0.011045,4635,1282,564,5917,19421
86,Gemini 3.5 Flash,2,0.041472,8736,3152,2705,11888,18177
87,Grok 4.3,1,0.005654,3559,697,613,4256,8855
88,OpenAI GPT 5.4 mini,7,0.045587,23613,6195,5595,29808,102769
89,Claude Haiku 4.5,1,0.013442,4677,1753,688,6430,17938
91,OpenAI GPT 5.4 mini,2,0.01695,6760,2640,2479,9400,28388
92,Claude Haiku 4.5,1,0.012779,4649,1626,766,6275,17368
93,Gemini 3.5 Flash,1,0.013293,3798,844,731,4642,4709
94,OpenAI GPT 5.4 mini,1,0.006042,3436,770,701,4206,6030
95,Claude Haiku 4.5,1,0.011891,4726,1433,601,6159,14730
96,Gemini 3.5 Flash,1,0.009798,3826,451,343,4277,3019
97,OpenAI GPT 5.4 mini,3,0.013718,9975,1386,1172,11361,20727
98,Claude Haiku 4.5,1,0.014244,4704,1908,863,6612,19009
99,Gemini 3.5 Flash,5,0.139766,22437,11790,10890,34227,57194
99,OpenAI GPT 5.4 mini,1,0.008234,3329,1275,1207,4604,15075
100,OpenAI GPT 5.4 mini,1,0.005033,3603,518,460,4121,5384
101,Claude Haiku 4.5,1,0.014147,4962,1837,823,6799,18958
102,Gemini 3.5 Flash,2,0.042801,9520,3169,2792,12689,16117
102,OpenAI GPT 5.4 mini,1,0.003994,3514,302,226,3816,2882
103,OpenAI GPT 5.4 mini,1,0.005484,3760,592,516,4352,7261
104,Claude Haiku 4.5,1,0.010542,5067,1095,486,6162,10628
105,Gemini 3.5 Flash,1,0.024413,4767,1918,1797,6685,11764
106,Gemini 3.5 Flash,1,0.021402,4470,1633,1480,6103,9214
106,OpenAI GPT 5.4 mini,5,0.076234,18738,13818,13340,32556,174223
107,Claude Haiku 4.5,1,0.012602,4937,1533,677,6470,16263
109,Claude Haiku 4.5,1,0.009973,4763,1042,699,5805,11654
109,Gemini 3.5 Flash,1,0.024213,4232,1985,1805,6217,11309
109,OpenAI GPT 5.4 mini,8,0.070787,28977,10901,10096,39878,120849
110,Claude Haiku 4.5,1,0.012015,4955,1412,656,6367,16844
111,Gemini 3.5 Flash,2,0.034262,8759,2347,2078,11106,13272
112,OpenAI GPT 5.4 mini,1,0.008134,3484,1227,1155,4711,14810
113,Claude Haiku 4.5,1,0.011776,4881,1379,678,6260,14507
114,Claude Haiku 4.5,1,0.01133,4900,1286,585,6186,13463
115,Claude Haiku 4.5,1,0.012469,4899,1514,763,6413,15620
116,Gemini 3.5 Flash,1,0.024693,4714,1958,1864,6672,11195
117,OpenAI GPT 5.4 mini,9,0.088987,31524,14521,13740,46045,250608
118,OpenAI GPT 5.4 mini,5,0.027657,16875,3756,3261,20631,74328
119,Claude Haiku 4.5,1,0.011653,4863,1358,713,6221,14254
120,Gemini 3.5 Flash,5,0.069378,23146,3851,3212,26997,23922
121,OpenAI GPT 5.4 mini,4,0.028385,13589,4043,3710,17632,53876
122,Claude Haiku 4.5,1,0.011763,4858,1381,578,6239,15683
123,Gemini 3.5 Flash,2,0.053223,9448,4339,3959,13787,24439
123,OpenAI GPT 5.4 mini,1,0.006569,3425,889,833,4314,10021
124,OpenAI GPT 5.4 mini,4,0.044732,14312,7555,7178,21867,82183
125,Claude Haiku 4.5,3,0.04616,14900,6252,2939,21152,65728
126,Claude Haiku 4.5,3,0.040755,15015,5148,2380,20163,50403
126,Gemini 3.5 Flash,6,0.154864,29947,12216,11017,42163,67082
127,OpenAI GPT 5.4 mini,3,0.019047,11938,2819,2520,14757,28090
128,Claude Haiku 4.5,1,0.014469,5264,1841,839,7105,17537
129,Gemini 3.5 Flash,4,0.095981,20623,7640,6798,28263,40671
129,OpenAI GPT 5.4 mini,3,0.021659,11971,2818,2534,14789,35344
130,Gemini 3.5 Flash,1,0.032133,5192,2705,2589,7897,14047
131,Claude Haiku 4.5,1,0.010125,5270,971,733,6241,10955
131,OpenAI GPT 5.4 mini,6,0.077561,23651,13294,12712,36945,141730
132,Claude Haiku 4.5,1,0.010772,5172,1120,535,6292,12347
134,OpenAI GPT 5.4 mini,6,0.039516,21861,5637,5084,27498,78241
135,Claude Haiku 4.5,1,0.012356,4871,1497,693,6368,15445
136,Gemini 3.5 Flash,1,0.010391,3873,509,396,4382,3409
137,OpenAI GPT 5.4 mini,2,0.011989,6931,1509,1340,8440,19679
138,Claude Haiku 4.5,1,0.014258,4778,1896,848,6674,20841
139,Claude Haiku 4.5,2,0.018848,9783,1813,1081,11596,19725
139,Gemini 3.5 Flash,8,0.172203,36502,13050,11810,49552,71426
139,OpenAI GPT 5.4 mini,1,0.006086,3243,812,757,4055,10810
140,OpenAI GPT 5.4 mini,6,0.028884,22445,3177,2626,25622,50755
141,Claude Haiku 4.5,3,0.033745,14870,3775,1910,18645,42741
141,Gemini 3.5 Flash,1,0.014547,4070,938,828,5008,5430
141,OpenAI GPT 5.4 mini,1,0.004091,3469,331,280,3800,4493
142,Gemini 3.5 Flash,1,0.051213,4892,4875,4730,9767,22651
143,OpenAI GPT 5.4 mini,1,0.012328,3633,2134,2064,5767,21177
144,Claude Haiku 4.5,1,0.015016,5086,1986,701,7072,19970
146,OpenAI GPT 5.4 mini,3,0.01811,10113,2339,2079,12452,28208
147,Claude Haiku 4.5,1,0.024513,4433,4016,1543,8449,39115
148,Gemini 3.5 Flash,1,0.015879,3608,1163,1026,4771,5757
149,OpenAI GPT 5.4 mini,1,0.006669,3210,947,885,4157,10314
150,Gemini 3.5 Flash,1,0.010753,3635,589,471,4224,4066
151,OpenAI GPT 5.4 mini,2,0.007669,6271,659,522,6930,8737
152,Gemini 3.5 Flash,4,0.064812,16226,4497,3983,20723,22267
153,OpenAI GPT 5.4 mini,3,0.011709,9438,1029,753,10467,14992
