player_id,reason,event_count,inflow_event_count,outflow_event_count,gross_inflow,gross_outflow,net_flow,mean_delta,mean_absolute_delta,minimum_delta,maximum_delta
Grok 4.3,BANKRUPTCY_CASH,1,0,1,0,263,-263,-263.0,263.0,-263,-263
Grok 4.3,MORTGAGE,5,5,0,550,0,550,110.0,110.0,90,130
Grok 4.3,PASS_GO,5,5,0,1000,0,1000,200.0,200.0,200,200
Grok 4.3,RENT,17,7,10,205,2332,-2127,-125.117647,149.235294,-900,50
Grok 4.3,SCHOOL_FEES_PAY_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
Grok 4.3,TRADE_CASH,1,1,0,270,0,270,270.0,270.0,270,270
Grok 4.3,auction_bid,2,0,2,0,240,-240,-120.0,120.0,-140,-100
Grok 4.3,buy_property,3,0,3,0,640,-640,-213.333333,213.333333,-260,-180
OpenAI GPT 5.5,BANKRUPTCY_CASH,3,3,0,877,0,877,292.333333,292.333333,263,338
OpenAI GPT 5.5,BEAUTY_CONTEST_COLLECT_10,1,1,0,10,0,10,10.0,10.0,10,10
OpenAI GPT 5.5,BIRTHDAY_COLLECT_10_FROM_EACH_PLAYER,1,0,1,0,10,-10,-10.0,10.0,-10,-10
OpenAI GPT 5.5,BUILD,28,0,28,0,7100,-7100,-253.571429,253.571429,-1200,-100
OpenAI GPT 5.5,BUILDING_LOAN_MATURES_RECEIVE_150,1,1,0,150,0,150,150.0,150.0,150,150
OpenAI GPT 5.5,CONSULTANCY_FEE_COLLECT_25,1,1,0,25,0,25,25.0,25.0,25,25
OpenAI GPT 5.5,DOCTOR_FEE_PAY_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
OpenAI GPT 5.5,ELECTED_CHAIRMAN_PAY_EACH_PLAYER_50,1,0,1,0,50,-50,-50.0,50.0,-50,-50
OpenAI GPT 5.5,JAIL_FINE,2,0,2,0,100,-100,-50.0,50.0,-50,-50
OpenAI GPT 5.5,MORTGAGE,24,24,0,2325,0,2325,96.875,96.875,30,150
OpenAI GPT 5.5,MORTGAGE_INTEREST,3,0,3,0,33,-33,-11.0,11.0,-14,-9
OpenAI GPT 5.5,PASS_GO,12,12,0,2400,0,2400,200.0,200.0,200,200
OpenAI GPT 5.5,RENT,24,16,8,7358,2526,4832,201.333333,411.833333,-550,1275
OpenAI GPT 5.5,SELL_BUILDING,6,6,0,1350,0,1350,225.0,225.0,100,300
OpenAI GPT 5.5,TAX_LUXURY,2,0,2,0,200,-200,-100.0,100.0,-100,-100
OpenAI GPT 5.5,TRADE_CASH,9,3,6,380,1770,-1390,-154.444444,238.888889,-400,250
OpenAI GPT 5.5,UNMORTGAGE,16,0,16,0,2134,-2134,-133.375,133.375,-221,-83
OpenAI GPT 5.5,auction_bid,4,0,4,0,324,-324,-81.0,81.0,-150,-1
OpenAI GPT 5.5,buy_property,7,0,7,0,1360,-1360,-194.285714,194.285714,-320,-60
