trade_id,initiator_player_id,counterparty_player_id,start_event_id,start_seq,start_turn,end_event_id,end_seq,end_turn,outcome,censored,counteroffers,offer_revisions,public_exchange_count,initial_offer,initial_request,final_offer,final_request,event_span,turns_to_resolution,accepted,back_and_forth_count
trade-0011,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-000696,696,42,mock-64394-c3bb8d94-evt-000701,701,42,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}",5,0,False,0
trade-0012,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-000741,741,45,mock-64394-c3bb8d94-evt-000746,746,45,REJECTED,False,0,0,1,"{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0013,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-000751,751,45,mock-64394-c3bb8d94-evt-000756,756,45,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0014,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-000779,779,47,mock-64394-c3bb8d94-evt-000784,784,47,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0015,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-000818,818,49,mock-64394-c3bb8d94-evt-000823,823,49,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0016,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-000828,828,49,mock-64394-c3bb8d94-evt-000833,833,49,REJECTED,False,0,0,1,"{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0017,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-000838,838,49,mock-64394-c3bb8d94-evt-000843,843,49,REJECTED,False,0,0,1,"{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE"",""ILLINOIS_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE"",""ILLINOIS_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0018,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-000872,872,51,mock-64394-c3bb8d94-evt-000877,877,51,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""B_O_RAILROAD""]}",5,0,False,0
trade-0019,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-000882,882,51,mock-64394-c3bb8d94-evt-000887,887,51,ACCEPTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""VIRGINIA_AVENUE""]}","{""cash"":180,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,True,0
trade-0020,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-000920,920,53,mock-64394-c3bb8d94-evt-000925,925,53,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0021,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-001006,1006,59,mock-64394-c3bb8d94-evt-001011,1011,59,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0022,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-001016,1016,59,mock-64394-c3bb8d94-evt-001021,1021,59,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":450,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0023,Gemini 3.5 Flash,Claude Haiku 4.5,mock-64394-c3bb8d94-evt-001026,1026,59,mock-64394-c3bb8d94-evt-001031,1031,59,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0024,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-64394-c3bb8d94-evt-001036,1036,59,mock-64394-c3bb8d94-evt-001061,1061,59,ACCEPTED,False,4,4,5,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":305,""get_out_of_jail_cards"":0,""properties"":[]}",25,0,True,4
trade-0025,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001103,1103,62,mock-64394-c3bb8d94-evt-001108,1108,62,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0026,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001113,1113,62,mock-64394-c3bb8d94-evt-001118,1118,62,REJECTED,False,0,0,1,"{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":360,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0027,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001123,1123,62,mock-64394-c3bb8d94-evt-001128,1128,62,REJECTED,False,0,0,1,"{""cash"":425,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":425,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0028,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001253,1253,69,mock-64394-c3bb8d94-evt-001258,1258,69,REJECTED,False,0,0,1,"{""cash"":320,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":320,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0029,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001263,1263,69,mock-64394-c3bb8d94-evt-001268,1268,69,REJECTED,False,0,0,1,"{""cash"":420,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":420,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0030,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001273,1273,69,mock-64394-c3bb8d94-evt-001278,1278,69,REJECTED,False,0,0,1,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[""PENNSYLVANIA_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0031,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001340,1340,75,mock-64394-c3bb8d94-evt-001350,1350,75,REJECTED,False,1,1,2,"{""cash"":380,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":460,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY""]}",10,0,False,1
trade-0032,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001355,1355,75,mock-64394-c3bb8d94-evt-001360,1360,75,ACCEPTED,False,0,0,1,"{""cash"":460,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}","{""cash"":460,""get_out_of_jail_cards"":0,""properties"":[""ELECTRIC_COMPANY""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""INDIANA_AVENUE""]}",5,0,True,0
trade-0033,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001606,1606,98,mock-64394-c3bb8d94-evt-001611,1611,98,REJECTED,False,0,0,1,"{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":150,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0034,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-001672,1672,103,mock-64394-c3bb8d94-evt-001677,1677,103,REJECTED,False,0,0,1,"{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":250,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0035,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-001733,1733,108,mock-64394-c3bb8d94-evt-001738,1738,108,REJECTED,False,0,0,1,"{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0036,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-001743,1743,108,mock-64394-c3bb8d94-evt-001748,1748,108,REJECTED,False,0,0,1,"{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":350,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0037,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-001788,1788,112,mock-64394-c3bb8d94-evt-001793,1793,112,REJECTED,False,0,0,1,"{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD"",""VENTNOR_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":300,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD"",""PENNSYLVANIA_RAILROAD"",""VENTNOR_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,False,0
trade-0038,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001798,1798,112,mock-64394-c3bb8d94-evt-001803,1803,112,REJECTED,False,0,0,1,"{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":400,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0039,OpenAI GPT 5.4 mini,Gemini 3.5 Flash,mock-64394-c3bb8d94-evt-001808,1808,112,mock-64394-c3bb8d94-evt-001813,1813,112,REJECTED,False,0,0,1,"{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":550,""get_out_of_jail_cards"":0,""properties"":[""READING_RAILROAD""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}",5,0,False,0
trade-0040,Gemini 3.5 Flash,OpenAI GPT 5.4 mini,mock-64394-c3bb8d94-evt-001947,1947,119,mock-64394-c3bb8d94-evt-001952,1952,119,ACCEPTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""ATLANTIC_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE""]}",5,0,True,0
trade-0041,OpenAI GPT 5.4 mini,Grok 4.3,mock-64394-c3bb8d94-evt-002194,2194,134,mock-64394-c3bb8d94-evt-002199,2199,134,ACCEPTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""NEW_YORK_AVENUE""]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""KENTUCKY_AVENUE""]}",5,0,True,0
trade-0042,Gemini 3.5 Flash,Grok 4.3,mock-64394-c3bb8d94-evt-002544,2544,154,mock-64394-c3bb8d94-evt-002549,2549,154,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""PENNSYLVANIA_AVENUE"",""BOARDWALK"",""ELECTRIC_COMPANY""]}","{""cash"":1000,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""PENNSYLVANIA_AVENUE"",""BOARDWALK"",""ELECTRIC_COMPANY""]}","{""cash"":1000,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0043,Gemini 3.5 Flash,Grok 4.3,mock-64394-c3bb8d94-evt-002554,2554,154,mock-64394-c3bb8d94-evt-002559,2559,154,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""PENNSYLVANIA_AVENUE"",""BOARDWALK"",""ELECTRIC_COMPANY""]}","{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""PENNSYLVANIA_AVENUE"",""BOARDWALK"",""ELECTRIC_COMPANY""]}","{""cash"":500,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
trade-0044,Gemini 3.5 Flash,Grok 4.3,mock-64394-c3bb8d94-evt-002564,2564,154,mock-64394-c3bb8d94-evt-002569,2569,154,REJECTED,False,0,0,1,"{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""PENNSYLVANIA_AVENUE"",""BOARDWALK"",""ELECTRIC_COMPANY""]}","{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[]}","{""cash"":0,""get_out_of_jail_cards"":0,""properties"":[""PACIFIC_AVENUE"",""NORTH_CAROLINA_AVENUE"",""PENNSYLVANIA_AVENUE"",""BOARDWALK"",""ELECTRIC_COMPANY""]}","{""cash"":200,""get_out_of_jail_cards"":0,""properties"":[]}",5,0,False,0
