schema_version,trace_analyzer_version,failure_taxonomy_version,kind,run_id,finding_id,finding_type,severity,confidence,status,turn_index,decision_id,player_id,model_id,event_seq_start,event_seq_end,supporting_event_ids,supporting_action_ids,supporting_decision_ids,summary,details,derived_metrics,snapshot_path,human_review_required,human_review_status,tags
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000028,missing_required_public_message,medium,1.0,deterministic,49,mock-2413970733-53b199c1-dec-000159,Claude Opus 4.8,anthropic/claude-opus-4.8,1059,1063,"[""mock-2413970733-53b199c1-evt-001059"", ""mock-2413970733-53b199c1-evt-001060"", ""mock-2413970733-53b199c1-evt-001061"", ""mock-2413970733-53b199c1-evt-001062"", ""mock-2413970733-53b199c1-evt-001063""]","[""mock-2413970733-53b199c1-dec-000159""]","[""mock-2413970733-53b199c1-dec-000159""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000029,schema_failure,high,1.0,deterministic,61,mock-2413970733-53b199c1-dec-000183,OpenAI GPT 5.5,openai/gpt-5.5,1227,1234,"[""mock-2413970733-53b199c1-evt-001227"", ""mock-2413970733-53b199c1-evt-001228"", ""mock-2413970733-53b199c1-evt-001229"", ""mock-2413970733-53b199c1-evt-001230"", ""mock-2413970733-53b199c1-evt-001231"", ""mock-2413970733-53b199c1-evt-001232"", ""mock-2413970733-53b199c1-evt-001233"", ""mock-2413970733-53b199c1-evt-001234""]","[""mock-2413970733-53b199c1-dec-000183""]","[""mock-2413970733-53b199c1-dec-000183""]",Insufficient cash for bid,"{""validation_error"": ""Insufficient cash for bid""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000030,missing_tool_call,high,1.0,deterministic,70,mock-2413970733-53b199c1-dec-000212,Grok 4.3,x-ai/grok-4.3,1420,1423,"[""mock-2413970733-53b199c1-evt-001420"", ""mock-2413970733-53b199c1-evt-001421"", ""mock-2413970733-53b199c1-evt-001422"", ""mock-2413970733-53b199c1-evt-001423""]","[""mock-2413970733-53b199c1-dec-000212""]","[""mock-2413970733-53b199c1-dec-000212""]",No tool call found,"{""validation_error"": ""No tool call found""}",{},,False,not_required,"[""missing_tool_call""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000031,schema_failure,high,1.0,deterministic,89,mock-2413970733-53b199c1-dec-000302,OpenAI GPT 5.5,openai/gpt-5.5,2003,2010,"[""mock-2413970733-53b199c1-evt-002003"", ""mock-2413970733-53b199c1-evt-002004"", ""mock-2413970733-53b199c1-evt-002005"", ""mock-2413970733-53b199c1-evt-002006"", ""mock-2413970733-53b199c1-evt-002007"", ""mock-2413970733-53b199c1-evt-002008"", ""mock-2413970733-53b199c1-evt-002009"", ""mock-2413970733-53b199c1-evt-002010""]","[""mock-2413970733-53b199c1-dec-000302""]","[""mock-2413970733-53b199c1-dec-000302""]",Insufficient cash for bid,"{""validation_error"": ""Insufficient cash for bid""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000032,schema_failure,high,1.0,deterministic,89,mock-2413970733-53b199c1-dec-000314,Gemini 3.1 Pro Preview,google/gemini-3.1-pro-preview,2066,2070,"[""mock-2413970733-53b199c1-evt-002066"", ""mock-2413970733-53b199c1-evt-002067"", ""mock-2413970733-53b199c1-evt-002068"", ""mock-2413970733-53b199c1-evt-002069"", ""mock-2413970733-53b199c1-evt-002070""]","[""mock-2413970733-53b199c1-dec-000314""]","[""mock-2413970733-53b199c1-dec-000314""]","$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000314', 'action': 'counter_trade', 'args': {'offer': {'get_out_of_jail_cards': 0, 'properties': {'items': []}, 'cash': 180}, 'request': {'get_out_of_jail_cards': 0, 'properties': {'items': ['ORIENTAL_AVENUE', 'CONNECTICUT_AVENUE']}, 'cash': 0}}, 'public_message': ""Let's split the difference between my $150 and your $220. $180, and we have a deal."", 'private_thought': '$220 is reasonable for a monopoly, but I want to minimize the cash I hand over to fuel his Pink houses. Countering with $180. If he refuses, I can still accept or go slightly higher.'} is not valid under any of the given schemas","{""validation_error"": ""$: {'schema_version': 'v1', 'decision_id': 'mock-2413970733-53b199c1-dec-000314', 'action': 'counter_trade', 'args': {'offer': {'get_out_of_jail_cards': 0, 'properties': {'items': []}, 'cash': 180}, 'request': {'get_out_of_jail_cards': 0, 'properties': {'items': ['ORIENTAL_AVENUE', 'CONNECTICUT_AVENUE']}, 'cash': 0}}, 'public_message': \""Let's split the difference between my $150 and your $220. $180, and we have a deal.\"", 'private_thought': '$220 is reasonable for a monopoly, but I want to minimize the cash I hand over to fuel his Pink houses. Countering with $180. If he refuses, I can still accept or go slightly higher.'} is not valid under any of the given schemas""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000033,missing_required_public_message,medium,1.0,deterministic,91,mock-2413970733-53b199c1-dec-000320,Claude Opus 4.8,anthropic/claude-opus-4.8,2112,2120,"[""mock-2413970733-53b199c1-evt-002112"", ""mock-2413970733-53b199c1-evt-002113"", ""mock-2413970733-53b199c1-evt-002114"", ""mock-2413970733-53b199c1-evt-002115"", ""mock-2413970733-53b199c1-evt-002116"", ""mock-2413970733-53b199c1-evt-002117"", ""mock-2413970733-53b199c1-evt-002118"", ""mock-2413970733-53b199c1-evt-002119"", ""mock-2413970733-53b199c1-evt-002120""]","[""mock-2413970733-53b199c1-dec-000320""]","[""mock-2413970733-53b199c1-dec-000320""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000034,schema_failure,high,1.0,deterministic,112,mock-2413970733-53b199c1-dec-000350,OpenAI GPT 5.5,openai/gpt-5.5,2363,2367,"[""mock-2413970733-53b199c1-evt-002363"", ""mock-2413970733-53b199c1-evt-002364"", ""mock-2413970733-53b199c1-evt-002365"", ""mock-2413970733-53b199c1-evt-002366"", ""mock-2413970733-53b199c1-evt-002367""]","[""mock-2413970733-53b199c1-dec-000350""]","[""mock-2413970733-53b199c1-dec-000350""]",Insufficient cash for bid,"{""validation_error"": ""Insufficient cash for bid""}",{},,False,not_required,"[""schema_failure""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000035,missing_required_public_message,medium,1.0,deterministic,122,mock-2413970733-53b199c1-dec-000367,Claude Opus 4.8,anthropic/claude-opus-4.8,2502,2510,"[""mock-2413970733-53b199c1-evt-002502"", ""mock-2413970733-53b199c1-evt-002503"", ""mock-2413970733-53b199c1-evt-002504"", ""mock-2413970733-53b199c1-evt-002505"", ""mock-2413970733-53b199c1-evt-002506"", ""mock-2413970733-53b199c1-evt-002507"", ""mock-2413970733-53b199c1-evt-002508"", ""mock-2413970733-53b199c1-evt-002509"", ""mock-2413970733-53b199c1-evt-002510""]","[""mock-2413970733-53b199c1-dec-000367""]","[""mock-2413970733-53b199c1-dec-000367""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,trace,mock-2413970733-53b199c1,trace-000036,fallback_used,high,1.0,deterministic,126,mock-2413970733-53b199c1-dec-000383,Claude Opus 4.8,anthropic/claude-opus-4.8,2615,2619,"[""mock-2413970733-53b199c1-evt-002615"", ""mock-2413970733-53b199c1-evt-002616"", ""mock-2413970733-53b199c1-evt-002617"", ""mock-2413970733-53b199c1-evt-002618"", ""mock-2413970733-53b199c1-evt-002619""]","[""mock-2413970733-53b199c1-dec-000383""]","[""mock-2413970733-53b199c1-dec-000383""]",Fallback used after malformed_after_retry,"{""fallback_reason"": ""malformed_after_retry""}",{},,False,not_required,"[""fallback_used""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000037,retry_failed,high,1.0,deterministic,126,mock-2413970733-53b199c1-dec-000383,Claude Opus 4.8,anthropic/claude-opus-4.8,2615,2619,"[""mock-2413970733-53b199c1-evt-002615"", ""mock-2413970733-53b199c1-evt-002616"", ""mock-2413970733-53b199c1-evt-002617"", ""mock-2413970733-53b199c1-evt-002618"", ""mock-2413970733-53b199c1-evt-002619""]","[""mock-2413970733-53b199c1-dec-000383""]","[""mock-2413970733-53b199c1-dec-000383""]",Corrective retry did not produce a valid action,"{""fallback_reason"": ""malformed_after_retry""}",{},,False,not_required,"[""retry_failed""]"
v1,trace_analyzer_v1,failure_taxonomy_v1,failure,mock-2413970733-53b199c1,failure-000038,missing_required_public_message,medium,1.0,deterministic,126,mock-2413970733-53b199c1-dec-000383,Claude Opus 4.8,anthropic/claude-opus-4.8,2615,2619,"[""mock-2413970733-53b199c1-evt-002615"", ""mock-2413970733-53b199c1-evt-002616"", ""mock-2413970733-53b199c1-evt-002617"", ""mock-2413970733-53b199c1-evt-002618"", ""mock-2413970733-53b199c1-evt-002619""]","[""mock-2413970733-53b199c1-dec-000383""]","[""mock-2413970733-53b199c1-dec-000383""]",Missing required public_message,"{""validation_error"": ""Missing required public_message""}",{},,False,not_required,"[""missing_required_public_message""]"
