turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
87,Gemini 3.1 Pro Preview,1,0.014642,4087,539,444,4626,7018
88,Grok 4.3,1,0.005618,3712,445,379,4157,5385
89,Claude Opus 4.8,2,0.093675,13375,1072,154,14447,18534
89,Gemini 3.1 Pro Preview,8,0.131186,33487,5351,4264,38838,62997
89,Grok 4.3,2,0.009759,7022,715,601,7737,12097
89,OpenAI GPT 5.5,13,0.786693,47829,18674,16970,66503,464329
90,Claude Opus 4.8,1,0.046145,7889,268,71,8157,5989
91,Claude Opus 4.8,3,0.193945,22744,3209,662,25953,48622
92,Gemini 3.1 Pro Preview,4,0.062798,18703,2116,1707,20819,25646
93,Grok 4.3,1,0.005808,4024,365,304,4389,5376
94,Grok 4.3,1,0.005593,3912,335,280,4247,5200
95,OpenAI GPT 5.5,1,0.043165,3617,836,753,4453,23201
96,Claude Opus 4.8,2,0.118235,14607,1808,383,16415,27844
97,Gemini 3.1 Pro Preview,1,0.015522,4005,626,535,4631,6496
99,OpenAI GPT 5.5,1,0.038845,3335,739,656,4074,18843
100,Claude Opus 4.8,1,0.045745,6634,503,101,7137,8583
101,Gemini 3.1 Pro Preview,1,0.013042,4037,414,354,4451,5761
102,Grok 4.3,1,0.005618,3112,772,703,3884,10643
103,OpenAI GPT 5.5,2,0.08448,6582,1719,1516,8301,43404
104,OpenAI GPT 5.5,1,0.026985,3249,358,276,3607,8445
106,Claude Opus 4.8,1,0.040655,6616,303,58,6919,8960
107,Claude Opus 4.8,1,0.040025,6590,283,47,6873,4759
108,Claude Opus 4.8,1,0.04044,6658,286,43,6944,4649
109,Gemini 3.1 Pro Preview,3,0.059544,12030,2957,2570,14987,28742
110,Grok 4.3,1,0.004452,3125,299,240,3424,6449
111,OpenAI GPT 5.5,1,0.019315,3071,132,51,3203,4138
112,Claude Opus 4.8,3,0.12331,19632,1006,170,20638,20376
112,Gemini 3.1 Pro Preview,1,0.012064,3350,447,358,3797,5049
112,Grok 4.3,1,0.00464,3244,476,414,3720,7028
112,OpenAI GPT 5.5,2,0.042353,6517,748,581,7265,17455
113,Gemini 3.1 Pro Preview,1,0.011754,4161,286,200,4447,3737
114,Grok 4.3,3,0.013835,9949,1097,903,11046,17170
115,Grok 4.3,1,0.004588,3590,282,213,3872,2918
116,Grok 4.3,1,0.005337,3611,410,345,4021,3838
117,OpenAI GPT 5.5,1,0.03793,3122,744,655,3866,19688
118,Claude Opus 4.8,2,0.094065,14348,893,224,15241,18751
119,Gemini 3.1 Pro Preview,1,0.013502,4087,444,378,4531,5270
120,Grok 4.3,1,0.004635,3508,342,281,3850,5982
121,OpenAI GPT 5.5,3,0.09217,9440,1499,1267,10939,36087
122,Claude Opus 4.8,3,0.13992,19759,1645,276,21404,28337
123,Gemini 3.1 Pro Preview,1,0.014616,4110,533,453,4643,5821
124,Grok 4.3,1,0.005166,3538,378,316,3916,6211
125,OpenAI GPT 5.5,3,0.113325,9693,2162,1820,11855,50314
126,Claude Opus 4.8,3,0.195105,22551,3294,615,25845,55462
126,Gemini 3.1 Pro Preview,2,0.035588,8476,1553,1345,10029,16440
126,Grok 4.3,1,0.005497,3685,437,346,4122,7357
126,OpenAI GPT 5.5,11,0.38671,38966,6396,4951,45362,156142
127,Claude Opus 4.8,4,0.287245,33244,4841,841,38085,70943
129,Gemini 3.1 Pro Preview,1,0.019588,4736,843,757,5579,8397
130,Gemini 3.1 Pro Preview,1,0.018066,4731,717,631,5448,7575
131,Grok 4.3,1,0.005092,4128,403,349,4531,6289
132,Claude Opus 4.8,6,0.419095,46804,7403,1164,54207,122984
132,Gemini 3.1 Pro Preview,4,0.064848,16878,2591,2200,19469,30804
132,Grok 4.3,3,0.018169,12053,1967,1681,14020,31085
132,OpenAI GPT 5.5,15,1.009784,59140,24302,22039,83442,659888
133,Claude Opus 4.8,3,0.17886,27067,1741,423,28808,29883
134,Gemini 3.1 Pro Preview,1,0.01675,5063,552,422,5615,6838
135,Grok 4.3,3,0.021384,14000,1903,1578,15903,25446
136,Grok 4.3,1,0.006178,4542,442,370,4984,6804
137,Claude Opus 4.8,6,0.38756,51222,5258,913,56480,80268
137,Gemini 3.1 Pro Preview,14,0.22927,66677,7993,6247,74670,89044
137,Grok 4.3,6,0.03929,27821,2854,2260,30675,47897
137,OpenAI GPT 5.5,27,2.355791,114613,60077,55861,174690,1658954
138,Claude Opus 4.8,2,0.12315,17420,1442,197,18862,23819
139,Gemini 3.1 Pro Preview,1,0.016674,5175,527,468,5702,6708
140,Grok 4.3,1,0.005694,4626,368,293,4994,6803
141,Grok 4.3,1,0.006417,4543,376,296,4919,5969
142,Claude Opus 4.8,2,0.090815,15343,564,70,15907,10065
142,Gemini 3.1 Pro Preview,1,0.012814,4349,343,238,4692,4242
142,Grok 4.3,3,0.018587,12592,1354,1060,13946,18300
142,OpenAI GPT 5.5,7,0.40078,26564,8932,7916,35496,269262
143,Claude Opus 4.8,1,0.04768,7941,319,68,8260,5470
144,Gemini 3.1 Pro Preview,4,0.06397,20045,1990,1584,22035,21303
145,Grok 4.3,1,0.006617,4565,418,339,4983,7159
146,OpenAI GPT 5.5,1,0.10249,3860,2773,2701,6633,89267
147,Claude Opus 4.8,3,0.19244,22528,3192,520,25720,51739
147,Gemini 3.1 Pro Preview,1,0.013124,4324,373,275,4697,4479
147,Grok 4.3,3,0.019276,13028,1707,1358,14735,26864
147,OpenAI GPT 5.5,9,0.658425,35481,16034,14730,51515,451656
148,Claude Opus 4.8,1,0.062595,8664,771,193,9435,11146
149,Gemini 3.1 Pro Preview,1,0.014856,5232,366,279,5598,4856
150,Grok 4.3,1,0.006367,4692,604,519,5296,9758
151,Claude Opus 4.8,3,0.210775,24360,3559,862,27919,55343
151,Gemini 3.1 Pro Preview,11,0.190986,50595,7483,5887,58078,84977
151,Grok 4.3,2,0.014594,9105,1742,1533,10847,28462
151,OpenAI GPT 5.5,16,1.17126,66516,27956,25627,94472,676495
152,Claude Opus 4.8,2,0.130005,17636,1673,409,19309,25842
153,Gemini 3.1 Pro Preview,1,0.024442,5393,1138,1037,6531,12000
154,Grok 4.3,1,0.007098,4768,536,466,5304,7673
155,Claude Opus 4.8,4,0.196255,30976,1655,376,32631,30227
155,Gemini 3.1 Pro Preview,3,0.049146,13407,1861,1501,15268,20867
155,Grok 4.3,2,0.011522,8536,1147,930,9683,18389
155,OpenAI GPT 5.5,11,0.86961,43524,21733,20154,65257,548397
156,Claude Opus 4.8,2,0.131305,15836,2085,293,17921,31584
158,Grok 4.3,1,0.007157,4607,613,529,5220,9125
159,Gemini 3.1 Pro Preview,3,0.047794,12851,1841,1561,14692,23835
159,Grok 4.3,2,0.011849,8427,1010,827,9437,17521
159,OpenAI GPT 5.5,6,0.260765,22585,4928,4089,27513,138892
160,Gemini 3.1 Pro Preview,3,0.064844,13468,3159,2829,16627,33961
161,Grok 4.3,1,0.006521,4436,471,400,4907,5300
162,Gemini 3.1 Pro Preview,1,0.012108,4200,309,229,4509,6780
162,OpenAI GPT 5.5,2,0.071845,7481,1148,912,8629,32946
163,OpenAI GPT 5.5,1,0.02137,3680,99,0,3779,3082
164,Gemini 3.1 Pro Preview,1,0.028696,4880,1578,1457,6458,16012
165,Grok 4.3,1,0.006702,4399,535,463,4934,7629
166,Gemini 3.1 Pro Preview,1,0.016374,4779,568,472,5347,6696
167,Grok 4.3,1,0.007166,4264,815,705,5079,14363
168,Gemini 3.1 Pro Preview,2,0.042998,9091,2068,1767,11159,20745
169,Grok 4.3,1,0.006128,4036,487,413,4523,4233
170,Gemini 3.1 Pro Preview,1,0.01596,4536,574,482,5110,6800
171,Grok 4.3,2,0.016628,7437,3067,2857,10504,40595
