turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
68,OpenAI GPT 5.5,2,0.056775,6423,822,661,7245,17326
69,Claude Opus 4.8,1,0.04488,6036,588,174,6624,14437
70,Gemini 3.1 Pro Preview,1,0.014226,3393,620,533,4013,7013
71,Grok 4.3,1,0.005323,3760,491,393,4251,7453
72,OpenAI GPT 5.5,1,0.043265,3253,900,820,4153,22018
73,Claude Opus 4.8,2,0.08612,12839,877,248,13716,14316
74,Gemini 3.1 Pro Preview,1,0.009038,3301,203,119,3504,2942
75,Claude Opus 4.8,1,0.078265,6293,1872,318,8165,29672
75,Grok 4.3,2,0.011258,7456,1447,1197,8903,18438
76,OpenAI GPT 5.5,1,0.0534,3306,1229,1150,4535,24548
77,Claude Opus 4.8,1,0.04055,6965,229,43,7194,4706
78,Gemini 3.1 Pro Preview,3,0.035552,10288,1248,979,11536,14607
79,Grok 4.3,1,0.00541,3710,739,638,4449,7655
80,Claude Opus 4.8,3,0.159815,18643,2664,555,21307,46546
80,Gemini 3.1 Pro Preview,1,0.011592,3456,390,309,3846,4901
80,Grok 4.3,3,0.016338,10756,2125,1845,12881,28866
80,OpenAI GPT 5.5,3,0.115995,9789,2235,1952,12024,48649
81,Claude Opus 4.8,1,0.05196,7282,622,119,7904,10869
81,Gemini 3.1 Pro Preview,4,0.064862,16627,2634,2032,19261,29827
81,Grok 4.3,1,0.006305,4144,853,743,4997,8963
81,OpenAI GPT 5.5,13,0.510425,47713,9062,7448,56775,185686
82,Claude Opus 4.8,1,0.04924,8098,350,75,8448,5815
83,Gemini 3.1 Pro Preview,1,0.01485,4461,494,408,4955,5500
84,Grok 4.3,1,0.006759,4455,718,600,5173,9753
85,Grok 4.3,1,0.006096,4391,485,404,4876,6430
86,Claude Opus 4.8,3,0.2086,20625,4219,708,24844,68917
86,Gemini 3.1 Pro Preview,2,0.024666,7779,759,530,8538,8699
86,Grok 4.3,3,0.015976,11654,1289,1042,12943,16523
86,OpenAI GPT 5.5,2,0.05873,7078,778,588,7856,16253
87,OpenAI GPT 5.5,1,0.05504,3412,1266,1170,4678,26307
88,Claude Opus 4.8,1,0.04983,7561,481,160,8042,7780
89,Gemini 3.1 Pro Preview,4,0.064068,17010,2504,2062,19514,25739
90,Grok 4.3,1,0.005577,4014,627,523,4641,8616
91,OpenAI GPT 5.5,1,0.07193,3418,1828,1744,5246,36689
92,Claude Opus 4.8,1,0.055945,7509,736,231,8245,13023
93,Gemini 3.1 Pro Preview,2,0.030098,7621,1238,1057,8859,13838
94,Grok 4.3,5,0.029983,18056,4363,3908,22419,49792
95,OpenAI GPT 5.5,1,0.031065,3381,472,408,3853,10321
96,Claude Opus 4.8,1,0.044675,7615,264,54,7879,5360
97,Gemini 3.1 Pro Preview,2,0.03202,7622,1398,1207,9020,14817
98,Grok 4.3,2,0.009752,7580,971,815,8551,10681
99,OpenAI GPT 5.5,3,0.11109,10332,1981,1689,12313,43956
100,OpenAI GPT 5.5,1,0.057885,3375,1367,1287,4742,28037
101,OpenAI GPT 5.5,1,0.053005,3377,1204,1125,4581,23808
102,Claude Opus 4.8,1,0.044655,7666,253,34,7919,5179
103,Gemini 3.1 Pro Preview,2,0.025056,7650,813,637,8463,9745
104,Grok 4.3,1,0.005843,3784,499,416,4283,6523
105,OpenAI GPT 5.5,2,0.119345,6787,2847,2628,9634,58811
106,Claude Opus 4.8,1,0.043855,7576,239,35,7815,3926
107,Gemini 3.1 Pro Preview,1,0.012276,3948,365,289,4313,4434
108,Grok 4.3,1,0.005478,3768,361,284,4129,5661
109,Grok 4.3,1,0.005665,3894,561,470,4455,7764
110,OpenAI GPT 5.5,1,0.02855,3358,392,308,3750,9389
111,Claude Opus 4.8,1,0.04353,7476,246,52,7722,4526
112,Claude Opus 4.8,1,0.043805,7446,263,29,7709,4772
113,Claude Opus 4.8,1,0.076975,6560,1767,309,8327,28148
113,Gemini 3.1 Pro Preview,3,0.040198,10823,1546,1239,12369,17779
113,Grok 4.3,1,0.00472,3439,491,433,3930,7890
113,OpenAI GPT 5.5,1,0.03082,3152,502,421,3654,11659
114,Grok 4.3,1,0.004713,3484,385,290,3869,5461
115,OpenAI GPT 5.5,3,0.202075,10529,4981,4646,15510,100812
116,Claude Opus 4.8,7,0.434625,54035,6578,1084,60613,95584
117,Claude Opus 4.8,1,0.053765,7538,643,90,8181,11017
118,Gemini 3.1 Pro Preview,1,0.011176,4022,261,198,4283,3449
119,Gemini 3.1 Pro Preview,1,0.02397,3777,1368,1201,5145,11857
119,OpenAI GPT 5.5,4,0.18317,13942,3782,3339,17724,79631
121,Gemini 3.1 Pro Preview,1,0.016716,4482,646,570,5128,6872
123,Claude Opus 4.8,1,0.05291,6362,844,80,7206,14562
124,Gemini 3.1 Pro Preview,1,0.015376,4382,551,468,4933,6633
125,OpenAI GPT 5.5,1,0.022295,3319,190,106,3509,4753
126,Claude Opus 4.8,1,0.038745,6359,278,44,6637,5278
127,Gemini 3.1 Pro Preview,1,0.013256,4204,404,333,4608,5271
128,Gemini 3.1 Pro Preview,1,0.01261,4169,356,293,4525,4577
129,OpenAI GPT 5.5,3,0.090345,10143,1321,1017,11464,27118
130,Claude Opus 4.8,3,0.131525,20085,1244,214,21329,22396
131,Gemini 3.1 Pro Preview,1,0.01988,4144,966,869,5110,8959
132,OpenAI GPT 5.5,2,0.05829,6684,829,630,7513,26579
133,Claude Opus 4.8,1,0.052635,7612,583,142,8195,10173
134,Gemini 3.1 Pro Preview,1,0.018812,4336,845,771,5181,8361
135,OpenAI GPT 5.5,2,0.058775,6769,831,633,7600,17719
136,Claude Opus 4.8,1,0.060655,7726,881,212,8607,14356
137,Gemini 3.1 Pro Preview,1,0.015826,4289,604,528,4893,6086
138,Gemini 3.1 Pro Preview,1,0.016368,4284,650,545,4934,6688
139,Gemini 3.1 Pro Preview,1,0.020408,4252,992,886,5244,9024
140,OpenAI GPT 5.5,1,0.054775,3425,1255,1160,4680,25311
141,Gemini 3.1 Pro Preview,2,0.029098,7643,1151,905,8794,11654
141,OpenAI GPT 5.5,3,0.384705,10551,11065,10645,21616,220944
142,Claude Opus 4.8,1,0.06386,7912,972,142,8884,16055
143,Gemini 3.1 Pro Preview,1,0.020416,4478,955,835,5433,9567
144,OpenAI GPT 5.5,1,0.12602,3616,3598,3499,7214,71577
145,Claude Opus 4.8,3,0.145925,24930,851,141,25781,17545
145,Gemini 3.1 Pro Preview,8,0.156954,38469,6668,5356,45137,67791
145,OpenAI GPT 5.5,17,1.103165,67489,25524,23176,93013,607388
146,Claude Opus 4.8,2,0.12926,18452,1480,298,19932,22772
147,Gemini 3.1 Pro Preview,3,0.049344,13596,1846,1528,15442,18942
148,Gemini 3.1 Pro Preview,3,0.042654,13005,1387,1046,14392,17136
148,OpenAI GPT 5.5,4,0.271615,15629,6449,5883,22078,134352
149,Claude Opus 4.8,2,0.11439,17113,1153,264,18266,17946
150,Gemini 3.1 Pro Preview,1,0.015592,4040,626,537,4666,6218
152,Claude Opus 4.8,1,0.047995,7849,350,82,8199,10357
153,Claude Opus 4.8,1,0.043685,7732,201,44,7933,4462
154,OpenAI GPT 5.5,1,0.031935,3159,538,448,3697,12188
155,Claude Opus 4.8,1,0.043215,7538,221,46,7759,4873
156,Claude Opus 4.8,1,0.04826,7372,456,91,7828,8156
157,OpenAI GPT 5.5,1,0.02023,3062,164,81,3226,3931
158,Claude Opus 4.8,1,0.04518,7391,329,44,7720,5671
159,Claude Opus 4.8,1,0.04119,6368,374,88,6742,7752
159,OpenAI GPT 5.5,4,0.150275,12667,2898,2480,15565,62023
160,OpenAI GPT 5.5,1,0.024885,3315,277,195,3592,6503
161,Claude Opus 4.8,1,0.05316,7707,585,71,8292,13895
162,OpenAI GPT 5.5,1,0.018775,3215,90,15,3305,2494
