schema_version,run_id,seq,turn_index,event_type,decision_id,player_id,from_player_id,to_player_id,space_index,property_space,amount,reason
v1,mock-1038910349-f66fa07c,1351,81,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,39,,,
v1,mock-1038910349-f66fa07c,1358,81,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-1038910349-f66fa07c,1371,81,PROPERTY_TRANSFERRED,,Grok 4.3,OpenAI GPT 5.5,Grok 4.3,32,,,
v1,mock-1038910349-f66fa07c,1378,81,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-1038910349-f66fa07c,1411,81,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,28,,,
v1,mock-1038910349-f66fa07c,1505,86,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,37,,600,
v1,mock-1038910349-f66fa07c,1543,89,PROPERTY_UNMORTGAGED,,Gemini 3.1 Pro Preview,,,39,,,
v1,mock-1038910349-f66fa07c,1549,89,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,37,,1,
v1,mock-1038910349-f66fa07c,1550,89,HOUSE_BUILT,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-1038910349-f66fa07c,1593,93,PROPERTY_PURCHASED,,Gemini 3.1 Pro Preview,,,1,,60,
v1,mock-1038910349-f66fa07c,1608,94,PROPERTY_MORTGAGED,,Grok 4.3,,,34,,,
v1,mock-1038910349-f66fa07c,1614,94,PROPERTY_MORTGAGED,,Grok 4.3,,,24,,,
v1,mock-1038910349-f66fa07c,1620,94,PROPERTY_MORTGAGED,,Grok 4.3,,,21,,,
v1,mock-1038910349-f66fa07c,1629,94,PROPERTY_MORTGAGED,,Grok 4.3,,,35,,,
v1,mock-1038910349-f66fa07c,1662,97,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,26,,,
v1,mock-1038910349-f66fa07c,1691,99,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-1038910349-f66fa07c,1697,99,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-1038910349-f66fa07c,1737,103,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,5,,,
v1,mock-1038910349-f66fa07c,1766,105,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-1038910349-f66fa07c,1767,105,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-1038910349-f66fa07c,1872,113,PROPERTY_PURCHASED,,OpenAI GPT 5.5,,,27,,61,
v1,mock-1038910349-f66fa07c,1890,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,3,,,
v1,mock-1038910349-f66fa07c,1891,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,18,,,
v1,mock-1038910349-f66fa07c,1892,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,21,,,
v1,mock-1038910349-f66fa07c,1893,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,24,,,
v1,mock-1038910349-f66fa07c,1894,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,32,,,
v1,mock-1038910349-f66fa07c,1895,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,34,,,
v1,mock-1038910349-f66fa07c,1896,114,PROPERTY_PURCHASED,,Claude Opus 4.8,,,35,,,
v1,mock-1038910349-f66fa07c,1906,115,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,27,,,
v1,mock-1038910349-f66fa07c,1912,115,HOUSE_BUILT,,OpenAI GPT 5.5,,,11,,1,
v1,mock-1038910349-f66fa07c,1913,115,HOUSE_BUILT,,OpenAI GPT 5.5,,,13,,1,
v1,mock-1038910349-f66fa07c,1914,115,HOUSE_BUILT,,OpenAI GPT 5.5,,,14,,1,
v1,mock-1038910349-f66fa07c,1928,116,PROPERTY_UNMORTGAGED,,Claude Opus 4.8,,,24,,,
v1,mock-1038910349-f66fa07c,1934,116,PROPERTY_UNMORTGAGED,,Claude Opus 4.8,,,21,,,
v1,mock-1038910349-f66fa07c,1940,116,HOUSE_BUILT,,Claude Opus 4.8,,,21,,3,
v1,mock-1038910349-f66fa07c,1941,116,HOUSE_BUILT,,Claude Opus 4.8,,,23,,3,
v1,mock-1038910349-f66fa07c,1942,116,HOUSE_BUILT,,Claude Opus 4.8,,,24,,3,
v1,mock-1038910349-f66fa07c,1948,116,PROPERTY_UNMORTGAGED,,Claude Opus 4.8,,,32,,,
v1,mock-1038910349-f66fa07c,1954,116,HOUSE_BUILT,,Claude Opus 4.8,,,21,,1,
v1,mock-1038910349-f66fa07c,1955,116,HOUSE_BUILT,,Claude Opus 4.8,,,23,,1,
v1,mock-1038910349-f66fa07c,1956,116,HOUSE_BUILT,,Claude Opus 4.8,,,24,,1,
v1,mock-1038910349-f66fa07c,1962,116,PROPERTY_UNMORTGAGED,,Claude Opus 4.8,,,34,,,
v1,mock-1038910349-f66fa07c,1992,119,HOUSE_SOLD,,OpenAI GPT 5.5,,,11,,1,
v1,mock-1038910349-f66fa07c,2013,119,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,27,,,
v1,mock-1038910349-f66fa07c,2103,129,HOUSE_SOLD,,OpenAI GPT 5.5,,,13,,1,
v1,mock-1038910349-f66fa07c,2148,132,HOUSE_SOLD,,OpenAI GPT 5.5,,,14,,1,
v1,mock-1038910349-f66fa07c,2183,135,HOUSE_SOLD,,OpenAI GPT 5.5,,,11,,1,
v1,mock-1038910349-f66fa07c,2308,145,HOUSE_SOLD,,OpenAI GPT 5.5,,,13,,1,
v1,mock-1038910349-f66fa07c,2309,145,HOUSE_SOLD,,OpenAI GPT 5.5,,,14,,1,
v1,mock-1038910349-f66fa07c,2315,145,HOUSE_SOLD,,OpenAI GPT 5.5,,,11,,1,
v1,mock-1038910349-f66fa07c,2316,145,HOUSE_SOLD,,OpenAI GPT 5.5,,,13,,1,
v1,mock-1038910349-f66fa07c,2317,145,HOUSE_SOLD,,OpenAI GPT 5.5,,,14,,1,
v1,mock-1038910349-f66fa07c,2323,145,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,14,,,
v1,mock-1038910349-f66fa07c,2329,145,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,13,,,
v1,mock-1038910349-f66fa07c,2338,145,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,11,,,
v1,mock-1038910349-f66fa07c,2386,145,PROPERTY_TRANSFERRED,,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1,,,
v1,mock-1038910349-f66fa07c,2387,145,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,13,,,
v1,mock-1038910349-f66fa07c,2388,145,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,11,,,
v1,mock-1038910349-f66fa07c,2389,145,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,14,,,
v1,mock-1038910349-f66fa07c,2396,145,PROPERTY_MORTGAGED,,OpenAI GPT 5.5,,,1,,,
v1,mock-1038910349-f66fa07c,2447,145,PROPERTY_TRANSFERRED,,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1,,,
v1,mock-1038910349-f66fa07c,2463,146,HOUSE_BUILT,,Claude Opus 4.8,,,31,,2,
v1,mock-1038910349-f66fa07c,2464,146,HOUSE_BUILT,,Claude Opus 4.8,,,32,,2,
v1,mock-1038910349-f66fa07c,2465,146,HOUSE_BUILT,,Claude Opus 4.8,,,34,,2,
v1,mock-1038910349-f66fa07c,2479,147,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,37,,1,
v1,mock-1038910349-f66fa07c,2480,147,HOUSE_SOLD,,Gemini 3.1 Pro Preview,,,39,,1,
v1,mock-1038910349-f66fa07c,2486,147,PROPERTY_MORTGAGED,,Gemini 3.1 Pro Preview,,,19,,,
v1,mock-1038910349-f66fa07c,2541,149,HOUSE_BUILT,,Claude Opus 4.8,,,31,,1,
v1,mock-1038910349-f66fa07c,2542,149,HOUSE_BUILT,,Claude Opus 4.8,,,32,,1,
v1,mock-1038910349-f66fa07c,2543,149,HOUSE_BUILT,,Claude Opus 4.8,,,34,,1,
v1,mock-1038910349-f66fa07c,2559,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,1,,,
v1,mock-1038910349-f66fa07c,2560,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,5,,,
v1,mock-1038910349-f66fa07c,2561,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,11,,,
v1,mock-1038910349-f66fa07c,2562,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,13,,,
v1,mock-1038910349-f66fa07c,2563,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,14,,,
v1,mock-1038910349-f66fa07c,2564,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,19,,,
v1,mock-1038910349-f66fa07c,2565,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,26,,,
v1,mock-1038910349-f66fa07c,2566,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,27,,,
v1,mock-1038910349-f66fa07c,2567,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,28,,,
v1,mock-1038910349-f66fa07c,2568,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,29,,,
v1,mock-1038910349-f66fa07c,2569,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,37,,,
v1,mock-1038910349-f66fa07c,2570,150,PROPERTY_PURCHASED,,Claude Opus 4.8,,,39,,,
