turn_index,phase,active_player_id,houses_remaining,hotels_remaining,snapshot_file
116,START_TURN,Claude Opus 4.8,21,9,turn_0116.json
117,START_TURN,Claude Opus 4.8,9,9,turn_0117.json
118,START_TURN,Gemini 3.1 Pro Preview,9,9,turn_0118.json
119,START_TURN,OpenAI GPT 5.5,9,9,turn_0119.json
120,START_TURN,Claude Opus 4.8,10,9,turn_0120.json
121,START_TURN,Gemini 3.1 Pro Preview,10,9,turn_0121.json
122,START_TURN,OpenAI GPT 5.5,10,9,turn_0122.json
123,START_TURN,Claude Opus 4.8,10,9,turn_0123.json
124,START_TURN,Gemini 3.1 Pro Preview,10,9,turn_0124.json
125,START_TURN,OpenAI GPT 5.5,10,9,turn_0125.json
126,START_TURN,Claude Opus 4.8,10,9,turn_0126.json
127,START_TURN,Gemini 3.1 Pro Preview,10,9,turn_0127.json
128,START_TURN,Gemini 3.1 Pro Preview,10,9,turn_0128.json
129,START_TURN,OpenAI GPT 5.5,10,9,turn_0129.json
130,START_TURN,Claude Opus 4.8,11,9,turn_0130.json
131,START_TURN,Gemini 3.1 Pro Preview,11,9,turn_0131.json
132,START_TURN,OpenAI GPT 5.5,11,9,turn_0132.json
133,START_TURN,Claude Opus 4.8,12,9,turn_0133.json
134,START_TURN,Gemini 3.1 Pro Preview,12,9,turn_0134.json
135,START_TURN,OpenAI GPT 5.5,12,9,turn_0135.json
136,START_TURN,Claude Opus 4.8,13,9,turn_0136.json
137,START_TURN,Gemini 3.1 Pro Preview,13,9,turn_0137.json
138,START_TURN,Gemini 3.1 Pro Preview,13,9,turn_0138.json
139,START_TURN,Gemini 3.1 Pro Preview,13,9,turn_0139.json
140,START_TURN,OpenAI GPT 5.5,13,9,turn_0140.json
141,START_TURN,OpenAI GPT 5.5,13,9,turn_0141.json
142,START_TURN,Claude Opus 4.8,13,9,turn_0142.json
143,START_TURN,Gemini 3.1 Pro Preview,13,9,turn_0143.json
144,START_TURN,OpenAI GPT 5.5,13,9,turn_0144.json
145,START_TURN,OpenAI GPT 5.5,13,9,turn_0145.json
146,START_TURN,Claude Opus 4.8,18,9,turn_0146.json
147,START_TURN,Gemini 3.1 Pro Preview,12,9,turn_0147.json
148,START_TURN,OpenAI GPT 5.5,14,9,turn_0148.json
149,START_TURN,Claude Opus 4.8,14,9,turn_0149.json
150,START_TURN,Gemini 3.1 Pro Preview,11,9,turn_0150.json
151,START_TURN,OpenAI GPT 5.5,11,9,turn_0151.json
152,START_TURN,Claude Opus 4.8,11,9,turn_0152.json
153,START_TURN,Claude Opus 4.8,11,9,turn_0153.json
154,START_TURN,OpenAI GPT 5.5,11,9,turn_0154.json
155,START_TURN,Claude Opus 4.8,11,9,turn_0155.json
156,START_TURN,Claude Opus 4.8,11,9,turn_0156.json
157,START_TURN,OpenAI GPT 5.5,11,9,turn_0157.json
158,START_TURN,Claude Opus 4.8,11,9,turn_0158.json
159,START_TURN,OpenAI GPT 5.5,11,9,turn_0159.json
160,START_TURN,OpenAI GPT 5.5,11,9,turn_0160.json
161,START_TURN,Claude Opus 4.8,11,9,turn_0161.json
162,START_TURN,OpenAI GPT 5.5,11,9,turn_0162.json
163,GAME_OVER,Claude Opus 4.8,11,9,turn_0163.json
