decision_id,turn_index,player_id,decision_type,action,attempt_count,invalid_attempts,retry_used,fallback_used,latency_ms,applied,optimality_status
mock-44910-42ec35c5-dec-000024,14,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,14705,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000025,15,Claude Haiku 4.5,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,24389,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000026,15,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,2935,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000027,15,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,5983,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000028,15,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,8617,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000029,15,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,12856,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000030,15,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3640,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000031,15,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,7951,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000032,15,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,7055,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000033,15,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,13515,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000034,15,Gemini 3 Flash Preview,AUCTION_BID_DECISION,drop_out,1,0,False,False,2545,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000035,15,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12232,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000036,16,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5425,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000037,17,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,10974,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000038,17,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9522,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000039,18,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,8150,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000040,18,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6633,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000041,20,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,2269,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000042,21,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,2996,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000043,22,Claude Haiku 4.5,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,15080,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000044,22,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4761,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000045,22,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,8363,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000046,22,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,7922,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000047,22,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,11720,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000048,22,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3094,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000049,22,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,7541,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000050,22,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3341,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000051,22,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,drop_out,1,0,False,False,2714,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000052,22,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,65919,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000053,22,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,9682,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000054,22,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,43786,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000055,22,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10682,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000056,22,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,31923,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000057,22,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,13427,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000058,22,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,21140,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000059,24,Grok 4.3,JAIL_DECISION,roll_for_doubles,1,0,False,False,6328,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000060,25,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7212,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000061,26,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,10190,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000062,26,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5385,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000063,26,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,10629,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000064,26,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7101,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000065,26,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,19119,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000066,26,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8502,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000067,26,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,12757,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000068,26,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,5315,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000069,26,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,2177,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000070,27,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,29965,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000071,28,Gemini 3 Flash Preview,JAIL_DECISION,pay_jail_fine,1,0,False,False,4608,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000072,28,Gemini 3 Flash Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4659,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000073,28,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,8655,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000074,29,Grok 4.3,JAIL_DECISION,roll_for_doubles,1,0,False,False,9660,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000075,30,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7583,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000076,32,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6547,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000077,33,Grok 4.3,JAIL_DECISION,roll_for_doubles,1,0,False,False,6957,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000078,33,Grok 4.3,JAIL_DECISION,pay_jail_fine,1,0,False,False,6613,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000079,33,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5975,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000080,34,OpenAI GPT 5.4 Mini,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4191,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000081,34,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4407,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000082,35,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,13009,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000083,36,Claude Haiku 4.5,JAIL_DECISION,pay_jail_fine,1,0,False,False,18548,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000084,36,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,18471,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000085,37,Gemini 3 Flash Preview,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4739,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000086,37,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,5897,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000087,38,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9130,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000088,39,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,7848,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000089,39,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8631,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000090,39,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,12498,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000091,40,Claude Haiku 4.5,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,15476,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000092,40,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3730,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000093,40,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,12536,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000094,40,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,13986,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000095,40,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,18069,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000096,40,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4961,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000097,40,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,9787,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000098,40,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,drop_out,1,0,False,False,6203,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000099,40,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,4974,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000100,40,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,11096,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000101,40,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,6410,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000102,40,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,10393,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000103,40,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,8978,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000104,40,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,9481,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000105,40,Gemini 3 Flash Preview,AUCTION_BID_DECISION,drop_out,1,0,False,False,5670,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000106,40,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,21940,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000107,41,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,15600,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000108,42,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7990,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000109,43,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,4728,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000110,44,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,63681,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000111,44,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8746,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000112,44,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,31715,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000113,45,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9206,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000114,46,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7563,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000115,47,Grok 4.3,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,5441,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000116,47,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,13978,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000117,47,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,13870,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000118,47,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,5492,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000119,47,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,7124,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000120,47,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,drop_out,1,0,False,False,4550,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000121,47,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,8573,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000122,47,Grok 4.3,AUCTION_BID_DECISION,bid_auction,1,0,False,False,7704,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000123,47,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,5331,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000124,47,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,3787,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000125,47,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,9275,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000126,48,OpenAI GPT 5.4 Mini,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,10040,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000127,48,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,13881,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000128,48,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,5224,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000129,48,Grok 4.3,AUCTION_BID_DECISION,drop_out,2,1,True,False,18466,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000130,48,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,bid_auction,1,0,False,False,9903,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000131,48,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3570,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000132,48,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,drop_out,1,0,False,False,6503,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000133,48,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,27290,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000134,48,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,7222,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000135,48,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,27088,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000136,48,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,6684,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000137,48,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,25432,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000138,48,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,8759,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000139,48,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,13376,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000140,48,Grok 4.3,TRADE_RESPONSE_DECISION,reject_trade,2,1,True,False,13672,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000141,48,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,6906,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000142,49,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,19456,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000143,50,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,12755,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000144,50,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,10815,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000145,50,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,10192,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000146,51,Grok 4.3,BUY_OR_AUCTION_DECISION,buy_property,1,0,False,False,4520,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000147,51,Grok 4.3,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,7424,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000148,52,OpenAI GPT 5.4 Mini,BUY_OR_AUCTION_DECISION,start_auction,1,0,False,False,8205,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000149,52,Claude Haiku 4.5,AUCTION_BID_DECISION,drop_out,1,0,False,False,24470,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000150,52,Gemini 3 Flash Preview,AUCTION_BID_DECISION,bid_auction,1,0,False,False,3950,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000151,52,Grok 4.3,AUCTION_BID_DECISION,drop_out,1,0,False,False,13462,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000152,52,OpenAI GPT 5.4 Mini,AUCTION_BID_DECISION,drop_out,1,0,False,False,6888,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000153,52,OpenAI GPT 5.4 Mini,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,18563,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000154,53,Claude Haiku 4.5,POST_TURN_ACTION_DECISION,end_turn,1,0,False,False,18190,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000155,54,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,6830,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000156,54,Claude Haiku 4.5,TRADE_RESPONSE_DECISION,reject_trade,1,0,False,False,14291,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000157,54,Gemini 3 Flash Preview,POST_TURN_ACTION_DECISION,propose_trade,1,0,False,False,19097,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000158,54,Grok 4.3,TRADE_RESPONSE_DECISION,counter_trade,1,0,False,False,11514,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000159,54,Gemini 3 Flash Preview,TRADE_RESPONSE_DECISION,counter_trade,2,1,True,False,19933,True,NOT_SCORED_NO_ORACLE
mock-44910-42ec35c5-dec-000160,54,Grok 4.3,TRADE_RESPONSE_DECISION,accept_trade,1,0,False,False,7588,True,NOT_SCORED_NO_ORACLE
