event_id,seq,turn_index,player_id,reason,delta,cash_before,cash_after,running_peak,drawdown_from_peak
mock-44910-42ec35c5-evt-000148,148,11,Gemini 3 Flash Preview,buy_property,-180,1364,1184,1500,316
mock-44910-42ec35c5-evt-000162,162,12,Grok 4.3,buy_property,-220,1284,1064,1500,436
mock-44910-42ec35c5-evt-000176,176,13,OpenAI GPT 5.4 Mini,buy_property,-280,1040,760,1500,740
mock-44910-42ec35c5-evt-000190,190,14,Claude Haiku 4.5,buy_property,-200,1242,1042,1500,458
mock-44910-42ec35c5-evt-000199,199,15,Claude Haiku 4.5,PASS_GO,200,1042,1242,1500,258
mock-44910-42ec35c5-evt-000251,251,15,OpenAI GPT 5.4 Mini,auction_bid,-70,760,690,1500,810
mock-44910-42ec35c5-evt-000261,261,16,Gemini 3 Flash Preview,RENT,-18,1184,1166,1500,334
mock-44910-42ec35c5-evt-000262,262,16,Grok 4.3,RENT,18,1064,1082,1500,418
mock-44910-42ec35c5-evt-000277,277,17,Grok 4.3,buy_property,-260,1082,822,1500,678
mock-44910-42ec35c5-evt-000291,291,18,Grok 4.3,buy_property,-400,822,422,1500,1078
mock-44910-42ec35c5-evt-000305,305,20,OpenAI GPT 5.4 Mini,RENT,-50,690,640,1500,860
mock-44910-42ec35c5-evt-000306,306,20,Grok 4.3,RENT,50,422,472,1500,1028
mock-44910-42ec35c5-evt-000316,316,21,OpenAI GPT 5.4 Mini,PASS_GO,200,640,840,1500,660
mock-44910-42ec35c5-evt-000318,318,21,OpenAI GPT 5.4 Mini,HOSPITAL_FEES_PAY_100,-100,840,740,1500,760
mock-44910-42ec35c5-evt-000373,373,22,Gemini 3 Flash Preview,auction_bid,-100,1166,1066,1500,434
mock-44910-42ec35c5-evt-000426,426,25,OpenAI GPT 5.4 Mini,TAX_INCOME,-200,740,540,1500,960
mock-44910-42ec35c5-evt-000435,435,26,OpenAI GPT 5.4 Mini,RENT,-8,540,532,1500,968
mock-44910-42ec35c5-evt-000436,436,26,Gemini 3 Flash Preview,RENT,8,1066,1074,1500,426
mock-44910-42ec35c5-evt-000496,496,28,Gemini 3 Flash Preview,JAIL_FINE,-50,1074,1024,1500,476
mock-44910-42ec35c5-evt-000504,504,28,Gemini 3 Flash Preview,buy_property,-220,1024,804,1500,696
mock-44910-42ec35c5-evt-000534,534,32,Gemini 3 Flash Preview,RENT,-22,804,782,1500,718
mock-44910-42ec35c5-evt-000535,535,32,Grok 4.3,RENT,22,472,494,1500,1006
mock-44910-42ec35c5-evt-000552,552,33,Grok 4.3,JAIL_FINE,-50,494,444,1500,1056
mock-44910-42ec35c5-evt-000568,568,34,OpenAI GPT 5.4 Mini,buy_property,-300,532,232,1500,1268
mock-44910-42ec35c5-evt-000577,577,35,OpenAI GPT 5.4 Mini,RENT,-50,232,182,1500,1318
mock-44910-42ec35c5-evt-000578,578,35,Grok 4.3,RENT,50,444,494,1500,1006
mock-44910-42ec35c5-evt-000590,590,36,Claude Haiku 4.5,JAIL_FINE,-50,1242,1192,1500,308
mock-44910-42ec35c5-evt-000594,594,36,Claude Haiku 4.5,CONSULTANCY_FEE_COLLECT_25,25,1192,1217,1500,283
mock-44910-42ec35c5-evt-000608,608,37,Gemini 3 Flash Preview,buy_property,-300,782,482,1500,1018
mock-44910-42ec35c5-evt-000617,617,38,Grok 4.3,RENT,-22,494,472,1500,1028
mock-44910-42ec35c5-evt-000618,618,38,OpenAI GPT 5.4 Mini,RENT,22,182,204,1500,1296
mock-44910-42ec35c5-evt-000628,628,39,OpenAI GPT 5.4 Mini,PASS_GO,200,204,404,1500,1096
mock-44910-42ec35c5-evt-000629,629,39,OpenAI GPT 5.4 Mini,TAX_INCOME,-200,404,204,1500,1296
mock-44910-42ec35c5-evt-000724,724,40,Grok 4.3,auction_bid,-300,472,172,1500,1328
mock-44910-42ec35c5-evt-000734,734,41,Gemini 3 Flash Preview,RENT,-50,482,432,1500,1068
mock-44910-42ec35c5-evt-000735,735,41,Grok 4.3,RENT,50,172,222,1500,1278
mock-44910-42ec35c5-evt-000745,745,42,Grok 4.3,RENT,-26,222,196,1500,1304
mock-44910-42ec35c5-evt-000746,746,42,Gemini 3 Flash Preview,RENT,26,432,458,1500,1042
mock-44910-42ec35c5-evt-000764,764,44,Claude Haiku 4.5,RENT,-26,1217,1191,1500,309
mock-44910-42ec35c5-evt-000765,765,44,Gemini 3 Flash Preview,RENT,26,458,484,1500,1016
mock-44910-42ec35c5-evt-000785,785,45,Gemini 3 Flash Preview,PASS_GO,200,484,684,1500,816
mock-44910-42ec35c5-evt-000794,794,46,Gemini 3 Flash Preview,RENT,-25,684,659,1500,841
mock-44910-42ec35c5-evt-000795,795,46,Grok 4.3,RENT,25,196,221,1500,1279
mock-44910-42ec35c5-evt-000856,856,47,Gemini 3 Flash Preview,auction_bid,-222,659,437,1500,1063
mock-44910-42ec35c5-evt-000902,902,48,Gemini 3 Flash Preview,auction_bid,-110,437,327,1500,1173
mock-44910-42ec35c5-evt-000952,952,49,Claude Haiku 4.5,RENT,-50,1191,1141,1500,359
mock-44910-42ec35c5-evt-000953,953,49,Grok 4.3,RENT,50,221,271,1500,1229
mock-44910-42ec35c5-evt-000963,963,50,Gemini 3 Flash Preview,RENT,-20,327,307,1500,1193
mock-44910-42ec35c5-evt-000964,964,50,Grok 4.3,RENT,20,271,291,1500,1209
mock-44910-42ec35c5-evt-000984,984,51,Grok 4.3,PASS_GO,200,291,491,1500,1009
mock-44910-42ec35c5-evt-000990,990,51,Grok 4.3,buy_property,-200,491,291,1500,1209
mock-44910-42ec35c5-evt-001025,1025,52,Gemini 3 Flash Preview,auction_bid,-180,307,127,1500,1373
mock-44910-42ec35c5-evt-001035,1035,53,Claude Haiku 4.5,PASS_GO,200,1141,1341,1500,159
mock-44910-42ec35c5-evt-001038,1038,53,Claude Haiku 4.5,TAX_INCOME,-200,1341,1141,1500,359
mock-44910-42ec35c5-evt-001077,1077,54,Grok 4.3,TRADE_CASH,-220,291,71,1500,1429
mock-44910-42ec35c5-evt-001078,1078,54,Gemini 3 Flash Preview,TRADE_CASH,220,127,347,1500,1153
mock-44910-42ec35c5-evt-001134,1134,55,OpenAI GPT 5.4 Mini,auction_bid,-90,204,114,1500,1386
mock-44910-42ec35c5-evt-001152,1152,57,Claude Haiku 4.5,RENT,-10,1141,1131,1500,369
mock-44910-42ec35c5-evt-001153,1153,57,OpenAI GPT 5.4 Mini,RENT,10,114,124,1500,1376
mock-44910-42ec35c5-evt-001163,1163,58,Gemini 3 Flash Preview,RENT,-50,347,297,1500,1203
mock-44910-42ec35c5-evt-001164,1164,58,Grok 4.3,RENT,50,71,121,1500,1379
mock-44910-42ec35c5-evt-001174,1174,59,Grok 4.3,RENT,-12,121,109,1500,1391
mock-44910-42ec35c5-evt-001175,1175,59,Gemini 3 Flash Preview,RENT,12,297,309,1500,1191
mock-44910-42ec35c5-evt-001185,1185,60,OpenAI GPT 5.4 Mini,TAX_LUXURY,-100,124,24,1500,1476
mock-44910-42ec35c5-evt-001190,1190,60,OpenAI GPT 5.4 Mini,MORTGAGE,30,24,54,1500,1446
mock-44910-42ec35c5-evt-001196,1196,60,OpenAI GPT 5.4 Mini,MORTGAGE,150,54,204,1500,1296
mock-44910-42ec35c5-evt-001211,1211,61,Claude Haiku 4.5,buy_property,-200,1131,931,1500,569
mock-44910-42ec35c5-evt-001220,1220,62,Gemini 3 Flash Preview,PASS_GO,200,309,509,1500,991
mock-44910-42ec35c5-evt-001221,1221,62,Gemini 3 Flash Preview,RENT,-50,509,459,1500,1041
mock-44910-42ec35c5-evt-001222,1222,62,Grok 4.3,RENT,50,109,159,1500,1341
mock-44910-42ec35c5-evt-001244,1244,62,Gemini 3 Flash Preview,TRADE_CASH,-150,459,309,1500,1191
mock-44910-42ec35c5-evt-001245,1245,62,OpenAI GPT 5.4 Mini,TRADE_CASH,150,204,354,1500,1146
mock-44910-42ec35c5-evt-001269,1269,63,Grok 4.3,BUILD,-150,159,9,1500,1491
mock-44910-42ec35c5-evt-001279,1279,64,OpenAI GPT 5.4 Mini,PASS_GO,200,354,554,1500,946
mock-44910-42ec35c5-evt-001280,1280,64,OpenAI GPT 5.4 Mini,RENT,-50,554,504,1500,996
mock-44910-42ec35c5-evt-001281,1281,64,Grok 4.3,RENT,50,9,59,1500,1441
mock-44910-42ec35c5-evt-001304,1304,66,Gemini 3 Flash Preview,buy_property,-140,309,169,1500,1331
mock-44910-42ec35c5-evt-001320,1320,66,Gemini 3 Flash Preview,TRADE_CASH,-169,169,0,1500,1500
mock-44910-42ec35c5-evt-001321,1321,66,OpenAI GPT 5.4 Mini,TRADE_CASH,169,504,673,1500,827
mock-44910-42ec35c5-evt-001327,1327,66,Gemini 3 Flash Preview,MORTGAGE,175,0,175,1500,1325
mock-44910-42ec35c5-evt-001333,1333,66,Gemini 3 Flash Preview,MORTGAGE,75,175,250,1500,1250
mock-44910-42ec35c5-evt-001339,1339,66,Gemini 3 Flash Preview,BUILD,-200,250,50,1500,1450
mock-44910-42ec35c5-evt-001358,1358,68,OpenAI GPT 5.4 Mini,RENT,-14,673,659,1500,841
mock-44910-42ec35c5-evt-001359,1359,68,Gemini 3 Flash Preview,RENT,14,50,64,1500,1436
mock-44910-42ec35c5-evt-001431,1431,69,Claude Haiku 4.5,PASS_GO,200,931,1131,1500,369
mock-44910-42ec35c5-evt-001440,1440,70,Gemini 3 Flash Preview,RENT,-16,64,48,1500,1452
mock-44910-42ec35c5-evt-001441,1441,70,Claude Haiku 4.5,RENT,16,1131,1147,1500,353
mock-44910-42ec35c5-evt-001457,1457,70,Gemini 3 Flash Preview,MORTGAGE,150,48,198,1500,1302
mock-44910-42ec35c5-evt-001463,1463,70,Gemini 3 Flash Preview,BUILD,-100,198,98,1500,1402
mock-44910-42ec35c5-evt-001473,1473,71,Grok 4.3,PASS_GO,200,59,259,1500,1241
mock-44910-42ec35c5-evt-001482,1482,72,OpenAI GPT 5.4 Mini,RENT,-40,659,619,1500,881
mock-44910-42ec35c5-evt-001483,1483,72,Grok 4.3,RENT,40,259,299,1500,1201
mock-44910-42ec35c5-evt-001493,1493,73,Claude Haiku 4.5,RENT,-8,1147,1139,1500,361
mock-44910-42ec35c5-evt-001494,1494,73,Gemini 3 Flash Preview,RENT,8,98,106,1500,1394
mock-44910-42ec35c5-evt-001504,1504,74,Gemini 3 Flash Preview,RENT,-22,106,84,1500,1416
mock-44910-42ec35c5-evt-001505,1505,74,Grok 4.3,RENT,22,299,321,1500,1179
mock-44910-42ec35c5-evt-001515,1515,75,Grok 4.3,RENT,-8,321,313,1500,1187
mock-44910-42ec35c5-evt-001516,1516,75,Gemini 3 Flash Preview,RENT,8,84,92,1500,1408
mock-44910-42ec35c5-evt-001522,1522,75,Grok 4.3,BUILD,-300,313,13,1500,1487
mock-44910-42ec35c5-evt-001537,1537,76,OpenAI GPT 5.4 Mini,MORTGAGE,130,619,749,1500,751
mock-44910-42ec35c5-evt-001563,1563,76,OpenAI GPT 5.4 Mini,MORTGAGE,140,749,889,1500,611
mock-44910-42ec35c5-evt-001590,1590,76,OpenAI GPT 5.4 Mini,TRADE_CASH,-400,889,489,1500,1011
mock-44910-42ec35c5-evt-001591,1591,76,Gemini 3 Flash Preview,TRADE_CASH,400,92,492,1500,1008
mock-44910-42ec35c5-evt-001594,1594,76,Gemini 3 Flash Preview,MORTGAGE_INTEREST,-13,492,479,1500,1021
mock-44910-42ec35c5-evt-001595,1595,76,OpenAI GPT 5.4 Mini,MORTGAGE_INTEREST,-15,489,474,1500,1026
mock-44910-42ec35c5-evt-001600,1600,76,OpenAI GPT 5.4 Mini,UNMORTGAGE,-165,474,309,1500,1191
mock-44910-42ec35c5-evt-001610,1610,77,Claude Haiku 4.5,RENT,-14,1139,1125,1500,375
mock-44910-42ec35c5-evt-001611,1611,77,Gemini 3 Flash Preview,RENT,14,479,493,1500,1007
mock-44910-42ec35c5-evt-001645,1645,78,Gemini 3 Flash Preview,BUILD,-300,493,193,1500,1307
mock-44910-42ec35c5-evt-001661,1661,79,Grok 4.3,MORTGAGE,100,13,113,1500,1387
mock-44910-42ec35c5-evt-001663,1663,79,Grok 4.3,RENT,-14,113,99,1500,1401
mock-44910-42ec35c5-evt-001664,1664,79,Gemini 3 Flash Preview,RENT,14,193,207,1500,1293
mock-44910-42ec35c5-evt-001682,1682,81,OpenAI GPT 5.4 Mini,PASS_GO,200,309,509,1500,991
mock-44910-42ec35c5-evt-001701,1701,83,Gemini 3 Flash Preview,RENT,-50,207,157,1500,1343
mock-44910-42ec35c5-evt-001702,1702,83,Grok 4.3,RENT,50,99,149,1500,1351
mock-44910-42ec35c5-evt-001708,1708,83,Gemini 3 Flash Preview,BUILD,-100,157,57,1500,1443
mock-44910-42ec35c5-evt-001722,1722,84,Grok 4.3,UNMORTGAGE,-111,149,38,1500,1462
mock-44910-42ec35c5-evt-001748,1748,87,Gemini 3 Flash Preview,PASS_GO,200,57,257,1500,1243
mock-44910-42ec35c5-evt-001750,1750,87,Gemini 3 Flash Preview,SALE_OF_STOCK_COLLECT_50,50,257,307,1500,1193
mock-44910-42ec35c5-evt-001755,1755,87,Gemini 3 Flash Preview,BUILD,-200,307,107,1500,1393
mock-44910-42ec35c5-evt-001774,1774,89,OpenAI GPT 5.4 Mini,RENT,-14,509,495,1500,1005
mock-44910-42ec35c5-evt-001775,1775,89,Gemini 3 Flash Preview,RENT,14,107,121,1500,1379
mock-44910-42ec35c5-evt-001785,1785,90,Claude Haiku 4.5,RENT,-50,1125,1075,1500,425
mock-44910-42ec35c5-evt-001786,1786,90,Grok 4.3,RENT,50,38,88,1500,1412
mock-44910-42ec35c5-evt-001796,1796,91,Claude Haiku 4.5,PASS_GO,200,1075,1275,1500,225
mock-44910-42ec35c5-evt-001797,1797,91,Claude Haiku 4.5,RENT,-6,1275,1269,1500,231
mock-44910-42ec35c5-evt-001798,1798,91,Gemini 3 Flash Preview,RENT,6,121,127,1500,1373
mock-44910-42ec35c5-evt-001816,1816,93,Grok 4.3,PASS_GO,200,88,288,1500,1212
mock-44910-42ec35c5-evt-001818,1818,93,Grok 4.3,STREET_REPAIRS,-120,288,168,1500,1332
mock-44910-42ec35c5-evt-001823,1823,93,Grok 4.3,BUILD,-150,168,18,1500,1482
mock-44910-42ec35c5-evt-001833,1833,94,Grok 4.3,RENT,-6,18,12,1500,1488
mock-44910-42ec35c5-evt-001834,1834,94,Gemini 3 Flash Preview,RENT,6,127,133,1500,1367
mock-44910-42ec35c5-evt-001844,1844,95,OpenAI GPT 5.4 Mini,RENT,-90,495,405,1500,1095
mock-44910-42ec35c5-evt-001845,1845,95,Grok 4.3,RENT,90,12,102,1500,1398
mock-44910-42ec35c5-evt-001855,1855,96,Claude Haiku 4.5,RENT,-14,1269,1255,1500,245
mock-44910-42ec35c5-evt-001856,1856,96,Gemini 3 Flash Preview,RENT,14,133,147,1500,1353
mock-44910-42ec35c5-evt-001867,1867,97,Gemini 3 Flash Preview,BEAUTY_CONTEST_COLLECT_10,10,147,157,1500,1343
mock-44910-42ec35c5-evt-001880,1880,98,Grok 4.3,MORTGAGE,100,102,202,1500,1298
mock-44910-42ec35c5-evt-001886,1886,98,Grok 4.3,MORTGAGE,100,202,302,1500,1198
mock-44910-42ec35c5-evt-001892,1892,98,Grok 4.3,MORTGAGE,130,302,432,1500,1068
mock-44910-42ec35c5-evt-001898,1898,98,Grok 4.3,MORTGAGE,200,432,632,1500,868
mock-44910-42ec35c5-evt-001900,1900,98,Grok 4.3,RENT,-450,632,182,1500,1318
mock-44910-42ec35c5-evt-001901,1901,98,Gemini 3 Flash Preview,RENT,450,157,607,1500,893
mock-44910-42ec35c5-evt-001920,1920,100,Claude Haiku 4.5,BUILDING_LOAN_MATURES_RECEIVE_150,150,1255,1405,1500,95
mock-44910-42ec35c5-evt-001937,1937,102,Gemini 3 Flash Preview,RENT,-90,607,517,1500,983
mock-44910-42ec35c5-evt-001938,1938,102,Grok 4.3,RENT,90,182,272,1500,1228
mock-44910-42ec35c5-evt-001944,1944,102,Gemini 3 Flash Preview,BUILD,-300,517,217,1500,1283
mock-44910-42ec35c5-evt-001960,1960,103,Grok 4.3,BUILD,-150,272,122,1500,1378
mock-44910-42ec35c5-evt-001970,1970,104,OpenAI GPT 5.4 Mini,PASS_GO,200,405,605,1500,895
mock-44910-42ec35c5-evt-001980,1980,105,Claude Haiku 4.5,INHERIT_100,100,1405,1505,1505,0
mock-44910-42ec35c5-evt-001995,1995,107,Grok 4.3,RENT,-26,122,96,1500,1404
mock-44910-42ec35c5-evt-001996,1996,107,OpenAI GPT 5.4 Mini,RENT,26,605,631,1500,869
mock-44910-42ec35c5-evt-002011,2011,108,OpenAI GPT 5.4 Mini,buy_property,-60,631,571,1500,929
mock-44910-42ec35c5-evt-002016,2016,108,OpenAI GPT 5.4 Mini,UNMORTGAGE,-33,571,538,1500,962
mock-44910-42ec35c5-evt-002022,2022,108,OpenAI GPT 5.4 Mini,BUILD,-400,538,138,1500,1362
mock-44910-42ec35c5-evt-002029,2029,108,OpenAI GPT 5.4 Mini,BUILD,-100,138,38,1500,1462
mock-44910-42ec35c5-evt-002036,2036,108,OpenAI GPT 5.4 Mini,MORTGAGE,150,38,188,1500,1312
mock-44910-42ec35c5-evt-002050,2050,109,OpenAI GPT 5.4 Mini,SELL_BUILDING,50,188,238,1500,1262
mock-44910-42ec35c5-evt-002057,2057,109,OpenAI GPT 5.4 Mini,SELL_BUILDING,200,238,438,1500,1062
mock-44910-42ec35c5-evt-002064,2064,109,OpenAI GPT 5.4 Mini,BANKRUPTCY_CASH,-438,438,0,1500,1500
mock-44910-42ec35c5-evt-002065,2065,109,Gemini 3 Flash Preview,BANKRUPTCY_CASH,438,217,655,1500,845
mock-44910-42ec35c5-evt-002066,2066,109,OpenAI GPT 5.4 Mini,BANKRUPTCY,0,0,0,1500,1500
mock-44910-42ec35c5-evt-002076,2076,110,Claude Haiku 4.5,PASS_GO,200,1505,1705,1705,0
mock-44910-42ec35c5-evt-002092,2092,112,Grok 4.3,PASS_GO,200,96,296,1500,1204
mock-44910-42ec35c5-evt-002097,2097,112,Grok 4.3,BUILD,-150,296,146,1500,1354
mock-44910-42ec35c5-evt-002135,2135,116,Grok 4.3,RENT,-6,146,140,1500,1360
mock-44910-42ec35c5-evt-002136,2136,116,Gemini 3 Flash Preview,RENT,6,655,661,1500,839
mock-44910-42ec35c5-evt-002162,2162,119,Gemini 3 Flash Preview,RENT,-50,661,611,1500,889
mock-44910-42ec35c5-evt-002163,2163,119,Claude Haiku 4.5,RENT,50,1705,1755,1755,0
mock-44910-42ec35c5-evt-002185,2185,119,Gemini 3 Flash Preview,TRADE_CASH,-200,611,411,1500,1089
mock-44910-42ec35c5-evt-002186,2186,119,Grok 4.3,TRADE_CASH,200,140,340,1500,1160
mock-44910-42ec35c5-evt-002189,2189,119,Gemini 3 Flash Preview,MORTGAGE_INTEREST,-20,411,391,1500,1109
mock-44910-42ec35c5-evt-002212,2212,120,Grok 4.3,BUILD,-300,340,40,1500,1460
mock-44910-42ec35c5-evt-002244,2244,121,Gemini 3 Flash Preview,auction_bid,-10,391,381,1500,1119
mock-44910-42ec35c5-evt-002254,2254,122,Claude Haiku 4.5,TAX_LUXURY,-100,1755,1655,1755,100
mock-44910-42ec35c5-evt-002263,2263,123,Claude Haiku 4.5,PASS_GO,200,1655,1855,1855,0
mock-44910-42ec35c5-evt-002264,2264,123,Claude Haiku 4.5,RENT,-8,1855,1847,1855,8
mock-44910-42ec35c5-evt-002265,2265,123,Gemini 3 Flash Preview,RENT,8,381,389,1500,1111
mock-44910-42ec35c5-evt-002280,2280,124,Gemini 3 Flash Preview,buy_property,-320,389,69,1500,1431
mock-44910-42ec35c5-evt-002295,2295,124,Gemini 3 Flash Preview,MORTGAGE,75,69,144,1500,1356
mock-44910-42ec35c5-evt-002301,2301,124,Gemini 3 Flash Preview,MORTGAGE,30,144,174,1500,1326
mock-44910-42ec35c5-evt-002307,2307,124,Gemini 3 Flash Preview,MORTGAGE,30,174,204,1500,1296
mock-44910-42ec35c5-evt-002313,2313,124,Gemini 3 Flash Preview,MORTGAGE,50,204,254,1500,1246
mock-44910-42ec35c5-evt-002319,2319,124,Gemini 3 Flash Preview,MORTGAGE,60,254,314,1500,1186
mock-44910-42ec35c5-evt-002325,2325,124,Gemini 3 Flash Preview,MORTGAGE,160,314,474,1500,1026
mock-44910-42ec35c5-evt-002352,2352,127,Claude Haiku 4.5,HOLIDAY_FUND_RECEIVE_100,100,1847,1947,1947,0
mock-44910-42ec35c5-evt-002361,2361,128,Gemini 3 Flash Preview,PASS_GO,200,474,674,1500,826
mock-44910-42ec35c5-evt-002377,2377,130,Claude Haiku 4.5,RENT,-700,1947,1247,1947,700
mock-44910-42ec35c5-evt-002378,2378,130,Grok 4.3,RENT,700,40,740,1500,760
mock-44910-42ec35c5-evt-002395,2395,132,Grok 4.3,PASS_GO,200,740,940,1500,560
mock-44910-42ec35c5-evt-002397,2397,132,Grok 4.3,INCOME_TAX_REFUND_COLLECT_20,20,940,960,1500,540
mock-44910-42ec35c5-evt-002402,2402,132,Grok 4.3,BUILD,-150,960,810,1500,690
mock-44910-42ec35c5-evt-002429,2429,135,Grok 4.3,PASS_GO,200,810,1010,1500,490
mock-44910-42ec35c5-evt-002440,2440,136,Claude Haiku 4.5,PASS_GO,200,1247,1447,1947,500
mock-44910-42ec35c5-evt-002441,2441,136,Claude Haiku 4.5,RENT,-750,1447,697,1947,1250
mock-44910-42ec35c5-evt-002442,2442,136,Grok 4.3,RENT,750,1010,1760,1760,0
mock-44910-42ec35c5-evt-002480,2480,140,Gemini 3 Flash Preview,RENT,-50,674,624,1500,876
mock-44910-42ec35c5-evt-002481,2481,140,Claude Haiku 4.5,RENT,50,697,747,1947,1200
mock-44910-42ec35c5-evt-002511,2511,141,Grok 4.3,RENT,-16,1760,1744,1760,16
mock-44910-42ec35c5-evt-002512,2512,141,Claude Haiku 4.5,RENT,16,747,763,1947,1184
mock-44910-42ec35c5-evt-002524,2524,142,Claude Haiku 4.5,PASS_GO,200,763,963,1947,984
mock-44910-42ec35c5-evt-002525,2525,142,Claude Haiku 4.5,RENT,-625,963,338,1947,1609
mock-44910-42ec35c5-evt-002526,2526,142,Gemini 3 Flash Preview,RENT,625,624,1249,1500,251
mock-44910-42ec35c5-evt-002532,2532,142,Claude Haiku 4.5,MORTGAGE,100,338,438,1947,1509
mock-44910-42ec35c5-evt-002538,2538,142,Claude Haiku 4.5,MORTGAGE,100,438,538,1947,1409
mock-44910-42ec35c5-evt-002568,2568,143,Gemini 3 Flash Preview,TRADE_CASH,-300,1249,949,1500,551
mock-44910-42ec35c5-evt-002569,2569,143,Claude Haiku 4.5,TRADE_CASH,300,538,838,1947,1109
mock-44910-42ec35c5-evt-002574,2574,143,Gemini 3 Flash Preview,MORTGAGE_INTEREST,-20,949,929,1500,571
mock-44910-42ec35c5-evt-002575,2575,143,Claude Haiku 4.5,MORTGAGE_INTEREST,-11,838,827,1947,1120
mock-44910-42ec35c5-evt-002580,2580,143,Gemini 3 Flash Preview,UNMORTGAGE,-111,929,818,1500,682
mock-44910-42ec35c5-evt-002586,2586,143,Gemini 3 Flash Preview,UNMORTGAGE,-111,818,707,1500,793
mock-44910-42ec35c5-evt-002592,2592,143,Gemini 3 Flash Preview,UNMORTGAGE,-111,707,596,1500,904
mock-44910-42ec35c5-evt-002598,2598,143,Gemini 3 Flash Preview,UNMORTGAGE,-111,596,485,1500,1015
mock-44910-42ec35c5-evt-002616,2616,145,Claude Haiku 4.5,RENT,-200,827,627,1947,1320
mock-44910-42ec35c5-evt-002617,2617,145,Gemini 3 Flash Preview,RENT,200,485,685,1500,815
mock-44910-42ec35c5-evt-002635,2635,147,Gemini 3 Flash Preview,PASS_GO,200,685,885,1500,615
mock-44910-42ec35c5-evt-002645,2645,148,Grok 4.3,BANK_ERROR_COLLECT_200,200,1744,1944,1944,0
mock-44910-42ec35c5-evt-002694,2694,154,Grok 4.3,PASS_GO,200,1944,2144,2144,0
mock-44910-42ec35c5-evt-002697,2697,154,Grok 4.3,PASS_GO,200,2144,2344,2344,0
mock-44910-42ec35c5-evt-002707,2707,155,Claude Haiku 4.5,DOCTOR_FEE_PAY_50,-50,627,577,1947,1370
mock-44910-42ec35c5-evt-002732,2732,158,Claude Haiku 4.5,PASS_GO,200,577,777,1947,1170
mock-44910-42ec35c5-evt-002734,2734,158,Claude Haiku 4.5,LIFE_INSURANCE_COLLECT_100,100,777,877,1947,1070
mock-44910-42ec35c5-evt-002739,2739,158,Claude Haiku 4.5,MORTGAGE,50,877,927,1947,1020
mock-44910-42ec35c5-evt-002783,2783,163,Claude Haiku 4.5,RENT,-400,927,527,1947,1420
mock-44910-42ec35c5-evt-002784,2784,163,Gemini 3 Flash Preview,RENT,400,885,1285,1500,215
mock-44910-42ec35c5-evt-002818,2818,164,Gemini 3 Flash Preview,UNMORTGAGE,-83,1285,1202,1500,298
mock-44910-42ec35c5-evt-002824,2824,164,Gemini 3 Flash Preview,UNMORTGAGE,-83,1202,1119,1500,381
mock-44910-42ec35c5-evt-002846,2846,166,Claude Haiku 4.5,MORTGAGE,100,527,627,1947,1320
mock-44910-42ec35c5-evt-002848,2848,166,Claude Haiku 4.5,BANKRUPTCY_CASH,-627,627,0,1947,1947
mock-44910-42ec35c5-evt-002849,2849,166,Grok 4.3,BANKRUPTCY_CASH,627,2344,2971,2971,0
