turn_index,phase,active_player_id,player_id,cash,net_worth_estimate,position,in_jail,jail_turns,doubles_count,bankrupt,property_value,building_value,mortgage_liability,property_count,mortgaged_count,houses,hotels,snapshot_file
14,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1120,1500,25,False,0,0,False,380,0,0,2,0,0,0,turn_0014.json
14,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1030,1650,29,False,0,2,False,620,0,0,3,0,0,0,turn_0014.json
14,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,1226,1506,10,True,1,0,False,280,0,0,2,0,0,0,turn_0014.json
14,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1314,1714,8,False,0,0,False,400,0,0,1,0,0,0,turn_0014.json
15,START_TURN,Grok 4.3,Claude Opus 4.8,1120,1500,25,False,0,0,False,380,0,0,2,0,0,0,turn_0015.json
15,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1080,1700,36,False,0,0,False,620,0,0,3,0,0,0,turn_0015.json
15,START_TURN,Grok 4.3,Grok 4.3,1226,1506,10,True,1,0,False,280,0,0,2,0,0,0,turn_0015.json
15,START_TURN,Grok 4.3,OpenAI GPT 5.5,1314,1714,8,False,0,0,False,400,0,0,1,0,0,0,turn_0015.json
16,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1120,1500,25,False,0,0,False,380,0,0,2,0,0,0,turn_0016.json
16,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1080,1700,36,False,0,0,False,620,0,0,3,0,0,0,turn_0016.json
16,START_TURN,OpenAI GPT 5.5,Grok 4.3,1226,1506,10,True,2,0,False,280,0,0,2,0,0,0,turn_0016.json
16,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1314,1714,8,False,0,0,False,400,0,0,1,0,0,0,turn_0016.json
17,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1134,1514,25,False,0,0,False,380,0,0,2,0,0,0,turn_0017.json
17,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1080,1700,36,False,0,0,False,620,0,0,3,0,0,0,turn_0017.json
17,START_TURN,Claude Opus 4.8,Grok 4.3,1226,1506,10,True,2,0,False,280,0,0,2,0,0,0,turn_0017.json
17,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1300,1700,16,False,0,0,False,400,0,0,1,0,0,0,turn_0017.json
18,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1110,1490,29,False,0,1,False,380,0,0,2,0,0,0,turn_0018.json
18,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1104,1724,36,False,0,0,False,620,0,0,3,0,0,0,turn_0018.json
18,START_TURN,Claude Opus 4.8,Grok 4.3,1226,1506,10,True,2,0,False,280,0,0,2,0,0,0,turn_0018.json
18,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1300,1700,16,False,0,0,False,400,0,0,1,0,0,0,turn_0018.json
19,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1060,1440,39,False,0,0,False,380,0,0,2,0,0,0,turn_0019.json
19,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1104,1724,36,False,0,0,False,620,0,0,3,0,0,0,turn_0019.json
19,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,1226,1506,10,True,2,0,False,280,0,0,2,0,0,0,turn_0019.json
19,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1350,1750,16,False,0,0,False,400,0,0,1,0,0,0,turn_0019.json
20,START_TURN,Grok 4.3,Claude Opus 4.8,1060,1440,39,False,0,0,False,380,0,0,2,0,0,0,turn_0020.json
20,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1104,1924,5,False,0,0,False,820,0,0,4,0,0,0,turn_0020.json
20,START_TURN,Grok 4.3,Grok 4.3,1226,1506,10,True,2,0,False,280,0,0,2,0,0,0,turn_0020.json
20,START_TURN,Grok 4.3,OpenAI GPT 5.5,1350,1750,16,False,0,0,False,400,0,0,1,0,0,0,turn_0020.json
21,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1074,1454,39,False,0,0,False,380,0,0,2,0,0,0,turn_0021.json
21,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1104,1924,5,False,0,0,False,820,0,0,4,0,0,0,turn_0021.json
21,START_TURN,OpenAI GPT 5.5,Grok 4.3,1162,1442,16,False,0,0,False,280,0,0,2,0,0,0,turn_0021.json
21,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1350,1750,16,False,0,0,False,400,0,0,1,0,0,0,turn_0021.json
22,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1074,1454,39,False,0,0,False,380,0,0,2,0,0,0,turn_0022.json
22,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1104,1924,5,False,0,0,False,820,0,0,4,0,0,0,turn_0022.json
22,START_TURN,Claude Opus 4.8,Grok 4.3,1162,1442,16,False,0,0,False,280,0,0,2,0,0,0,turn_0022.json
22,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1350,1750,20,False,0,0,False,400,0,0,1,0,0,0,turn_0022.json
23,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1174,1654,6,False,0,0,False,480,0,0,3,0,0,0,turn_0023.json
23,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1104,1924,5,False,0,0,False,820,0,0,4,0,0,0,turn_0023.json
23,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,1162,1442,16,False,0,0,False,280,0,0,2,0,0,0,turn_0023.json
23,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1350,1750,20,False,0,0,False,400,0,0,1,0,0,0,turn_0023.json
24,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1174,1654,6,False,0,0,False,480,0,0,3,0,0,0,turn_0024.json
24,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1104,1924,11,False,0,1,False,820,0,0,4,0,0,0,turn_0024.json
24,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,1162,1442,16,False,0,0,False,280,0,0,2,0,0,0,turn_0024.json
24,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1350,1750,20,False,0,0,False,400,0,0,1,0,0,0,turn_0024.json
25,START_TURN,Grok 4.3,Claude Opus 4.8,1174,1654,6,False,0,0,False,480,0,0,3,0,0,0,turn_0025.json
25,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1104,1924,20,False,0,0,False,820,0,0,4,0,0,0,turn_0025.json
25,START_TURN,Grok 4.3,Grok 4.3,1162,1442,16,False,0,0,False,280,0,0,2,0,0,0,turn_0025.json
25,START_TURN,Grok 4.3,OpenAI GPT 5.5,1350,1750,20,False,0,0,False,400,0,0,1,0,0,0,turn_0025.json
26,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1174,1654,6,False,0,0,False,480,0,0,3,0,0,0,turn_0026.json
26,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1104,1924,20,False,0,0,False,820,0,0,4,0,0,0,turn_0026.json
26,START_TURN,OpenAI GPT 5.5,Grok 4.3,922,1442,24,False,0,0,False,520,0,0,3,0,0,0,turn_0026.json
26,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1350,1750,20,False,0,0,False,400,0,0,1,0,0,0,turn_0026.json
27,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1174,1654,6,False,0,0,False,480,0,0,3,0,0,0,turn_0027.json
27,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1104,1924,20,False,0,0,False,820,0,0,4,0,0,0,turn_0027.json
27,START_TURN,Claude Opus 4.8,Grok 4.3,942,1462,24,False,0,0,False,520,0,0,3,0,0,0,turn_0027.json
27,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1330,1730,24,False,0,0,False,400,0,0,1,0,0,0,turn_0027.json
28,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1024,1654,12,False,0,0,False,630,0,0,4,0,0,0,turn_0028.json
28,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1104,1924,20,False,0,0,False,820,0,0,4,0,0,0,turn_0028.json
28,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,942,1462,24,False,0,0,False,520,0,0,3,0,0,0,turn_0028.json
28,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1330,1730,24,False,0,0,False,400,0,0,1,0,0,0,turn_0028.json
29,START_TURN,Grok 4.3,Claude Opus 4.8,1024,1654,12,False,0,0,False,630,0,0,4,0,0,0,turn_0029.json
29,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,844,1924,26,False,0,0,False,1080,0,0,5,0,0,0,turn_0029.json
29,START_TURN,Grok 4.3,Grok 4.3,942,1462,24,False,0,0,False,520,0,0,3,0,0,0,turn_0029.json
29,START_TURN,Grok 4.3,OpenAI GPT 5.5,1330,1730,24,False,0,0,False,400,0,0,1,0,0,0,turn_0029.json
30,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1024,1654,12,False,0,0,False,630,0,0,4,0,0,0,turn_0030.json
30,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,844,1924,26,False,0,0,False,1080,0,0,5,0,0,0,turn_0030.json
30,START_TURN,OpenAI GPT 5.5,Grok 4.3,622,1462,34,False,0,0,False,840,0,0,4,0,0,0,turn_0030.json
30,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1330,1730,24,False,0,0,False,400,0,0,1,0,0,0,turn_0030.json
31,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1024,1654,12,False,0,0,False,630,0,0,4,0,0,0,turn_0031.json
31,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,844,1924,26,False,0,0,False,1080,0,0,5,0,0,0,turn_0031.json
31,START_TURN,Claude Opus 4.8,Grok 4.3,622,1462,34,False,0,0,False,840,0,0,4,0,0,0,turn_0031.json
31,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1030,1730,32,False,0,0,False,700,0,0,2,0,0,0,turn_0031.json
32,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1224,1854,0,False,0,0,False,630,0,0,4,0,0,0,turn_0032.json
32,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,844,1924,26,False,0,0,False,1080,0,0,5,0,0,0,turn_0032.json
32,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,622,1462,34,False,0,0,False,840,0,0,4,0,0,0,turn_0032.json
32,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1030,1730,32,False,0,0,False,700,0,0,2,0,0,0,turn_0032.json
33,START_TURN,Grok 4.3,Claude Opus 4.8,1224,1854,0,False,0,0,False,630,0,0,4,0,0,0,turn_0033.json
33,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,844,1924,29,False,0,0,False,1080,0,0,5,0,0,0,turn_0033.json
33,START_TURN,Grok 4.3,Grok 4.3,622,1462,34,False,0,0,False,840,0,0,4,0,0,0,turn_0033.json
33,START_TURN,Grok 4.3,OpenAI GPT 5.5,1030,1730,32,False,0,0,False,700,0,0,2,0,0,0,turn_0033.json
34,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1224,1854,0,False,0,0,False,630,0,0,4,0,0,0,turn_0034.json
34,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,844,1924,29,False,0,0,False,1080,0,0,5,0,0,0,turn_0034.json
34,START_TURN,OpenAI GPT 5.5,Grok 4.3,762,1662,3,False,0,0,False,900,0,0,5,0,0,0,turn_0034.json
34,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1030,1730,32,False,0,0,False,700,0,0,2,0,0,0,turn_0034.json
35,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1224,1854,0,False,0,0,False,630,0,0,4,0,0,0,turn_0035.json
35,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,844,1924,29,False,0,0,False,1080,0,0,5,0,0,0,turn_0035.json
35,START_TURN,Claude Opus 4.8,Grok 4.3,762,1662,3,False,0,0,False,900,0,0,5,0,0,0,turn_0035.json
35,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1030,1730,39,False,0,0,False,700,0,0,2,0,0,0,turn_0035.json
36,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1224,1854,12,False,0,1,False,630,0,0,4,0,0,0,turn_0036.json
36,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,844,1924,29,False,0,0,False,1080,0,0,5,0,0,0,turn_0036.json
36,START_TURN,Claude Opus 4.8,Grok 4.3,762,1662,3,False,0,0,False,900,0,0,5,0,0,0,turn_0036.json
36,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1030,1730,39,False,0,0,False,700,0,0,2,0,0,0,turn_0036.json
37,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,1004,1854,23,False,0,0,False,850,0,0,5,0,0,0,turn_0037.json
37,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,844,1924,29,False,0,0,False,1080,0,0,5,0,0,0,turn_0037.json
37,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,762,1662,3,False,0,0,False,900,0,0,5,0,0,0,turn_0037.json
37,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1030,1730,39,False,0,0,False,700,0,0,2,0,0,0,turn_0037.json
38,START_TURN,Grok 4.3,Claude Opus 4.8,1004,1854,23,False,0,0,False,850,0,0,5,0,0,0,turn_0038.json
38,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1044,2124,11,False,0,0,False,1080,0,0,5,0,0,0,turn_0038.json
38,START_TURN,Grok 4.3,Grok 4.3,762,1662,3,False,0,0,False,900,0,0,5,0,0,0,turn_0038.json
38,START_TURN,Grok 4.3,OpenAI GPT 5.5,1030,1730,39,False,0,0,False,700,0,0,2,0,0,0,turn_0038.json
39,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,1004,1854,23,False,0,0,False,850,0,0,5,0,0,0,turn_0039.json
39,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1044,2124,11,False,0,0,False,1080,0,0,5,0,0,0,turn_0039.json
39,START_TURN,OpenAI GPT 5.5,Grok 4.3,642,1662,9,False,0,0,False,1020,0,0,6,0,0,0,turn_0039.json
39,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1030,1730,39,False,0,0,False,700,0,0,2,0,0,0,turn_0039.json
40,START_TURN,Claude Opus 4.8,Claude Opus 4.8,1004,1854,23,False,0,0,False,850,0,0,5,0,0,0,turn_0040.json
40,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1044,2124,11,False,0,0,False,1080,0,0,5,0,0,0,turn_0040.json
40,START_TURN,Claude Opus 4.8,Grok 4.3,642,1662,9,False,0,0,False,1020,0,0,6,0,0,0,turn_0040.json
40,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,1030,1730,4,False,0,0,False,700,0,0,2,0,0,0,turn_0040.json
41,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,704,1854,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0041.json
41,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1044,2124,11,False,0,0,False,1080,0,0,5,0,0,0,turn_0041.json
41,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,642,1662,9,False,0,0,False,1020,0,0,6,0,0,0,turn_0041.json
41,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,1030,1730,4,False,0,0,False,700,0,0,2,0,0,0,turn_0041.json
42,START_TURN,Grok 4.3,Claude Opus 4.8,718,1868,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0042.json
42,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1030,2110,16,False,0,0,False,1080,0,0,5,0,0,0,turn_0042.json
42,START_TURN,Grok 4.3,Grok 4.3,642,1662,9,False,0,0,False,1020,0,0,6,0,0,0,turn_0042.json
42,START_TURN,Grok 4.3,OpenAI GPT 5.5,1030,1730,4,False,0,0,False,700,0,0,2,0,0,0,turn_0042.json
43,START_TURN,Grok 4.3,Claude Opus 4.8,718,1868,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0043.json
43,START_TURN,Grok 4.3,Gemini 3.1 Pro Preview,1046,2126,16,False,0,0,False,1080,0,0,5,0,0,0,turn_0043.json
43,START_TURN,Grok 4.3,Grok 4.3,626,1646,19,False,0,1,False,1020,0,0,6,0,0,0,turn_0043.json
43,START_TURN,Grok 4.3,OpenAI GPT 5.5,1030,1730,4,False,0,0,False,700,0,0,2,0,0,0,turn_0043.json
44,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,743,1893,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0044.json
44,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1046,2126,16,False,0,0,False,1080,0,0,5,0,0,0,turn_0044.json
44,START_TURN,OpenAI GPT 5.5,Grok 4.3,601,1621,25,False,0,0,False,1020,0,0,6,0,0,0,turn_0044.json
44,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1030,1730,4,False,0,0,False,700,0,0,2,0,0,0,turn_0044.json
45,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,749,1899,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0045.json
45,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1046,2126,16,False,0,0,False,1080,0,0,5,0,0,0,turn_0045.json
45,START_TURN,OpenAI GPT 5.5,Grok 4.3,601,1621,25,False,0,0,False,1020,0,0,6,0,0,0,turn_0045.json
45,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1024,1724,6,False,0,1,False,700,0,0,2,0,0,0,turn_0045.json
46,START_TURN,OpenAI GPT 5.5,Claude Opus 4.8,763,1913,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0046.json
46,START_TURN,OpenAI GPT 5.5,Gemini 3.1 Pro Preview,1046,2126,16,False,0,0,False,1080,0,0,5,0,0,0,turn_0046.json
46,START_TURN,OpenAI GPT 5.5,Grok 4.3,601,1621,25,False,0,0,False,1020,0,0,6,0,0,0,turn_0046.json
46,START_TURN,OpenAI GPT 5.5,OpenAI GPT 5.5,1010,1710,16,False,0,2,False,700,0,0,2,0,0,0,turn_0046.json
47,START_TURN,Claude Opus 4.8,Claude Opus 4.8,763,1913,31,False,0,0,False,1150,0,0,6,0,0,0,turn_0047.json
47,START_TURN,Claude Opus 4.8,Gemini 3.1 Pro Preview,1396,2336,16,False,0,0,False,940,0,0,4,0,0,0,turn_0047.json
47,START_TURN,Claude Opus 4.8,Grok 4.3,621,1641,25,False,0,0,False,1020,0,0,6,0,0,0,turn_0047.json
47,START_TURN,Claude Opus 4.8,OpenAI GPT 5.5,640,1480,24,False,0,0,False,840,0,0,3,0,0,0,turn_0047.json
48,START_TURN,Gemini 3.1 Pro Preview,Claude Opus 4.8,963,2113,12,False,0,0,False,1150,0,0,6,0,0,0,turn_0048.json
48,START_TURN,Gemini 3.1 Pro Preview,Gemini 3.1 Pro Preview,1396,2336,16,False,0,0,False,940,0,0,4,0,0,0,turn_0048.json
48,START_TURN,Gemini 3.1 Pro Preview,Grok 4.3,621,1641,25,False,0,0,False,1020,0,0,6,0,0,0,turn_0048.json
48,START_TURN,Gemini 3.1 Pro Preview,OpenAI GPT 5.5,640,1480,24,False,0,0,False,840,0,0,3,0,0,0,turn_0048.json
49,START_TURN,Grok 4.3,Claude Opus 4.8,963,2113,12,False,0,0,False,1150,0,0,6,0,0,0,turn_0049.json
