turn_index,player_id,calls,cost,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_ms
37,OpenAI GPT 5.4 mini,2,0.019918,7430,3188,2979,10618,30589
38,Grok 4.3,1,0.005866,4093,515,456,4608,10577
39,Grok 4.3,2,0.012035,8216,1136,967,9352,23813
39,OpenAI GPT 5.4 mini,4,0.032783,15187,4754,4354,19941,58150
40,Claude Haiku 4.5,1,0.02786,5295,4513,1998,9808,43289
41,Gemini 3.5 Flash,2,0.025834,8991,1372,1151,10363,8931
42,Claude Haiku 4.5,1,0.014294,4909,1877,1150,6786,16575
42,Gemini 3.5 Flash,2,0.036428,8949,2556,2134,11505,14175
43,Gemini 3.5 Flash,1,0.018025,4343,1279,1116,5622,7027
44,Grok 4.3,2,0.009512,7014,728,574,7742,17784
45,Grok 4.3,2,0.011415,7346,1162,953,8508,26623
45,OpenAI GPT 5.4 mini,3,0.031402,10117,5292,4914,15409,46194
46,Claude Haiku 4.5,1,0.015365,4740,2125,1056,6865,24063
47,Claude Haiku 4.5,1,0.008522,4732,758,540,5490,9921
47,Gemini 3.5 Flash,2,0.038069,8657,2787,2408,11444,16427
48,Grok 4.3,2,0.010706,7432,889,742,8321,19179
49,Gemini 3.5 Flash,3,0.044521,13151,2755,2298,15906,17530
49,OpenAI GPT 5.4 mini,5,0.041643,17610,6319,5683,23929,67344
50,Claude Haiku 4.5,1,0.016182,5167,2203,983,7370,23712
51,Claude Haiku 4.5,2,0.047257,10417,7368,3399,17785,76594
51,Gemini 3.5 Flash,3,0.062466,14188,4576,3853,18764,26426
52,Grok 4.3,2,0.013852,8127,1746,1547,9873,31036
53,Grok 4.3,1,0.005834,4271,413,330,4684,8799
53,OpenAI GPT 5.4 mini,2,0.031426,7846,5676,5451,13522,46639
54,Claude Haiku 4.5,2,0.035363,10383,4996,2289,15379,50521
55,Gemini 3.5 Flash,1,0.014157,4656,797,670,5453,4867
56,Grok 4.3,1,0.005713,4105,636,556,4741,12546
57,OpenAI GPT 5.4 mini,1,0.004276,3607,349,280,3956,5453
58,Claude Haiku 4.5,1,0.017662,5072,2518,1243,7590,27737
59,Claude Haiku 4.5,3,0.043788,15078,5742,2775,20820,72789
59,Gemini 3.5 Flash,8,0.149616,37008,10456,8562,47464,56195
59,OpenAI GPT 5.4 mini,3,0.025128,12024,3580,3229,15604,36688
60,Gemini 3.5 Flash,1,0.032046,4948,2736,2566,7684,14857
61,Grok 4.3,1,0.006814,4495,532,456,5027,12766
62,Gemini 3.5 Flash,3,0.056167,14837,3768,3276,18605,22126
62,OpenAI GPT 5.4 mini,4,0.04383,16638,6967,6456,23605,78352
63,Claude Haiku 4.5,3,0.038119,15114,4601,2170,19715,49699
63,Gemini 3.5 Flash,3,0.038583,13218,2084,1645,15302,13394
63,Grok 4.3,2,0.014235,7848,2039,1848,9887,41857
63,OpenAI GPT 5.4 mini,2,0.015536,7334,2230,2079,9564,30481
64,Claude Haiku 4.5,1,0.012701,5046,1531,789,6577,18398
65,Claude Haiku 4.5,1,0.012914,4889,1605,876,6494,17168
66,Gemini 3.5 Flash,1,0.01715,4347,1181,1055,5528,6576
67,Gemini 3.5 Flash,1,0.021553,4235,1689,1565,5924,9102
68,Grok 4.3,1,0.00503,3784,523,437,4307,11729
69,Gemini 3.5 Flash,3,0.04301,12221,2742,2265,14963,15864
69,OpenAI GPT 5.4 mini,4,0.030224,13461,4473,3962,17934,41242
70,OpenAI GPT 5.4 mini,1,0.003094,3465,110,45,3575,2161
71,Claude Haiku 4.5,1,0.01284,4770,1614,734,6384,16462
73,Gemini 3.5 Flash,1,0.019092,4268,1410,1268,5678,7343
74,Grok 4.3,1,0.005218,3861,560,446,4421,11177
75,Gemini 3.5 Flash,2,0.039178,8641,2913,2534,11554,16439
75,OpenAI GPT 5.4 mini,4,0.043846,14158,7384,6963,21542,70765
76,Claude Haiku 4.5,2,0.024353,9548,2961,1371,12509,33556
77,Gemini 3.5 Flash,1,0.019738,4387,1462,1314,5849,8353
78,Grok 4.3,1,0.007261,3911,1164,1084,5075,22011
79,OpenAI GPT 5.4 mini,1,0.006568,3447,885,824,4332,7022
80,Claude Haiku 4.5,1,0.024014,4744,3854,1436,8598,35795
81,Gemini 3.5 Flash,1,0.015732,4326,1027,893,5353,5882
82,Gemini 3.5 Flash,2,0.026892,8334,1599,1350,9933,9404
84,Grok 4.3,1,0.006978,3973,1208,1113,5181,23214
85,OpenAI GPT 5.4 mini,1,0.005191,3453,578,516,4031,6701
87,Gemini 3.5 Flash,2,0.03285,8028,2312,2067,10340,12887
88,Grok 4.3,1,0.006311,3748,704,643,4452,13859
89,Grok 4.3,1,0.005258,3673,670,558,4343,13990
90,OpenAI GPT 5.4 mini,1,0.012592,3188,2267,2200,5455,17607
91,Claude Haiku 4.5,2,0.028127,8607,3904,1574,12511,43055
92,Gemini 3.5 Flash,1,0.018173,4069,1341,1203,5410,7280
93,Grok 4.3,1,0.005409,3663,547,446,4210,9975
94,OpenAI GPT 5.4 mini,1,0.002992,3149,140,72,3289,2380
95,Claude Haiku 4.5,1,0.020167,4432,3147,1418,7579,31758
97,Grok 4.3,1,0.005091,3687,596,513,4283,12445
98,Gemini 3.5 Flash,1,0.020106,3918,1581,1427,5499,8238
98,OpenAI GPT 5.4 mini,2,0.027743,6313,5113,4917,11426,39356
99,Claude Haiku 4.5,1,0.015048,4538,2102,799,6640,22671
100,Gemini 3.5 Flash,2,0.038169,7824,2937,2663,10761,15610
101,Grok 4.3,1,0.005605,3820,735,627,4555,14113
102,Grok 4.3,1,0.005346,3839,622,514,4461,11594
103,Grok 4.3,1,0.005544,3779,543,477,4322,12116
103,OpenAI GPT 5.4 mini,2,0.014837,6547,2206,1983,8753,21749
104,Claude Haiku 4.5,1,0.031013,4668,5269,2112,9937,53773
105,Gemini 3.5 Flash,1,0.018084,4184,1312,1175,5496,6818
106,Grok 4.3,1,0.005987,3896,850,738,4746,14668
108,Grok 4.3,3,0.015718,11400,1555,1321,12955,33649
108,OpenAI GPT 5.4 mini,3,0.038024,10019,6780,6377,16799,61201
109,Claude Haiku 4.5,1,0.022646,4746,3580,1357,8326,33639
111,Grok 4.3,1,0.005449,3521,634,545,4155,15200
112,Gemini 3.5 Flash,2,0.031397,8637,2049,1697,10686,26430
112,Grok 4.3,1,0.005332,3844,426,324,4270,9455
112,OpenAI GPT 5.4 mini,4,0.059602,14045,10904,10361,24949,84190
113,Claude Haiku 4.5,1,0.014831,4996,1967,1078,6963,20726
114,Gemini 3.5 Flash,2,0.037343,8791,2684,2408,11475,14878
115,Grok 4.3,1,0.004949,3787,301,234,4088,6147
116,OpenAI GPT 5.4 mini,1,0.003221,3605,115,47,3720,2912
117,Claude Haiku 4.5,4,0.08354,18385,13031,5877,31416,136184
117,Gemini 3.5 Flash,4,0.0521,17185,3533,3053,20718,21027
117,Grok 4.3,3,0.017738,11411,2035,1760,13446,44637
117,OpenAI GPT 5.4 mini,2,0.026113,7026,4632,4496,11658,47001
118,Claude Haiku 4.5,1,0.013343,4668,1735,1106,6403,19081
119,Gemini 3.5 Flash,3,0.036345,12917,3709,2764,16626,144839
119,OpenAI GPT 5.4 mini,1,0.021212,3352,4155,4096,7507,38653
120,Grok 4.3,2,0.009897,7474,652,499,8126,14151
121,OpenAI GPT 5.4 mini,3,0.021091,10650,3411,3140,14061,32394
122,Claude Haiku 4.5,1,0.015303,4733,2114,931,6847,22558
123,Gemini 3.5 Flash,2,0.054642,8936,4582,4250,13518,23393
124,Grok 4.3,1,0.005077,3796,536,465,4332,9901
125,OpenAI GPT 5.4 mini,1,0.003548,3441,215,150,3656,3722
126,Claude Haiku 4.5,1,0.014877,4712,2033,903,6745,19582
127,Gemini 3.5 Flash,1,0.030398,4365,2650,2490,7015,23320
128,Grok 4.3,2,0.007377,7536,1145,991,8681,20337
129,Grok 4.3,1,0.004257,3620,296,220,3916,6939
130,OpenAI GPT 5.4 mini,3,0.013363,9693,1354,1137,11047,21401
131,Claude Haiku 4.5,3,0.035488,13083,4481,2060,17564,48069
131,Gemini 3.5 Flash,3,0.039306,11690,2419,2073,14109,13740
131,Grok 4.3,2,0.012179,6735,1934,1768,8669,33923
131,OpenAI GPT 5.4 mini,1,0.006693,3068,976,907,4044,13816
132,Gemini 3.5 Flash,2,0.04334,9201,3282,2917,12483,18374
133,Grok 4.3,1,0.005832,3770,663,585,4433,10338
134,Grok 4.3,1,0.006364,3669,926,820,4595,16127
134,OpenAI GPT 5.4 mini,5,0.045599,18110,7614,7078,25724,74131
135,Claude Haiku 4.5,1,0.029836,4786,5010,2355,9796,50890
136,Gemini 3.5 Flash,1,0.030396,4670,2599,2444,7269,12422
137,Gemini 3.5 Flash,1,0.020679,4462,1554,1451,6016,8471
138,Grok 4.3,4,0.026852,16409,3235,2701,19644,54452
139,OpenAI GPT 5.4 mini,1,0.00773,3701,1101,1023,4802,9167
140,Claude Haiku 4.5,1,0.011602,4867,1347,629,6214,14019
141,Gemini 3.5 Flash,1,0.01886,4677,1316,1196,5993,15405
142,Grok 4.3,1,0.005886,4043,548,481,4591,11284
143,OpenAI GPT 5.4 mini,1,0.00891,3396,1414,1328,4810,16158
144,Claude Haiku 4.5,1,0.011336,4441,1379,678,5820,14675
146,Grok 4.3,3,0.020335,11917,3143,2827,15060,58380
147,Claude Haiku 4.5,1,0.01503,4475,2111,943,6586,23026
148,Gemini 3.5 Flash,1,0.010268,3611,539,423,4150,3484
149,Grok 4.3,2,0.010624,7374,1154,978,8528,24405
150,Claude Haiku 4.5,4,0.07679,18580,11642,4594,30222,117958
151,Gemini 3.5 Flash,1,0.009088,3773,381,266,4154,3006
152,Grok 4.3,4,0.026651,17124,3335,2891,20459,58604
153,Claude Haiku 4.5,2,0.026899,8834,3613,1288,12447,36767
154,Gemini 3.5 Flash,13,0.182718,53706,11351,9344,65057,67327
154,Grok 4.3,3,0.017635,12116,1641,1332,13757,28969
155,Grok 4.3,1,0.008197,4887,889,796,5776,12349
156,Gemini 3.5 Flash,1,0.016903,4321,1158,1027,5479,6663
